LID,Local Government Area,Postcode,Suburb/Town Name
1527,Latrobe,3840,Hazelwood North
1528,Latrobe,3840,Hazelwood South
1529,Latrobe,3840,Jeeralang
1530,Latrobe,3840,Jeeralang Junction
1531,Latrobe,3840,Maryvale
1532,Latrobe,3840,Morwell
1533,Latrobe,3842,Churchill
1534,Latrobe,3844,Callignee
1535,Latrobe,3844,Flynn
1536,Latrobe,3844,Flynns Creek
1537,Latrobe,3844,Koornalla
1538,Latrobe,3844,Loy Yang
1539,Latrobe,3844,Mount Tassie
1540,Latrobe,3844,Traralgon
1541,Latrobe,3844,Traralgon East
1542,Latrobe,3844,Traralgon South
1543,Latrobe,3844,Tyers
1544,Latrobe,3854,Glengarry
1545,Latrobe,3854,Glengarry North
1546,Latrobe,3854,Glengarry West
1547,Latrobe,3856,Toongabbie
1548,Latrobe,3857,Cowwarr
1549,Latrobe,3869,Jumbuk
1550,Latrobe,3869,Yinnar
1551,Latrobe,3869,Yinnar South
1552,Latrobe,3870,Boolarra
1553,Latrobe,3870,Boolarra South
1554,Latrobe,3870,Budgeree
1555,Latrobe,3870,Grand Ridge
1556,Latrobe,3871,Delburn
1557,Latrobe,3871,Mirboo
1558,Latrobe,3971,Balook
1559,Loddon,3463,Eastville
1560,Loddon,3463,Laanecoorie
1561,Loddon,3463,Woodstock West
1562,Loddon,3472,Dunolly
1563,Loddon,3472,Eddington
1564,Loddon,3472,McIntyre
1565,Loddon,3472,Moliagul
1566,Loddon,3475,Burkes Flat
1567,Loddon,3475,Cochranes Creek
1568,Loddon,3475,Emu
1569,Loddon,3475,Logan
1570,Loddon,3477,Gowar East
1571,Loddon,3515,Marong
1572,Loddon,3515,Shelbourne
1573,Loddon,3516,Bridgewater
1574,Loddon,3516,Bridgewater North
1575,Loddon,3516,Bridgewater On Loddon
1576,Loddon,3516,Derby
1577,Loddon,3516,Leichardt
1578,Loddon,3516,Yarraberb
1579,Loddon,3517,Bears Lagoon
1580,Loddon,3517,Brenanah
1581,Loddon,3517,Glenalbyn
1582,Loddon,3517,Inglewood
1583,Loddon,3517,Jarklin
1584,Loddon,3517,Kingower
1585,Loddon,3517,Kurting
1586,Loddon,3517,Powlett Plains
1587,Loddon,3517,Rheola
1588,Loddon,3517,Salisbury West
1589,Loddon,3517,Serpentine
1590,Loddon,3518,Berrimal
1591,Loddon,3518,Borung
1592,Loddon,3518,Fentons Creek
1593,Loddon,3518,Fernihurst
1594,Loddon,3518,Fiery Flat
1595,Loddon,3518,Kurraca West
1596,Loddon,3518,Mysia
1597,Loddon,3518,Nine Mile
1598,Loddon,3518,Richmond Plains
1599,Loddon,3518,Skinners Flat
1600,Loddon,3518,Wedderburn
1601,Loddon,3518,Wedderburn Junction
1602,Loddon,3518,Wehla
1603,Loddon,3518,Woolshed Flat
1604,Loddon,3518,Woosang
1605,Loddon,3520,Kinypanial
1606,Loddon,3520,Korong Vale
1607,Loddon,3525,Buckrabanyule
1608,Loddon,3525,Lake Marmal
1609,Loddon,3525,Terrappee
1610,Loddon,3525,Wychitella
1611,Loddon,3525,Wychitella North
1612,Loddon,3537,Barraport
1613,Loddon,3537,Barraport West
1614,Loddon,3537,Boort
1615,Loddon,3537,Canary Island
1616,Loddon,3537,Leaghur
1617,Loddon,3537,Minmindie
1618,Loddon,3537,Yando
1619,Loddon,3551,Arnold
1620,Loddon,3551,Arnold West
1621,Loddon,3551,Llanelly
1622,Loddon,3551,Murphys Creek
1623,Loddon,3551,Newbridge
1624,Loddon,3551,Painswick
1625,Loddon,3551,Tarnagulla
1626,Loddon,3551,Waanyarra
1627,Loddon,3551,Woodstock On Loddon
1628,Loddon,3556,Campbells Forest
1629,Loddon,3556,Sebastian
1630,Loddon,3567,Leitchville
1631,Loddon,3570,Auchmore
1632,Loddon,3570,Kamarooka
1633,Loddon,3570,Raywood
1634,Loddon,3571,Dingee
1635,Loddon,3571,Pompapiel
1636,Loddon,3571,Tandarra
1637,Loddon,3572,Prairie
1638,Loddon,3573,Calivil
1639,Loddon,3573,Mitiamo
1640,Loddon,3575,Gladfield
1641,Loddon,3575,Loddon Vale
1642,Loddon,3575,Mincha
1643,Loddon,3575,Mologa
1644,Loddon,3575,Pyramid Hill
1645,Loddon,3575,Sylvaterre
1646,Loddon,3575,Terrick Terrick
1647,Loddon,3575,Yarrawalla
1648,Loddon,3576,Durham Ox
1649,Loddon,3579,Appin South
1650,Loddon,3579,Macorna
1651,Loddon,3579,Meering West
1652,Macedon Ranges,3430,Clarkefield
1653,Macedon Ranges,3431,Riddells Creek
1654,Macedon Ranges,3432,Bolinda
1655,Macedon Ranges,3433,Monegeetta
1656,Macedon Ranges,3434,Cherokee
1657,Macedon Ranges,3434,Kerrie
1658,Macedon Ranges,3434,Romsey
1659,Macedon Ranges,3434,Springfield
1660,Macedon Ranges,3435,Benloch
1661,Macedon Ranges,3435,Goldie
1662,Macedon Ranges,3435,Lancefield
1663,Macedon Ranges,3437,Bullengarook
1664,Macedon Ranges,3437,Gisborne
1665,Macedon Ranges,3437,Gisborne South
1666,Macedon Ranges,3438,New Gisborne
1667,Macedon Ranges,3440,Macedon
1668,Macedon Ranges,3441,Mount Macedon
1669,Macedon Ranges,3442,Ashbourne
1670,Macedon Ranges,3442,Cadello
1671,Macedon Ranges,3442,Carlsruhe
1672,Macedon Ranges,3442,Cobaw
1673,Macedon Ranges,3442,Hesket
1674,Macedon Ranges,3442,Newham
1675,Macedon Ranges,3442,Rochford
1676,Macedon Ranges,3442,Woodend
1677,Macedon Ranges,3442,Woodend North
1678,Macedon Ranges,3444,Baynton
1679,Macedon Ranges,3444,Edgecombe
1680,Macedon Ranges,3444,Greenhill
1681,Macedon Ranges,3444,Kyneton
1682,Macedon Ranges,3444,Kyneton South
1683,Macedon Ranges,3444,Lauriston
1684,Macedon Ranges,3444,Pastoria
1685,Macedon Ranges,3444,Pastoria East
1686,Macedon Ranges,3444,Pipers Creek
1687,Macedon Ranges,3444,Spring Hill
1688,Macedon Ranges,3444,Tylden
1689,Macedon Ranges,3446,Malmsbury
1690,Macedon Ranges,3458,Fern Hill
1691,Macedon Ranges,3458,Trentham East
1692,Macedon Ranges,3756,Chintin
1693,Macedon Ranges,3756,Darraweit Guim
1694,Manningham,3105,Bulleen
1695,Manningham,3106,Templestowe
1696,Manningham,3107,Doncaster
1697,Manningham,3107,Templestowe Lower
1698,Manningham,3108,Bulleen
1699,Manningham,3108,Doncaster
1700,Manningham,3109,Doncaster East
1701,Manningham,3111,Donvale
1702,Manningham,3113,Warrandyte
1703,Manningham,3114,Park Orchards
1704,Manningham,3115,Wonga Park
1705,Manningham,3131,Nunawading
1706,Manningham,3134,Ringwood North
1707,Manningham,3134,Warrandyte South
1708,Mansfield,3713,Lake Eildon
1709,Mansfield,3715,Ancona
1710,Mansfield,3715,Merton
1711,Mansfield,3715,Woodfield
1712,Mansfield,3720,Bonnie Doon
1713,Mansfield,3722,Barwite
1714,Mansfield,3722,Mansfield
1715,Mansfield,3723,Barjarg
1716,Mansfield,3723,Boorolite
1717,Mansfield,3723,Bridge Creek
1718,Mansfield,3723,Delatite
1719,Mansfield,3723,Enochs Point
1720,Mansfield,3723,Gaffneys Creek
1721,Mansfield,3723,Goughs Bay
1722,Mansfield,3723,Howes Creek
1723,Mansfield,3723,Howqua
1724,Mansfield,3723,Howqua Hills
1725,Mansfield,3723,Howqua Inlet
1726,Mansfield,3723,Jamieson
1727,Mansfield,3723,Kevington
1728,Mansfield,3723,Knockwood
1729,Mansfield,3723,Macs Cove
1730,Mansfield,3723,Maindample
1731,Mansfield,3723,Matlock
1732,Mansfield,3723,Merrijig
1733,Mansfield,3723,Mirimbah
1734,Mansfield,3723,Mount Buller
1735,Mansfield,3723,Mountain Bay
1736,Mansfield,3723,Piries
1737,Mansfield,3723,Sawmill Settlement
1738,Mansfield,3723,Tolmie
1739,Mansfield,3723,Woods Point
1740,Maribyrnong,3011,Footscray
1741,Maribyrnong,3011,Seddon
1742,Maribyrnong,3012,Kingsville
1743,Maribyrnong,3012,Maidstone
1744,Maribyrnong,3012,Tottenham
1745,Maribyrnong,3012,West Footscray
1746,Maribyrnong,3013,Yarraville
1747,Maribyrnong,3019,Braybrook
1748,Maribyrnong,3032,Maribyrnong
1749,Maroondah,3114,Park Orchards
1750,Maroondah,3115,Wonga Park
1751,Maroondah,3133,Vermont
1752,Maroondah,3134,Ringwood
1753,Maroondah,3134,Ringwood North
1754,Maroondah,3134,Warranwood
1755,Maroondah,3135,Heathmont
1756,Maroondah,3135,Ringwood East
1757,Maroondah,3136,Croydon
1758,Maroondah,3136,Croydon Hills
1759,Maroondah,3136,Croydon North
1760,Maroondah,3136,Croydon South
1761,Maroondah,3137,Kilsyth
1762,Maroondah,3137,Kilsyth South
1763,Maroondah,3153,Bayswater North
1764,Melbourne,3000,Carlton
1765,Melbourne,3000,Melbourne
1766,Melbourne,3002,East Melbourne
1767,Melbourne,3003,West Melbourne
1768,Melbourne,3004,Melbourne
1769,Melbourne,3006,South Wharf
1770,Melbourne,3006,Southbank
1771,Melbourne,3008,Docklands
1772,Melbourne,3031,Flemington
1773,Melbourne,3031,Kensington
1774,Melbourne,3051,North Melbourne
1775,Melbourne,3052,Melbourne
1776,Melbourne,3052,Parkville
1777,Melbourne,3053,Carlton
1778,Melbourne,3054,Carlton North
1779,Melbourne,3141,South Yarra
1780,Melbourne,3207,Port Melbourne
1781,Melton,3023,Burnside
1782,Melton,3023,Burnside Heights
1783,Melton,3023,Caroline Springs
1784,Melton,3023,Ravenhall
1785,Melton,3024,Mount Cottrell
1786,Melton,3029,Truganina
1787,Melton,3037,Hillside
1788,Melton,3037,Taylors Hill
1789,Melton,3335,Bonnie Brook
1790,Melton,3335,Grangefields
1791,Melton,3335,Plumpton
1792,Melton,3335,Rockbank
1793,Melton,3335,Thornhill Park
1794,Melton,3336,Aintree
1795,Melton,3336,Deanside
1796,Melton,3336,Fraser Rise
1797,Melton,3337,Harkness
1798,Melton,3337,Kurunjang
1799,Melton,3337,Melton
1800,Melton,3337,Melton West
1801,Melton,3337,Toolern Vale
1802,Melton,3338,Brookfield
1803,Melton,3338,Cobblebank
1804,Melton,3338,Exford
1805,Melton,3338,Eynesbury
1806,Melton,3338,Melton South
1807,Melton,3338,Strathtulloh
1808,Melton,3338,Weir Views
1809,Melton,3340,Parwan
1810,Melton,3427,Diggers Rest
1811,Merri-bek,3043,Gowanbrae
1812,Merri-bek,3043,Tullamarine
1813,Merri-bek,3044,Pascoe Vale
1814,Merri-bek,3044,Pascoe Vale South
1815,Merri-bek,3046,Glenroy
1816,Merri-bek,3046,Hadfield
1817,Merri-bek,3046,Oak Park
1818,Merri-bek,3055,Brunswick West
1819,Merri-bek,3056,Brunswick
1820,Merri-bek,3056,Brunswick East
1821,Merri-bek,3057,Brunswick East
1822,Merri-bek,3058,Coburg
1823,Merri-bek,3058,Coburg North
1824,Merri-bek,3060,Fawkner
1825,Merri-bek,3068,Fitzroy North
1826,Mildura,3489,Tempy
1827,Mildura,3490,Boinka
1828,Mildura,3490,Kulwin
1829,Mildura,3490,Mittyack
1830,Mildura,3490,Murray-sunset
1831,Mildura,3490,Ouyen
1832,Mildura,3490,Torrita
1833,Mildura,3490,Tutye
1834,Mildura,3491,Patchewollock
1835,Mildura,3494,Carwarp
1836,Mildura,3494,Colignan
1837,Mildura,3494,Iraak
1838,Mildura,3494,Nangiloc
1839,Mildura,3496,Cardross
1840,Mildura,3496,Cullulleraine
1841,Mildura,3496,Lindsay Point
1842,Mildura,3496,Meringur
1843,Mildura,3496,Merrinee
1844,Mildura,3496,Neds Corner
1845,Mildura,3496,Red Cliffs
1846,Mildura,3496,Werrimull
1847,Mildura,3498,Irymple
1848,Mildura,3500,Mildura
1849,Mildura,3501,Hattah
1850,Mildura,3501,Koorlong
1851,Mildura,3501,Nichols Point
1852,Mildura,3505,Birdwoodton
1853,Mildura,3505,Cabarita
1854,Mildura,3505,Merbein
1855,Mildura,3505,Merbein South
1856,Mildura,3505,Merbein West
1857,Mildura,3505,Wargan
1858,Mildura,3505,Yelta
1859,Mildura,3506,Cowangie
1860,Mildura,3507,Walpeup
1861,Mildura,3509,Linga
1862,Mildura,3509,Underbool
1863,Mildura,3512,Carina
1864,Mildura,3512,Murrayville
1865,Mildura,3512,Panitya
1866,Mitchell,3435,Nulla Vale
1867,Mitchell,3444,Glenhope
1868,Mitchell,3444,Mia Mia
1869,Mitchell,3521,Pyalong
1870,Mitchell,3522,Glenhope East
1871,Mitchell,3522,Tooborac
1872,Mitchell,3523,Heathcote South
1873,Mitchell,3658,Broadford
1874,Mitchell,3658,Clonbinane
1875,Mitchell,3658,Reedy Creek
1876,Mitchell,3658,Sugarloaf Creek
1877,Mitchell,3658,Sunday Creek
1878,Mitchell,3658,Tyaak
1879,Mitchell,3658,Waterford Park
1880,Mitchell,3659,Tallarook
1881,Mitchell,3660,Highlands
1882,Mitchell,3660,Hilldene
1883,Mitchell,3660,Northwood
1884,Mitchell,3660,Seymour
1885,Mitchell,3660,Trawool
1886,Mitchell,3660,Whiteheads Creek
1887,Mitchell,3662,Puckapunyal
1888,Mitchell,3663,Mangalore
1889,Mitchell,3664,Avenel
1890,Mitchell,3666,Tarcombe
1891,Mitchell,3717,Flowerdale
1892,Mitchell,3753,Beveridge
1893,Mitchell,3756,Upper Plenty
1894,Mitchell,3756,Wallan
1895,Mitchell,3758,Heathcote Junction
1896,Mitchell,3758,Wandong
1897,Mitchell,3762,Bylands
1898,Mitchell,3764,Forbes
1899,Mitchell,3764,Glenaroua
1900,Mitchell,3764,High Camp
1901,Mitchell,3764,Kilmore
1902,Mitchell,3764,Kilmore East
1903,Mitchell,3764,Moranding
1904,Mitchell,3764,Willowmavin
1905,Moira,3634,Marungi
1906,Moira,3635,Kaarimba
1907,Moira,3635,Mundoona
1908,Moira,3635,Wunghnu
1909,Moira,3636,Drumanure
1910,Moira,3636,Invergordon
1911,Moira,3636,Naring
1912,Moira,3636,Numurkah
1913,Moira,3637,Waaia
1914,Moira,3637,Yalca
1915,Moira,3638,Kotupna
1916,Moira,3638,Nathalia
1917,Moira,3638,Yielima
1918,Moira,3639,Barmah
1919,Moira,3639,Lower Moira
1920,Moira,3639,Picola
1921,Moira,3639,Picola West
1922,Moira,3640,Katunga
1923,Moira,3641,Bearii
1924,Moira,3641,Mywee
1925,Moira,3641,Strathmerton
1926,Moira,3641,Ulupna
1927,Moira,3644,Cobram
1928,Moira,3644,Cobram East
1929,Moira,3644,Koonoomoo
1930,Moira,3644,Muckatah
1931,Moira,3644,Yarroweyah
1932,Moira,3646,Waggarandall
1933,Moira,3646,Yabba North
1934,Moira,3646,Yabba South
1935,Moira,3646,Youanmite
1936,Moira,3649,Katamatite
1937,Moira,3649,Katamatite East
1938,Moira,3675,Boweya North
1939,Moira,3678,Peechelba
1940,Moira,3727,Almonds
1941,Moira,3727,Lake Rowan
1942,Moira,3727,Pelluebla
1943,Moira,3727,St James
1944,Moira,3727,Yundool
1945,Moira,3728,Boomahnoomoonah
1946,Moira,3728,Tungamah
1947,Moira,3728,Wilby
1948,Moira,3728,Youarang
1949,Moira,3730,Bathumi
1950,Moira,3730,Boosey
1951,Moira,3730,Bundalong
1952,Moira,3730,Bundalong South
1953,Moira,3730,Burramine
1954,Moira,3730,Burramine South
1955,Moira,3730,Esmond
1956,Moira,3730,Telford
1957,Moira,3730,Yarrawonga
1958,Moira,3730,Yarrawonga South
1959,Monash,3125,Burwood
1960,Monash,3147,Ashwood
1961,Monash,3148,Chadstone
1962,Monash,3149,Mount Waverley
1963,Monash,3150,Glen Waverley
1964,Monash,3150,Wheelers Hill
1965,Monash,3166,Chadstone
1966,Monash,3166,Hughesdale
1967,Monash,3166,Huntingdale
1968,Monash,3166,Oakleigh
1969,Monash,3166,Oakleigh East
1970,Monash,3167,Oakleigh South
1971,Monash,3168,Clayton
1972,Monash,3168,Notting Hill
1973,Monash,3170,Mulgrave
1974,Moonee Valley,3031,Flemington
1975,Moonee Valley,3031,Kensington
1976,Moonee Valley,3032,Ascot Vale
1977,Moonee Valley,3032,Travancore
1978,Moonee Valley,3033,Keilor East
1979,Moonee Valley,3034,Avondale Heights
1980,Moonee Valley,3039,Moonee Ponds
1981,Moonee Valley,3040,Aberfeldie
1982,Moonee Valley,3040,Essendon
1983,Moonee Valley,3040,Essendon West
1984,Moonee Valley,3041,Essendon Fields
1985,Moonee Valley,3041,Essendon North
1986,Moonee Valley,3041,Strathmore
1987,Moonee Valley,3041,Strathmore Heights
1988,Moonee Valley,3042,Airport West
1989,Moonee Valley,3042,Keilor East
1990,Moonee Valley,3042,Niddrie
1991,Moorabool,3334,Bungal
1992,Moorabool,3334,Cargerie
1993,Moorabool,3334,Elaine
1994,Moorabool,3334,Morrisons
1995,Moorabool,3334,Mount Doran
1996,Moorabool,3340,Bacchus Marsh
1997,Moorabool,3340,Balliang
1998,Moorabool,3340,Balliang East
1999,Moorabool,3340,Coimadai
2000,Moorabool,3340,Darley
2001,Moorabool,3340,Glenmore
2002,Moorabool,3340,Hopetoun Park
2003,Moorabool,3340,Long Forest
2004,Moorabool,3340,Maddingley
2005,Moorabool,3340,Merrimu
2006,Moorabool,3340,Parwan
2007,Moorabool,3340,Rowsley
2008,Moorabool,3341,Dales Creek
2009,Moorabool,3341,Greendale
2010,Moorabool,3341,Korobeit
2011,Moorabool,3341,Myrniong
2012,Moorabool,3341,Pentland Hills
2013,Moorabool,3342,Ballan
2014,Moorabool,3342,Beremboke
2015,Moorabool,3342,Blakeville
2016,Moorabool,3342,Bunding
2017,Moorabool,3342,Colbrook
2018,Moorabool,3342,Fiskville
2019,Moorabool,3342,Ingliston
2020,Moorabool,3342,Mount Wallace
2021,Moorabool,3345,Gordon
2022,Moorabool,3352,Bolwarrah
2023,Moorabool,3352,Bullarook
2024,Moorabool,3352,Bungaree
2025,Moorabool,3352,Clarendon
2026,Moorabool,3352,Claretown
2027,Moorabool,3352,Clarkes Hill
2028,Moorabool,3352,Dunnstown
2029,Moorabool,3352,Durham Lead
2030,Moorabool,3352,Glen Park
2031,Moorabool,3352,Grenville
2032,Moorabool,3352,Lal Lal
2033,Moorabool,3352,Leigh Creek
2034,Moorabool,3352,Millbrook
2035,Moorabool,3352,Mollongghip
2036,Moorabool,3352,Mount Egerton
2037,Moorabool,3352,Navigators
2038,Moorabool,3352,Pootilla
2039,Moorabool,3352,Scotsburn
2040,Moorabool,3352,Springbank
2041,Moorabool,3352,Wallace
2042,Moorabool,3352,Warrenheip
2043,Moorabool,3352,Wattle Flat
2044,Moorabool,3352,Yendon
2045,Moorabool,3357,Buninyong
2046,Moorabool,3364,Barkstead
2047,Moorabool,3458,Barrys Reef
2048,Moorabool,3458,Blackwood
2049,Moorabool,3458,Lerderderg
2050,Moorabool,3461,Bullarto South
2051,Moorabool,3461,Korweinguboora
2052,Moorabool,3461,Spargo Creek
2053,Mornington Peninsula,3911,Baxter
2054,Mornington Peninsula,3912,Pearcedale
2055,Mornington Peninsula,3912,Somerville
2056,Mornington Peninsula,3913,Tyabb
2057,Mornington Peninsula,3915,Hastings
2058,Mornington Peninsula,3915,Tuerong
2059,Mornington Peninsula,3916,Merricks
2060,Mornington Peninsula,3916,Point Leo
2061,Mornington Peninsula,3916,Shoreham
2062,Mornington Peninsula,3918,Bittern
2063,Mornington Peninsula,3919,Crib Point
2064,Mornington Peninsula,3920,Hmas Cerberus
2065,Mornington Peninsula,3926,Balnarring
2066,Mornington Peninsula,3926,Balnarring Beach
2067,Mornington Peninsula,3926,Merricks Beach
2068,Mornington Peninsula,3926,Merricks North
2069,Mornington Peninsula,3927,Somers
2070,Mornington Peninsula,3928,Main Ridge
2071,Mornington Peninsula,3929,Flinders
2072,Mornington Peninsula,3930,Mount Eliza
2073,Mornington Peninsula,3931,Mornington
2074,Mornington Peninsula,3933,Moorooduc
2075,Mornington Peninsula,3934,Mount Martha
2076,Mornington Peninsula,3936,Arthurs Seat
2077,Mornington Peninsula,3936,Dromana
2078,Mornington Peninsula,3936,Safety Beach
2079,Mornington Peninsula,3937,Red Hill
2080,Mornington Peninsula,3937,Red Hill South
2081,Mornington Peninsula,3938,McCrae
2082,Mornington Peninsula,3939,Boneo
2083,Mornington Peninsula,3939,Cape Schanck
2084,Mornington Peninsula,3939,Fingal
2085,Mornington Peninsula,3939,Rosebud
2086,Mornington Peninsula,3940,Capel Sound
2087,Mornington Peninsula,3941,Rye
2088,Mornington Peninsula,3941,St Andrews Beach
2089,Mornington Peninsula,3941,Tootgarook
2090,Mornington Peninsula,3942,Blairgowrie
2091,Mornington Peninsula,3943,Sorrento
2092,Mornington Peninsula,3944,Portsea
2093,Mount Alexander,3364,Campbelltown
2094,Mount Alexander,3364,Joyces Creek
2095,Mount Alexander,3364,Strathlea
2096,Mount Alexander,3364,Werona
2097,Mount Alexander,3444,Barfold
2098,Mount Alexander,3444,Greenhill
2099,Mount Alexander,3444,Langley
2100,Mount Alexander,3444,Metcalfe East
2101,Mount Alexander,3444,Redesdale
2102,Mount Alexander,3446,Malmsbury
2103,Mount Alexander,3447,Taradale
2104,Mount Alexander,3448,Elphinstone
2105,Mount Alexander,3448,Metcalfe
2106,Mount Alexander,3448,Sutton Grange
2107,Mount Alexander,3450,Castlemaine
2108,Mount Alexander,3450,Moonlight Flat
2109,Mount Alexander,3451,Barkers Creek
2110,Mount Alexander,3451,Campbells Creek
2111,Mount Alexander,3451,Chewton
2112,Mount Alexander,3451,Chewton Bushlands
2113,Mount Alexander,3451,Faraday
2114,Mount Alexander,3451,Fryerstown
2115,Mount Alexander,3451,Glenluce
2116,Mount Alexander,3451,Golden Point
2117,Mount Alexander,3451,Guildford
2118,Mount Alexander,3451,Irishtown
2119,Mount Alexander,3451,McKenzie Hill
2120,Mount Alexander,3451,Muckleford
2121,Mount Alexander,3451,Tarilta
2122,Mount Alexander,3451,Vaughan
2123,Mount Alexander,3451,Yapeen
2124,Mount Alexander,3453,Harcourt
2125,Mount Alexander,3453,Harcourt North
2126,Mount Alexander,3453,Ravenswood South
2127,Mount Alexander,3461,Strangways
2128,Mount Alexander,3461,Yandoit Hills
2129,Mount Alexander,3462,Green Gully
2130,Mount Alexander,3462,Muckleford South
2131,Mount Alexander,3462,Newstead
2132,Mount Alexander,3462,Sandon
2133,Mount Alexander,3462,Welshmans Reef
2134,Mount Alexander,3463,Baringhup
2135,Mount Alexander,3463,Baringhup West
2136,Mount Alexander,3463,Bradford
2137,Mount Alexander,3463,Eddington
2138,Mount Alexander,3463,Gower
2139,Mount Alexander,3463,Maldon
2140,Mount Alexander,3463,Neereman
2141,Mount Alexander,3463,Nuggetty
2142,Mount Alexander,3463,Tarrengower
2143,Mount Alexander,3463,Walmer
2144,Mount Alexander,3464,Carisbrook
2145,Mount Alexander,3465,Moolort
2146,Mount Alexander,3551,Myrtle Creek
2147,Moyne,3264,Terang
2148,Moyne,3265,Cudgee
2149,Moyne,3265,Ecklin South
2150,Moyne,3265,Ellerslie
2151,Moyne,3265,Framlingham
2152,Moyne,3265,Framlingham East
2153,Moyne,3265,Garvoc
2154,Moyne,3265,Kolora
2155,Moyne,3265,Laang
2156,Moyne,3265,Panmure
2157,Moyne,3265,Taroon
2158,Moyne,3265,The Sisters
2159,Moyne,3268,Ayrford
2160,Moyne,3268,Curdievale
2161,Moyne,3268,Nirranda
2162,Moyne,3268,Nirranda East
2163,Moyne,3268,Nirranda South
2164,Moyne,3268,Nullawarre
2165,Moyne,3268,Nullawarre North
2166,Moyne,3268,The Cove
2167,Moyne,3270,Peterborough
2168,Moyne,3271,Darlington
2169,Moyne,3271,Dundonnell
2170,Moyne,3271,Pura Pura
2171,Moyne,3272,Mortlake
2172,Moyne,3272,Woorndoo
2173,Moyne,3273,Hexham
2174,Moyne,3274,Caramut
2175,Moyne,3275,Mailors Flat
2176,Moyne,3276,Minjah
2177,Moyne,3276,Woolsthorpe
2178,Moyne,3277,Allansford
2179,Moyne,3277,Mepunga
2180,Moyne,3277,Mepunga East
2181,Moyne,3277,Mepunga West
2182,Moyne,3277,Naringal
2183,Moyne,3277,Naringal East
2184,Moyne,3278,Purnim
2185,Moyne,3278,Purnim West
2186,Moyne,3279,Ballangeich
2187,Moyne,3279,Wangoom
2188,Moyne,3280,Dennington
2189,Moyne,3280,Warrnambool
2190,Moyne,3281,Bushfield
2191,Moyne,3281,Grassmere
2192,Moyne,3281,Winslow
2193,Moyne,3282,Illowa
2194,Moyne,3282,Koroit
2195,Moyne,3283,Crossley
2196,Moyne,3283,Killarney
2197,Moyne,3283,Kirkstall
2198,Moyne,3283,Southern Cross
2199,Moyne,3283,Tarrone
2200,Moyne,3283,Tower Hill
2201,Moyne,3283,Warrong
2202,Moyne,3283,Willatook
2203,Moyne,3283,Yangery
2204,Moyne,3283,Yarpturk
2205,Moyne,3284,Orford
2206,Moyne,3284,Port Fairy
2207,Moyne,3285,Codrington
2208,Moyne,3285,Rosebrook
2209,Moyne,3285,St Helens
2210,Moyne,3285,Toolong
2211,Moyne,3285,Tyrendarra East
2212,Moyne,3285,Yambuk
2213,Moyne,3286,Knebsworth
2214,Moyne,3286,Macarthur
2215,Moyne,3286,Warrabkook
2216,Moyne,3287,Hawkesdale
2217,Moyne,3287,Minhamite
2218,Moyne,3289,Gerrigerrup
2219,Moyne,3293,Nareeb
2220,Moyne,3301,Broadwater
2221,Moyne,3301,Byaduk
2222,Moyne,3303,Breakaway Creek
2223,Moyne,3303,Wallacedale
2224,Moyne,3304,Bessiebelle
2225,Moyne,3351,Nerrin Nerrin
2226,Moyne,3379,Chatsworth
2227,Murrindindi,3658,Strath Creek
2228,Murrindindi,3660,Caveat
2229,Murrindindi,3660,Highlands
2230,Murrindindi,3660,Kerrisdale
2231,Murrindindi,3711,Buxton
2232,Murrindindi,3712,Rubicon
2233,Murrindindi,3712,Thornton
2234,Murrindindi,3713,Eildon
2235,Murrindindi,3713,Taylor Bay
2236,Murrindindi,3714,Acheron
2237,Murrindindi,3714,Alexandra
2238,Murrindindi,3714,Cathkin
2239,Murrindindi,3714,Devils River
2240,Murrindindi,3714,Fawcett
2241,Murrindindi,3714,Koriella
2242,Murrindindi,3714,Maintongoon
2243,Murrindindi,3714,Taggerty
2244,Murrindindi,3714,Whanregarwen
2245,Murrindindi,3715,Merton
2246,Murrindindi,3717,Flowerdale
2247,Murrindindi,3717,Ghin Ghin
2248,Murrindindi,3717,Glenburn
2249,Murrindindi,3717,Homewood
2250,Murrindindi,3717,Killingworth
2251,Murrindindi,3717,Limestone
2252,Murrindindi,3717,Murrindindi
2253,Murrindindi,3717,Yea
2254,Murrindindi,3718,Molesworth
2255,Murrindindi,3719,Gobur
2256,Murrindindi,3719,Kanumbra
2257,Murrindindi,3719,Terip Terip
2258,Murrindindi,3719,Yarck
2259,Murrindindi,3757,Kinglake Central
2260,Murrindindi,3757,Kinglake West
2261,Murrindindi,3757,Pheasant Creek
2262,Murrindindi,3763,Kinglake
2263,Murrindindi,3777,Castella
2264,Murrindindi,3777,Toolangi
2265,Murrindindi,3778,Narbethong
2266,Murrindindi,3779,Marysville
2267,Nillumbik,3088,Greensborough
2268,Nillumbik,3089,Diamond Creek
2269,Nillumbik,3090,Plenty
2270,Nillumbik,3091,Yarrambat
2271,Nillumbik,3095,Eltham
2272,Nillumbik,3095,Eltham North
2273,Nillumbik,3095,Research
2274,Nillumbik,3096,Wattle Glen
2275,Nillumbik,3097,Bend Of Islands
2276,Nillumbik,3097,Kangaroo Ground
2277,Nillumbik,3097,Watsons Creek
2278,Nillumbik,3099,Arthurs Creek
2279,Nillumbik,3099,Cottles Bridge
2280,Nillumbik,3099,Hurstbridge
2281,Nillumbik,3099,Nutfield
2282,Nillumbik,3099,Strathewen
