Year,LGAID,OGID,DTID,Offence Count
2021,13,52,6,58
2021,13,52,8,16
2021,13,52,9,1
2021,13,52,10,4
2021,13,53,7,40
2021,13,55,7,34
2021,13,56,1,5
2021,13,56,2,1
2021,13,56,5,1
2021,13,56,9,1
2021,13,57,0,20
2021,13,57,1,406
2021,13,57,2,21
2021,13,57,3,47
2021,13,57,4,59
2021,13,57,5,19
2021,13,57,6,225
2021,13,57,8,83
2021,13,57,9,11
2021,13,57,10,200
2021,13,58,7,1
2021,14,52,1,4
2021,14,52,3,1
2021,14,52,6,3
2021,14,52,9,2
2021,14,53,7,3
2021,14,55,7,1
2021,14,56,1,1
2021,14,57,0,3
2021,14,57,1,28
2021,14,57,2,1
2021,14,57,3,4
2021,14,57,4,1
2021,14,57,5,2
2021,14,57,6,10
2021,14,57,9,3
2021,14,57,10,3
2021,15,52,1,1
2021,15,52,4,1
2021,15,52,5,1
2021,15,52,6,1
2021,15,52,8,2
2021,15,53,7,9
2021,15,55,7,3
2021,15,56,1,1
2021,15,56,5,1
2021,15,57,0,1
2021,15,57,1,39
2021,15,57,2,1
2021,15,57,3,3
2021,15,57,4,3
2021,15,57,5,1
2021,15,57,6,16
2021,15,57,8,3
2021,15,57,9,3
2021,15,57,10,7
2021,15,58,7,3
2021,16,51,8,2
2021,16,52,1,5
2021,16,52,6,6
2021,16,53,7,5
2021,16,56,1,1
2021,16,57,1,15
2021,16,57,6,3
2021,16,57,8,2
2021,16,57,10,7
2021,17,52,1,20
2021,17,52,2,5
2021,17,52,3,2
2021,17,52,4,17
2021,17,52,5,3
2021,17,52,6,47
2021,17,52,8,5
2021,17,52,9,1
2021,17,52,10,1
2021,17,53,7,31
2021,17,55,7,29
2021,17,56,0,1
2021,17,56,1,5
2021,17,56,4,1
2021,17,56,6,4
2021,17,56,8,3
2021,17,57,0,18
2021,17,57,1,275
2021,17,57,2,14
2021,17,57,3,17
2021,17,57,4,47
2021,17,57,5,18
2021,17,57,6,196
2021,17,57,8,43
2021,17,57,9,13
2021,17,57,10,146
2021,18,51,8,2
2021,18,52,0,2
2021,18,52,1,7
2021,18,52,2,2
2021,18,52,3,5
2021,18,52,5,2
2021,18,52,6,14
2021,18,52,8,3
2021,18,53,7,25
2021,18,55,7,7
2021,18,56,0,1
2021,18,56,1,1
2021,18,56,6,1
2021,18,56,8,1
2021,18,57,0,10
2021,18,57,1,130
2021,18,57,3,7
2021,18,57,4,2
2021,18,57,5,2
2021,18,57,6,53
2021,18,57,8,16
2021,18,57,9,5
2021,18,57,10,22
2021,19,51,8,1
2021,19,52,0,3
2021,19,52,1,20
2021,19,52,2,13
2021,19,52,3,8
2021,19,52,4,29
2021,19,52,5,4
2021,19,52,6,58
2021,19,52,8,8
2021,19,52,9,6
2021,19,52,10,4
2021,19,53,7,40
2021,19,55,7,42
2021,19,56,0,1
2021,19,56,1,7
2021,19,56,6,1
2021,19,56,10,4
2021,19,57,0,16
2021,19,57,1,269
2021,19,57,2,27
2021,19,57,3,42
2021,19,57,4,50
2021,19,57,5,6
2021,19,57,6,255
2021,19,57,8,54
2021,19,57,9,38
2021,19,57,10,197
2021,19,58,7,1
2021,20,52,6,3
2021,20,53,7,5
2021,20,57,1,18
2021,20,57,4,2
2021,20,57,5,1
2021,20,57,6,7
2021,20,57,8,2
2021,20,57,10,3
2021,21,52,0,1
2021,21,52,1,15
2021,21,52,2,11
2021,21,52,3,12
2021,21,52,4,6
2021,21,52,5,2
2021,21,52,6,15
2021,21,52,8,17
2021,21,52,9,9
2021,21,52,10,3
2021,21,53,7,10
2021,21,55,7,52
2021,21,56,0,1
2021,21,56,5,1
2021,21,57,0,3
2021,21,57,1,88
2021,21,57,2,5
2021,21,57,3,9
2021,21,57,4,13
2021,21,57,5,6
2021,21,57,6,47
2021,21,57,8,11
2021,21,57,9,9
2021,21,57,10,74
2021,21,58,7,2
2021,22,52,1,2
2021,22,52,2,1
2021,22,52,5,1
2021,22,52,6,7
2021,22,52,8,1
2021,22,53,7,10
2021,22,56,1,2
2021,22,56,8,1
2021,22,57,0,1
2021,22,57,1,45
2021,22,57,3,6
2021,22,57,6,15
2021,22,57,8,1
2021,22,57,9,1
2021,22,57,10,13
2021,23,53,7,7
2021,23,56,1,2
2021,23,57,1,2
2021,23,57,4,1
2021,23,57,6,4
2021,23,57,10,3
2021,24,51,8,2
2021,24,52,0,2
2021,24,52,1,9
2021,24,52,2,4
2021,24,52,3,2
2021,24,52,4,6
2021,24,52,5,1
2021,24,52,6,22
2021,24,52,8,11
2021,24,52,9,3
2021,24,52,10,2
2021,24,53,7,16
2021,24,55,7,16
2021,24,56,1,1
2021,24,56,4,1
2021,24,56,6,3
2021,24,57,0,5
2021,24,57,1,136
2021,24,57,2,9
2021,24,57,3,14
2021,24,57,4,16
2021,24,57,5,4
2021,24,57,6,103
2021,24,57,8,27
2021,24,57,9,11
2021,24,57,10,49
2021,24,58,7,1
2021,25,51,8,2
2021,25,52,0,2
2021,25,52,1,25
2021,25,52,2,8
2021,25,52,4,12
2021,25,52,5,19
2021,25,52,6,38
2021,25,52,8,8
2021,25,52,9,2
2021,25,52,10,2
2021,25,53,7,32
2021,25,55,7,20
2021,25,56,1,4
2021,25,56,4,1
2021,25,56,5,2
2021,25,56,6,4
2021,25,56,10,1
2021,25,57,0,12
2021,25,57,1,307
2021,25,57,2,16
2021,25,57,3,19
2021,25,57,4,31
2021,25,57,5,66
2021,25,57,6,216
2021,25,57,8,39
2021,25,57,9,13
2021,25,57,10,171
2021,26,51,8,2
2021,26,52,0,1
2021,26,52,1,25
2021,26,52,2,11
2021,26,52,3,2
2021,26,52,4,19
2021,26,52,5,2
2021,26,52,6,47
2021,26,52,8,9
2021,26,52,9,1
2021,26,52,10,1
2021,26,53,7,54
2021,26,55,7,17
2021,26,56,1,3
2021,26,56,6,1
2021,26,56,10,1
2021,26,57,0,20
2021,26,57,1,309
2021,26,57,2,13
2021,26,57,3,9
2021,26,57,4,43
2021,26,57,5,10
2021,26,57,6,184
2021,26,57,8,48
2021,26,57,9,7
2021,26,57,10,177
2021,26,58,7,1
2021,27,51,8,1
2021,27,52,0,2
2021,27,52,1,3
2021,27,52,2,2
2021,27,52,4,3
2021,27,52,6,30
2021,27,52,8,2
2021,27,52,9,2
2021,27,53,7,17
2021,27,55,7,4
2021,27,56,0,2
2021,27,56,1,6
2021,27,56,4,1
2021,27,56,6,3
2021,27,57,0,7
2021,27,57,1,161
2021,27,57,2,4
2021,27,57,3,6
2021,27,57,4,11
2021,27,57,6,83
2021,27,57,8,14
2021,27,57,9,6
2021,27,57,10,56
2021,27,58,7,1
2021,28,52,1,1
2021,28,52,5,1
2021,28,52,6,1
2021,28,53,7,2
2021,28,57,1,5
2021,28,57,5,1
2021,28,57,6,1
2021,28,57,10,2
2021,29,52,1,2
2021,29,53,7,1
2021,29,56,0,1
2021,29,56,1,1
2021,29,57,1,8
2021,29,57,5,1
2021,29,57,6,6
2021,29,57,10,5
2021,30,52,0,2
2021,30,52,1,4
2021,30,52,2,3
2021,30,52,3,2
2021,30,52,4,4
2021,30,52,5,1
2021,30,52,6,20
2021,30,52,8,2
2021,30,53,7,12
2021,30,55,7,9
2021,30,56,5,1
2021,30,56,6,1
2021,30,57,0,5
2021,30,57,1,73
2021,30,57,2,5
2021,30,57,3,3
2021,30,57,4,10
2021,30,57,5,5
2021,30,57,6,41
2021,30,57,8,12
2021,30,57,9,4
2021,30,57,10,36
2021,31,51,8,5
2021,31,52,0,1
2021,31,52,1,1
2021,31,52,2,2
2021,31,52,3,1
2021,31,52,6,2
2021,31,53,7,4
2021,31,56,0,1
2021,31,56,1,5
2021,31,56,6,1
2021,31,57,0,3
2021,31,57,1,42
2021,31,57,3,2
2021,31,57,4,2
2021,31,57,5,1
2021,31,57,6,23
2021,31,57,8,1
2021,31,57,10,12
2021,31,58,7,1
2021,32,51,8,2
2021,32,52,0,1
2021,32,52,1,21
2021,32,52,2,11
2021,32,52,3,1
2021,32,52,4,13
2021,32,52,5,2
2021,32,52,6,47
2021,32,52,8,45
2021,32,52,9,2
2021,32,52,10,3
2021,32,53,7,43
2021,32,55,7,32
2021,32,56,0,3
2021,32,56,1,2
2021,32,56,4,1
2021,32,57,0,9
2021,32,57,1,311
2021,32,57,2,24
2021,32,57,3,10
2021,32,57,4,46
2021,32,57,5,11
2021,32,57,6,205
2021,32,57,8,39
2021,32,57,9,11
2021,32,57,10,173
2021,33,53,7,4
2021,33,56,1,1
2021,33,57,0,2
2021,33,57,1,10
2021,33,57,4,1
2021,33,57,5,2
2021,33,57,6,5
2021,33,57,8,1
2021,33,57,9,1
2021,33,57,10,1
2021,33,58,7,1
2021,35,52,0,5
2021,35,52,1,12
2021,35,52,2,4
2021,35,52,3,5
2021,35,52,4,8
2021,35,52,6,19
2021,35,52,8,3
2021,35,52,9,5
2021,35,52,10,2
2021,35,53,7,23
2021,35,55,7,20
2021,35,56,4,1
2021,35,56,6,1
2021,35,56,10,1
2021,35,57,0,2
2021,35,57,1,100
2021,35,57,2,14
2021,35,57,3,17
2021,35,57,4,16
2021,35,57,5,9
2021,35,57,6,94
2021,35,57,8,38
2021,35,57,9,14
2021,35,57,10,84
2021,35,58,7,2
2021,36,52,0,1
2021,36,52,1,33
2021,36,52,2,8
2021,36,52,3,1
2021,36,52,4,19
2021,36,52,5,1
2021,36,52,6,59
2021,36,52,8,3
2021,36,52,9,6
2021,36,52,10,7
2021,36,53,7,21
2021,36,55,7,49
2021,36,56,1,3
2021,36,56,6,2
2021,36,56,8,1
2021,36,57,0,19
2021,36,57,1,313
2021,36,57,2,25
2021,36,57,3,27
2021,36,57,4,27
2021,36,57,5,11
2021,36,57,6,263
2021,36,57,8,65
2021,36,57,9,28
2021,36,57,10,199
2021,37,52,1,24
2021,37,52,2,2
2021,37,52,3,2
2021,37,52,4,11
2021,37,52,5,2
2021,37,52,6,36
2021,37,52,9,1
2021,37,52,10,1
2021,37,53,7,23
2021,37,55,7,19
2021,37,56,0,6
2021,37,56,1,13
2021,37,56,3,1
2021,37,56,4,5
2021,37,56,5,1
2021,37,56,6,13
2021,37,56,8,1
2021,37,56,10,3
2021,37,57,0,14
2021,37,57,1,313
2021,37,57,2,13
2021,37,57,3,10
2021,37,57,4,45
2021,37,57,5,6
2021,37,57,6,145
2021,37,57,8,64
2021,37,57,9,8
2021,37,57,10,80
2021,37,58,7,2
2021,38,52,1,5
2021,38,52,5,1
2021,38,52,6,3
2021,38,53,7,5
2021,38,56,6,1
2021,38,57,1,7
2021,38,57,6,4
2021,38,57,8,1
2021,38,57,10,2
2021,39,51,8,4
2021,39,52,0,3
2021,39,52,1,9
2021,39,52,2,2
2021,39,52,3,1
2021,39,52,4,3
2021,39,52,6,6
2021,39,52,8,6
2021,39,52,10,2
2021,39,53,7,6
2021,39,55,7,2
2021,39,56,1,6
2021,39,57,0,3
2021,39,57,1,56
2021,39,57,2,1
2021,39,57,3,2
2021,39,57,4,9
2021,39,57,5,2
2021,39,57,6,36
2021,39,57,8,11
2021,39,57,9,3
2021,39,57,10,12
2021,40,52,0,2
2021,40,52,1,9
2021,40,52,2,9
2021,40,52,3,1
2021,40,52,4,3
2021,40,52,5,1
2021,40,52,6,6
2021,40,52,8,12
2021,40,52,9,1
2021,40,52,10,2
2021,40,53,7,19
2021,40,55,7,7
2021,40,57,0,5
2021,40,57,1,60
2021,40,57,2,4
2021,40,57,3,5
2021,40,57,4,16
2021,40,57,5,6
2021,40,57,6,38
2021,40,57,8,22
2021,40,57,9,4
2021,40,57,10,50
2021,41,52,1,2
2021,41,52,2,1
2021,41,52,8,1
2021,41,53,7,4
2021,41,56,1,1
2021,41,56,2,1
2021,41,57,1,15
2021,41,57,2,2
2021,41,57,6,4
2021,41,57,8,3
2021,41,57,10,1
2021,42,51,8,9
2021,42,52,1,8
2021,42,52,2,8
2021,42,52,3,1
2021,42,52,4,4
2021,42,52,5,12
2021,42,52,6,25
2021,42,52,8,6
2021,42,52,9,2
2021,42,52,10,1
2021,42,53,7,11
2021,42,55,7,5
2021,42,57,0,4
2021,42,57,1,128
2021,42,57,2,12
2021,42,57,3,4
2021,42,57,4,15
2021,42,57,5,23
2021,42,57,6,79
2021,42,57,8,26
2021,42,57,9,1
2021,42,57,10,58
2021,42,58,7,1
2021,43,52,0,1
2021,43,52,1,15
2021,43,52,2,7
2021,43,52,3,4
2021,43,52,4,3
2021,43,52,5,2
2021,43,52,6,22
2021,43,52,8,1
2021,43,52,9,5
2021,43,52,10,8
2021,43,53,7,13
2021,43,55,7,16
2021,43,56,0,1
2021,43,56,1,3
2021,43,57,0,8
2021,43,57,1,144
2021,43,57,2,19
2021,43,57,3,10
2021,43,57,4,22
2021,43,57,5,6
2021,43,57,6,105
2021,43,57,8,29
2021,43,57,9,9
2021,43,57,10,116
2021,43,58,7,5
2021,44,51,8,3
2021,44,52,0,9
2021,44,52,1,26
2021,44,52,2,79
2021,44,52,3,22
2021,44,52,4,35
2021,44,52,5,19
2021,44,52,6,120
2021,44,52,8,67
2021,44,52,9,27
2021,44,52,10,8
2021,44,53,7,2
2021,44,55,7,48
2021,44,56,0,1
2021,44,56,4,2
2021,44,56,5,1
2021,44,56,6,4
2021,44,56,8,4
2021,44,56,9,1
2021,44,57,0,36
2021,44,57,1,567
2021,44,57,2,139
2021,44,57,3,120
2021,44,57,4,134
2021,44,57,5,62
2021,44,57,6,481
2021,44,57,8,180
2021,44,57,9,66
2021,44,57,10,489
2021,44,58,7,6
2021,45,51,8,1
2021,45,52,0,1
2021,45,52,1,29
2021,45,52,2,14
2021,45,52,3,4
2021,45,52,4,4
2021,45,52,6,19
2021,45,52,8,6
2021,45,53,7,54
2021,45,55,7,10
2021,45,56,0,1
2021,45,56,1,1
2021,45,56,8,1
2021,45,57,0,9
2021,45,57,1,160
2021,45,57,2,19
2021,45,57,3,3
2021,45,57,4,19
2021,45,57,5,7
2021,45,57,6,80
2021,45,57,8,19
2021,45,57,9,7
2021,45,57,10,58
2021,46,52,0,2
2021,46,52,1,12
2021,46,52,2,10
2021,46,52,3,5
2021,46,52,4,5
2021,46,52,5,2
2021,46,52,6,19
2021,46,52,8,14
2021,46,52,9,6
2021,46,52,10,6
2021,46,53,7,13
2021,46,55,7,27
2021,46,56,1,1
2021,46,56,2,1
2021,46,57,0,3
2021,46,57,1,158
2021,46,57,2,15
2021,46,57,3,4
2021,46,57,4,28
2021,46,57,5,10
2021,46,57,6,101
2021,46,57,8,33
2021,46,57,9,23
2021,46,57,10,73
2021,46,58,7,1
2021,47,51,8,3
2021,47,52,0,1
2021,47,52,1,15
2021,47,52,2,1
2021,47,52,3,2
2021,47,52,4,1
2021,47,52,6,21
2021,47,52,8,3
2021,47,52,10,2
2021,47,53,7,23
2021,47,55,7,2
2021,47,56,0,1
2021,47,56,1,3
2021,47,56,3,1
2021,47,56,5,1
2021,47,57,0,1
2021,47,57,1,128
2021,47,57,2,6
2021,47,57,3,11
2021,47,57,4,1
2021,47,57,5,4
2021,47,57,6,66
2021,47,57,8,27
2021,47,57,9,6
2021,47,57,10,69
2021,48,52,1,3
2021,48,52,2,4
2021,48,52,3,3
2021,48,52,4,6
2021,48,52,5,2
2021,48,52,6,12
2021,48,52,8,4
2021,48,52,9,1
2021,48,53,7,10
2021,48,55,7,7
2021,48,56,1,3
2021,48,56,5,1
2021,48,57,0,3
2021,48,57,1,56
2021,48,57,2,1
2021,48,57,3,1
2021,48,57,4,11
2021,48,57,6,39
2021,48,57,8,7
2021,48,57,9,1
2021,48,57,10,15
2021,49,52,0,1
2021,49,52,1,6
2021,49,52,2,7
2021,49,52,3,1
2021,49,52,4,1
2021,49,52,6,8
2021,49,52,10,1
2021,49,53,7,10
2021,49,55,7,3
2021,49,56,0,1
2021,49,56,1,5
2021,49,56,4,1
2021,49,56,6,3
2021,49,57,0,4
2021,49,57,1,56
2021,49,57,2,7
2021,49,57,3,2
2021,49,57,4,7
2021,49,57,5,3
2021,49,57,6,41
2021,49,57,8,5
2021,49,57,9,2
2021,49,57,10,17
2021,49,58,7,1
2021,50,52,0,4
2021,50,52,1,6
2021,50,52,2,4
2021,50,52,3,3
2021,50,52,4,12
2021,50,52,5,11
2021,50,52,6,38
2021,50,52,8,6
2021,50,52,9,3
2021,50,52,10,3
2021,50,53,7,31
2021,50,55,7,22
2021,50,56,1,1
2021,50,56,4,1
2021,50,56,9,1
2021,50,57,0,5
2021,50,57,1,155
2021,50,57,2,14
2021,50,57,3,16
2021,50,57,4,26
2021,50,57,5,27
2021,50,57,6,147
2021,50,57,8,45
2021,50,57,9,11
2021,50,57,10,129
2021,50,58,7,3
2021,51,52,1,8
2021,51,52,2,6
2021,51,52,3,4
2021,51,52,4,9
2021,51,52,5,2
2021,51,52,6,22
2021,51,52,10,3
2021,51,53,7,7
2021,51,55,7,15
2021,51,57,0,10
2021,51,57,1,115
2021,51,57,2,15
2021,51,57,3,12
2021,51,57,4,27
2021,51,57,5,6
2021,51,57,6,62
2021,51,57,8,23
2021,51,57,9,16
2021,51,57,10,68
2021,52,51,8,1
2021,52,52,0,1
2021,52,52,1,2
2021,52,52,3,1
2021,52,52,4,1
2021,52,52,6,10
2021,52,52,8,1
2021,52,53,7,8
2021,52,55,7,1
2021,52,56,1,1
2021,52,57,0,2
2021,52,57,1,36
2021,52,57,3,3
2021,52,57,4,10
2021,52,57,6,29
2021,52,57,8,4
2021,52,57,9,1
2021,52,57,10,6
2021,53,52,0,3
2021,53,52,1,21
2021,53,52,2,6
2021,53,52,3,6
2021,53,52,4,6
2021,53,52,6,20
2021,53,52,8,7
2021,53,52,9,3
2021,53,52,10,1
2021,53,53,7,39
2021,53,55,7,32
2021,53,56,0,1
2021,53,56,1,2
2021,53,56,4,1
2021,53,56,6,2
2021,53,57,0,10
2021,53,57,1,200
2021,53,57,2,36
2021,53,57,3,20
2021,53,57,4,37
2021,53,57,5,1
2021,53,57,6,112
2021,53,57,8,31
2021,53,57,9,22
2021,53,57,10,106
2021,53,58,7,1
2021,54,51,8,2
2021,54,52,1,4
2021,54,52,2,1
2021,54,52,4,1
2021,54,52,6,1
2021,54,53,7,4
2021,54,56,6,1
2021,54,57,0,1
2021,54,57,1,12
2021,54,57,2,1
2021,54,57,3,1
2021,54,57,4,1
2021,54,57,5,2
2021,54,57,6,5
2021,54,57,8,2
2021,54,57,10,5
2021,55,52,1,6
2021,55,52,2,2
2021,55,52,3,2
2021,55,53,7,1
2021,55,57,1,4
2021,55,57,2,1
2021,55,57,3,1
2021,55,57,4,1
2021,55,57,6,4
2021,55,57,8,2
2021,55,57,10,4
2021,56,51,8,1
2021,56,53,7,8
2021,56,57,1,16
2021,56,57,5,1
2021,56,57,6,5
2021,56,57,9,2
2021,56,57,10,1
2021,57,52,1,2
2021,57,52,6,3
2021,57,53,7,2
2021,57,55,7,1
2021,57,56,1,1
2021,57,57,1,50
2021,57,57,2,1
2021,57,57,3,3
2021,57,57,4,4
2021,57,57,5,1
2021,57,57,6,18
2021,57,57,8,9
2021,57,57,9,3
2021,57,57,10,10
2021,58,52,1,1
2021,58,52,3,1
2021,58,52,6,4
2021,58,53,7,4
2021,58,55,7,2
2021,58,56,1,4
2021,58,56,6,1
2021,58,57,0,2
2021,58,57,1,66
2021,58,57,2,4
2021,58,57,3,4
2021,58,57,5,2
2021,58,57,6,22
2021,58,57,8,4
2021,58,57,9,6
2021,58,57,10,10
2021,59,51,8,1
2021,59,52,0,4
2021,59,52,1,14
2021,59,52,2,22
2021,59,52,3,3
2021,59,52,4,9
2021,59,52,5,6
2021,59,52,6,45
2021,59,52,8,18
2021,59,52,9,2
2021,59,52,10,1
2021,59,53,7,5
2021,59,55,7,24
2021,59,56,0,1
2021,59,56,1,1
2021,59,56,5,2
2021,59,56,6,3
2021,59,57,0,13
2021,59,57,1,159
2021,59,57,2,29
2021,59,57,3,27
2021,59,57,4,29
2021,59,57,5,23
2021,59,57,6,179
2021,59,57,8,44
2021,59,57,9,23
2021,59,57,10,125
2021,59,58,7,3
2021,60,52,1,1
2021,60,53,7,6
2021,60,57,1,7
2021,60,57,6,1
2021,60,57,10,2
2021,62,52,1,3
2021,62,52,4,1
2021,62,52,6,3
2021,62,53,7,5
2021,62,56,1,1
2021,62,56,5,1
2021,62,57,0,1
2021,62,57,1,25
2021,62,57,2,1
2021,62,57,3,2
2021,62,57,4,3
2021,62,57,5,1
2021,62,57,6,5
2021,62,57,8,1
2021,62,57,10,3
2021,63,52,1,6
2021,63,52,6,4
2021,63,53,7,4
2021,63,56,1,2
2021,63,56,8,1
2021,63,57,0,2
2021,63,57,1,32
2021,63,57,5,3
2021,63,57,6,10
2021,63,57,8,6
2021,63,57,9,1
2021,63,57,10,5
2021,64,51,9,1
2021,64,52,0,2
2021,64,52,1,7
2021,64,52,2,14
2021,64,52,3,5
2021,64,52,4,6
2021,64,52,5,5
2021,64,52,6,38
2021,64,52,8,1
2021,64,52,9,4
2021,64,53,7,4
2021,64,55,7,35
2021,64,56,4,1
2021,64,56,5,1
2021,64,57,0,13
2021,64,57,1,130
2021,64,57,2,34
2021,64,57,3,17
2021,64,57,4,26
2021,64,57,5,16
2021,64,57,6,129
2021,64,57,8,41
2021,64,57,9,8
2021,64,57,10,122
2021,64,58,7,1
2021,65,52,1,1
2021,65,53,7,4
2021,65,56,1,1
2021,65,57,0,1
2021,65,57,1,11
2021,65,57,2,1
2021,65,57,3,1
2021,65,57,6,2
2021,65,57,8,1
2021,65,57,10,1
2021,65,58,7,3
2021,66,52,0,1
2021,66,52,1,1
2021,66,52,6,1
2021,66,52,8,1
2021,66,53,7,2
2021,66,56,1,1
2021,66,57,0,1
2021,66,57,1,22
2021,66,57,2,1
2021,66,57,3,1
2021,66,57,6,7
2021,66,57,8,6
2021,66,57,9,2
2021,66,57,10,4
2021,67,52,1,1
2021,67,52,6,3
2021,67,52,9,1
2021,67,53,7,3
2021,67,55,7,2
2021,67,57,0,4
2021,67,57,1,67
2021,67,57,2,7
2021,67,57,3,3
2021,67,57,4,4
2021,67,57,5,1
2021,67,57,6,35
2021,67,57,8,4
2021,67,57,9,4
2021,67,57,10,6
2021,68,53,7,2
2021,68,57,1,4
2021,70,52,0,4
2021,70,52,1,5
2021,70,52,2,5
2021,70,52,3,2
2021,70,52,4,1
2021,70,52,5,1
2021,70,52,6,18
2021,70,52,8,6
2021,70,52,9,1
2021,70,52,10,1
2021,70,53,7,10
2021,70,55,7,1
2021,70,56,0,1
2021,70,56,1,3
2021,70,56,2,1
2021,70,57,0,7
2021,70,57,1,74
2021,70,57,2,8
2021,70,57,3,8
2021,70,57,4,4
2021,70,57,6,32
2021,70,57,8,4
2021,70,57,9,6
2021,70,57,10,31
2021,71,52,1,9
2021,71,52,3,2
2021,71,52,4,1
2021,71,52,6,9
2021,71,52,8,1
2021,71,53,7,8
2021,71,56,0,2
2021,71,56,1,1
2021,71,57,0,1
2021,71,57,1,72
2021,71,57,2,9
2021,71,57,3,4
2021,71,57,4,2
2021,71,57,5,1
2021,71,57,6,18
2021,71,57,8,7
2021,71,57,9,1
2021,71,57,10,45
2021,72,51,8,1
2021,72,52,0,5
2021,72,52,1,23
2021,72,52,2,3
2021,72,52,3,1
2021,72,52,4,8
2021,72,52,5,4
2021,72,52,6,19
2021,72,52,8,5
2021,72,53,7,14
2021,72,55,7,1
2021,72,56,1,1
2021,72,56,3,1
2021,72,56,6,2
2021,72,57,0,4
2021,72,57,1,58
2021,72,57,3,3
2021,72,57,4,5
2021,72,57,5,2
2021,72,57,6,29
2021,72,57,8,8
2021,72,57,9,9
2021,72,57,10,28
2021,73,53,7,1
2021,73,57,1,4
2021,73,57,6,2
2021,74,52,0,1
2021,74,52,1,5
2021,74,52,2,2
2021,74,52,3,2
2021,74,52,4,9
2021,74,52,5,4
2021,74,52,6,23
2021,74,52,8,3
2021,74,52,9,1
2021,74,53,7,34
2021,74,55,7,14
2021,74,56,4,1
2021,74,57,0,4
2021,74,57,1,106
2021,74,57,2,7
2021,74,57,3,19
2021,74,57,4,16
2021,74,57,5,10
2021,74,57,6,66
2021,74,57,8,23
2021,74,57,9,11
2021,74,57,10,62
2021,75,52,0,7
2021,75,52,1,32
2021,75,52,2,15
2021,75,52,3,2
2021,75,52,4,10
2021,75,52,5,3
2021,75,52,6,57
2021,75,52,8,7
2021,75,52,9,1
2021,75,52,10,2
2021,75,53,7,62
2021,75,55,7,35
2021,75,56,0,3
2021,75,56,1,2
2021,75,56,6,2
2021,75,57,0,7
2021,75,57,1,280
2021,75,57,2,30
2021,75,57,3,26
2021,75,57,4,35
2021,75,57,5,13
2021,75,57,6,167
2021,75,57,8,34
2021,75,57,9,20
2021,75,57,10,130
2021,75,58,7,1
2021,76,52,0,1
2021,76,52,1,12
2021,76,52,2,2
2021,76,52,3,1
2021,76,52,4,3
2021,76,52,5,3
2021,76,52,6,20
2021,76,52,8,1
2021,76,52,10,1
2021,76,53,7,4
2021,76,55,7,3
2021,76,56,0,2
2021,76,56,1,4
2021,76,56,8,1
2021,76,57,0,4
2021,76,57,1,74
2021,76,57,2,3
2021,76,57,3,6
2021,76,57,4,7
2021,76,57,5,2
2021,76,57,6,56
2021,76,57,8,23
2021,76,57,9,9
2021,76,57,10,29
2021,76,58,7,1
2021,77,51,8,7
2021,77,52,0,2
2021,77,52,1,13
2021,77,52,2,9
2021,77,52,3,1
2021,77,52,4,8
2021,77,52,5,1
2021,77,52,6,56
2021,77,52,8,2
2021,77,52,9,1
2021,77,53,7,53
2021,77,54,7,1
2021,77,55,7,21
2021,77,56,0,1
2021,77,56,1,1
2021,77,56,6,2
2021,77,57,0,13
2021,77,57,1,213
2021,77,57,2,5
2021,77,57,3,17
2021,77,57,4,24
2021,77,57,5,9
2021,77,57,6,104
2021,77,57,8,34
2021,77,57,9,10
2021,77,57,10,74
2021,77,58,7,4
2021,78,51,8,2
2021,78,52,0,4
2021,78,52,1,7
2021,78,52,2,7
2021,78,52,3,1
2021,78,52,4,5
2021,78,52,5,68
2021,78,52,6,39
2021,78,52,8,3
2021,78,52,9,3
2021,78,52,10,3
2021,78,53,7,10
2021,78,55,7,7
2021,78,56,2,1
2021,78,56,5,2
2021,78,56,6,2
2021,78,57,0,18
2021,78,57,1,159
2021,78,57,2,21
2021,78,57,3,12
2021,78,57,4,16
2021,78,57,5,168
2021,78,57,6,126
2021,78,57,8,42
2021,78,57,9,12
2021,78,57,10,143
2021,78,58,7,1
2021,79,51,8,1
2021,79,52,0,3
2021,79,52,1,13
2021,79,52,2,5
2021,79,52,3,3
2021,79,52,4,1
2021,79,52,5,2
2021,79,52,6,13
2021,79,52,9,1
2021,79,53,7,23
2021,79,55,7,22
2021,79,56,0,1
2021,79,56,1,3
2021,79,56,6,1
2021,79,57,0,5
2021,79,57,1,135
2021,79,57,2,11
2021,79,57,3,8
2021,79,57,4,20
2021,79,57,5,6
2021,79,57,6,75
2021,79,57,8,37
2021,79,57,9,12
2021,79,57,10,83
2021,79,58,7,1
2021,80,52,1,1
2021,80,52,6,2
2021,80,56,6,1
2021,80,57,1,8
2021,80,57,6,1
2021,80,57,8,1
2021,80,57,10,2
2020,0,52,1,1
2020,0,52,6,2
2020,0,53,7,3
2020,0,57,1,23
2020,0,57,3,1
2020,0,57,6,3
2020,1,52,1,3
2020,1,52,3,5
2020,1,52,5,1
2020,1,52,6,10
2020,1,52,8,1
2020,1,52,9,5
2020,1,53,7,3
2020,1,56,0,1
2020,1,56,1,4
2020,1,56,6,3
2020,1,57,1,52
2020,1,57,2,3
2020,1,57,3,4
2020,1,57,6,27
2020,1,57,8,9
2020,1,57,9,5
2020,1,57,10,15
2020,2,51,8,3
2020,2,52,0,5
2020,2,52,1,21
2020,2,52,2,3
2020,2,52,3,7
