Year,LGAID,OGID,DTID,Offence Count
2023,0,52,1,1
2023,0,53,7,1
2023,0,57,0,1
2023,0,57,1,8
2023,0,57,4,1
2023,0,57,6,2
2023,0,57,8,1
2023,1,52,0,1
2023,1,52,1,3
2023,1,52,2,2
2023,1,52,3,1
2023,1,52,6,3
2023,1,52,10,1
2023,1,55,7,3
2023,1,57,0,1
2023,1,57,1,33
2023,1,57,2,2
2023,1,57,3,5
2023,1,57,4,1
2023,1,57,6,14
2023,1,57,8,4
2023,1,57,9,4
2023,1,57,10,15
2023,2,51,8,2
2023,2,52,0,2
2023,2,52,1,12
2023,2,52,2,2
2023,2,52,3,2
2023,2,52,4,4
2023,2,52,6,11
2023,2,53,7,16
2023,2,55,7,5
2023,2,56,0,1
2023,2,56,1,1
2023,2,57,0,12
2023,2,57,1,134
2023,2,57,2,14
2023,2,57,3,12
2023,2,57,4,18
2023,2,57,5,5
2023,2,57,6,84
2023,2,57,8,19
2023,2,57,9,12
2023,2,57,10,31
2023,3,52,0,1
2023,3,52,1,14
2023,3,52,2,3
2023,3,52,3,1
2023,3,52,4,9
2023,3,52,5,19
2023,3,52,6,19
2023,3,52,8,7
2023,3,52,10,1
2023,3,53,7,14
2023,3,55,7,31
2023,3,56,1,1
2023,3,56,5,1
2023,3,56,6,2
2023,3,56,8,2
2023,3,57,0,4
2023,3,57,1,123
2023,3,57,2,12
2023,3,57,3,7
2023,3,57,4,30
2023,3,57,5,9
2023,3,57,6,114
2023,3,57,8,46
2023,3,57,9,11
2023,3,57,10,65
2023,3,58,7,60
2023,4,51,8,2
2023,4,52,1,3
2023,4,52,3,1
2023,4,52,4,1
2023,4,52,6,4
2023,4,52,8,1
2023,4,53,7,6
2023,4,55,7,5
2023,4,56,0,2
2023,4,56,1,2
2023,4,57,0,3
2023,4,57,1,43
2023,4,57,2,2
2023,4,57,3,2
2023,4,57,4,7
2023,4,57,6,20
2023,4,57,8,7
2023,4,57,9,2
2023,4,57,10,8
2023,5,52,1,8
2023,5,52,2,2
2023,5,52,4,7
2023,5,52,6,11
2023,5,52,8,1
2023,5,53,7,6
2023,5,55,7,20
2023,5,56,1,1
2023,5,57,0,9
2023,5,57,1,56
2023,5,57,2,3
2023,5,57,3,2
2023,5,57,4,16
2023,5,57,5,1
2023,5,57,6,50
2023,5,57,8,10
2023,5,57,9,2
2023,5,57,10,36
2023,6,51,8,1
2023,6,52,1,2
2023,6,52,2,4
2023,6,52,4,1
2023,6,52,6,3
2023,6,52,10,2
2023,6,53,7,5
2023,6,55,7,2
2023,6,56,0,1
2023,6,56,1,1
2023,6,56,2,1
2023,6,57,0,2
2023,6,57,1,43
2023,6,57,2,7
2023,6,57,3,4
2023,6,57,4,8
2023,6,57,5,3
2023,6,57,6,38
2023,6,57,8,7
2023,6,57,9,2
2023,6,57,10,30
2023,7,52,1,2
2023,7,52,4,1
2023,7,52,6,4
2023,7,52,10,1
2023,7,53,7,4
2023,7,55,7,1
2023,7,57,0,2
2023,7,57,1,34
2023,7,57,2,1
2023,7,57,3,1
2023,7,57,4,3
2023,7,57,6,25
2023,7,57,8,9
2023,7,57,10,23
2023,8,52,0,3
2023,8,52,1,5
2023,8,52,2,8
2023,8,52,3,1
2023,8,52,4,3
2023,8,52,5,2
2023,8,52,6,5
2023,8,52,8,17
2023,8,52,9,2
2023,8,52,10,5
2023,8,53,7,14
2023,8,55,7,12
2023,8,56,2,1
2023,8,56,4,1
2023,8,57,0,4
2023,8,57,1,61
2023,8,57,2,8
2023,8,57,3,5
2023,8,57,4,14
2023,8,57,5,11
2023,8,57,6,41
2023,8,57,8,28
2023,8,57,9,5
2023,8,57,10,50
2023,8,58,7,36
2023,9,52,1,29
2023,9,52,2,6
2023,9,52,3,2
2023,9,52,4,7
2023,9,52,5,31
2023,9,52,6,52
2023,9,52,8,26
2023,9,52,9,3
2023,9,52,10,6
2023,9,53,7,60
2023,9,55,7,28
2023,9,56,0,2
2023,9,56,1,3
2023,9,56,5,2
2023,9,56,6,3
2023,9,56,8,2
2023,9,57,0,15
2023,9,57,1,245
2023,9,57,2,24
2023,9,57,3,27
2023,9,57,4,39
2023,9,57,5,114
2023,9,57,6,217
2023,9,57,8,50
2023,9,57,9,6
2023,9,57,10,170
2023,9,58,7,5
2023,10,52,0,2
2023,10,52,1,2
2023,10,52,2,3
2023,10,52,3,5
2023,10,52,4,1
2023,10,52,6,1
2023,10,52,8,3
2023,10,52,9,3
2023,10,53,7,3
2023,10,55,7,1
2023,10,57,0,8
2023,10,57,1,24
2023,10,57,2,14
2023,10,57,3,27
2023,10,57,4,8
2023,10,57,6,4
2023,10,57,8,21
2023,10,57,9,42
2023,10,57,10,2
2023,11,52,0,1
2023,11,52,6,6
2023,11,52,9,2
2023,11,53,7,8
2023,11,55,7,1
2023,11,56,1,1
2023,11,57,0,8
2023,11,57,1,51
2023,11,57,2,4
2023,11,57,3,1
2023,11,57,4,3
2023,11,57,5,3
2023,11,57,6,31
2023,11,57,8,8
2023,11,57,9,2
2023,11,57,10,9
2023,12,51,8,1
2023,12,52,1,11
2023,12,52,2,3
2023,12,52,3,3
2023,12,52,4,4
2023,12,52,6,8
2023,12,52,8,7
2023,12,52,9,4
2023,12,53,7,10
2023,12,55,7,17
2023,12,56,1,1
2023,12,56,6,1
2023,12,56,8,1
2023,12,57,0,3
2023,12,57,1,114
2023,12,57,2,15
2023,12,57,3,3
2023,12,57,4,21
2023,12,57,5,2
2023,12,57,6,55
2023,12,57,8,23
2023,12,57,9,6
2023,12,57,10,29
2023,12,58,7,7
2023,13,52,0,1
2023,13,52,1,54
2023,13,52,2,18
2023,13,52,3,5
2023,13,52,4,15
2023,13,52,5,6
2023,13,52,6,66
2023,13,52,8,13
2023,13,52,9,19
2023,13,52,10,3
2023,13,53,7,54
2023,13,55,7,81
2023,13,56,0,1
2023,13,56,4,1
2023,13,57,0,18
2023,13,57,1,303
2023,13,57,2,36
2023,13,57,3,27
2023,13,57,4,55
2023,13,57,5,14
2023,13,57,6,206
2023,13,57,8,90
2023,13,57,9,33
2023,13,57,10,192
2023,13,58,7,4
2023,14,51,8,8
2023,14,52,6,4
2023,14,52,8,1
2023,14,53,7,6
2023,14,55,7,1
2023,14,57,1,18
2023,14,57,2,1
2023,14,57,3,2
2023,14,57,4,2
2023,14,57,6,13
2023,14,57,8,3
2023,14,57,9,1
2023,14,57,10,6
2023,15,52,1,4
2023,15,52,4,2
2023,15,52,6,3
2023,15,52,8,1
2023,15,53,7,4
2023,15,55,7,1
2023,15,56,1,1
2023,15,57,0,1
2023,15,57,1,45
2023,15,57,4,3
2023,15,57,6,20
2023,15,57,8,3
2023,15,57,9,5
2023,15,57,10,6
2023,16,52,0,1
2023,16,52,1,1
2023,16,52,6,3
2023,16,53,7,2
2023,16,57,0,2
2023,16,57,1,12
2023,16,57,2,1
2023,16,57,3,1
2023,16,57,6,6
2023,16,57,8,1
2023,16,57,10,6
2023,17,52,0,2
2023,17,52,1,18
2023,17,52,2,9
2023,17,52,3,7
2023,17,52,4,13
2023,17,52,5,4
2023,17,52,6,32
2023,17,52,8,12
2023,17,52,9,6
2023,17,52,10,6
2023,17,53,7,11
2023,17,55,7,35
2023,17,56,0,1
2023,17,56,1,1
2023,17,56,2,1
2023,17,56,6,4
2023,17,56,8,1
2023,17,57,0,8
2023,17,57,1,186
2023,17,57,2,22
2023,17,57,3,14
2023,17,57,4,43
2023,17,57,5,18
2023,17,57,6,150
2023,17,57,8,27
2023,17,57,9,14
2023,17,57,10,191
2023,18,51,8,3
2023,18,52,0,1
2023,18,52,1,10
2023,18,52,4,3
2023,18,52,6,10
2023,18,52,8,7
2023,18,53,7,17
2023,18,55,7,8
2023,18,56,4,1
2023,18,57,0,8
2023,18,57,1,118
2023,18,57,2,3
2023,18,57,3,7
2023,18,57,4,5
2023,18,57,5,1
2023,18,57,6,51
2023,18,57,8,22
2023,18,57,9,3
2023,18,57,10,36
2023,19,51,8,4
2023,19,52,0,1
2023,19,52,1,14
2023,19,52,2,5
2023,19,52,3,3
2023,19,52,4,14
2023,19,52,6,33
2023,19,52,8,5
2023,19,52,9,2
2023,19,52,10,2
2023,19,53,7,23
2023,19,55,7,65
2023,19,56,1,2
2023,19,57,0,9
2023,19,57,1,201
2023,19,57,2,14
2023,19,57,3,29
2023,19,57,4,60
2023,19,57,5,11
2023,19,57,6,168
2023,19,57,8,51
2023,19,57,9,37
2023,19,57,10,160
2023,19,58,7,2
2023,20,52,1,2
2023,20,52,2,1
2023,20,52,4,2
2023,20,52,6,2
2023,20,52,8,4
2023,20,53,7,5
2023,20,55,7,1
2023,20,56,1,1
2023,20,56,6,1
2023,20,57,1,16
2023,20,57,3,1
2023,20,57,4,4
2023,20,57,6,9
2023,20,57,8,5
2023,20,57,10,2
2023,21,52,0,1
2023,21,52,1,9
2023,21,52,2,8
2023,21,52,3,3
2023,21,52,4,6
2023,21,52,5,2
2023,21,52,6,10
2023,21,52,8,2
2023,21,52,9,5
2023,21,52,10,2
2023,21,53,7,14
2023,21,55,7,19
2023,21,57,0,1
2023,21,57,1,97
2023,21,57,2,19
2023,21,57,3,10
2023,21,57,4,19
2023,21,57,5,8
2023,21,57,6,53
2023,21,57,8,24
2023,21,57,9,10
2023,21,57,10,63
2023,21,58,7,1
2023,22,51,8,4
2023,22,52,0,2
2023,22,52,1,12
2023,22,52,4,3
2023,22,52,6,9
2023,22,52,8,2
2023,22,53,7,14
2023,22,55,7,1
2023,22,56,1,2
2023,22,56,6,2
2023,22,56,8,1
2023,22,57,0,2
2023,22,57,1,41
2023,22,57,2,3
2023,22,57,3,1
2023,22,57,4,6
2023,22,57,6,16
2023,22,57,8,4
2023,22,57,10,16
2023,23,57,0,2
2023,23,57,1,7
2023,23,57,3,2
2023,23,57,5,1
2023,23,57,6,3
2023,23,57,9,2
2023,23,57,10,4
2023,24,51,8,3
2023,24,52,0,3
2023,24,52,1,7
2023,24,52,2,2
2023,24,52,3,4
2023,24,52,4,21
2023,24,52,6,133
2023,24,52,8,8
2023,24,52,9,3
2023,24,52,10,5
2023,24,53,7,12
2023,24,55,7,36
2023,24,56,0,1
2023,24,56,1,1
2023,24,57,0,2
2023,24,57,1,133
2023,24,57,2,5
2023,24,57,3,12
2023,24,57,4,33
2023,24,57,5,2
2023,24,57,6,118
2023,24,57,8,26
2023,24,57,9,17
2023,24,57,10,76
2023,25,52,0,1
2023,25,52,1,18
2023,25,52,2,12
2023,25,52,3,2
2023,25,52,4,9
2023,25,52,5,7
2023,25,52,6,29
2023,25,52,8,7
2023,25,52,9,2
2023,25,52,10,1
2023,25,53,7,21
2023,25,55,7,58
2023,25,56,0,1
2023,25,56,1,2
2023,25,56,5,1
2023,25,56,10,1
2023,25,57,0,18
2023,25,57,1,346
2023,25,57,2,32
2023,25,57,3,26
2023,25,57,4,47
2023,25,57,5,129
2023,25,57,6,325
2023,25,57,8,72
2023,25,57,9,25
2023,25,57,10,201
2023,25,58,7,4
2023,26,51,8,4
2023,26,52,0,2
2023,26,52,1,14
2023,26,52,2,8
2023,26,52,3,6
2023,26,52,4,12
2023,26,52,5,2
2023,26,52,6,37
2023,26,52,8,3
2023,26,52,9,1
2023,26,53,7,19
2023,26,55,7,51
2023,26,56,0,2
2023,26,56,2,1
2023,26,56,6,2
2023,26,56,10,1
2023,26,57,0,15
2023,26,57,1,248
2023,26,57,2,25
2023,26,57,3,28
2023,26,57,4,78
2023,26,57,5,11
2023,26,57,6,262
2023,26,57,8,65
2023,26,57,9,28
2023,26,57,10,225
2023,26,58,7,1
2023,27,52,1,10
2023,27,52,2,7
2023,27,52,3,3
2023,27,52,4,17
2023,27,52,6,69
2023,27,52,9,2
2023,27,53,7,31
2023,27,55,7,27
2023,27,56,0,3
2023,27,56,1,3
2023,27,56,4,1
2023,27,57,0,5
2023,27,57,1,187
2023,27,57,2,22
2023,27,57,3,8
2023,27,57,4,14
2023,27,57,5,2
2023,27,57,6,138
2023,27,57,8,34
2023,27,57,9,9
2023,27,57,10,76
2023,27,58,7,1
2023,28,52,1,1
2023,28,53,7,1
2023,28,57,1,1
2023,28,57,6,2
2023,29,51,8,4
2023,29,53,7,1
2023,29,57,1,4
2023,29,57,8,1
2023,29,57,10,4
2023,30,52,1,11
2023,30,52,2,3
2023,30,52,3,1
2023,30,52,4,1
2023,30,52,5,1
2023,30,52,6,10
2023,30,52,8,2
2023,30,52,9,1
2023,30,52,10,1
2023,30,53,7,2
2023,30,55,7,8
2023,30,57,0,4
2023,30,57,1,83
2023,30,57,2,3
2023,30,57,3,6
2023,30,57,4,14
2023,30,57,5,9
2023,30,57,6,51
2023,30,57,8,11
2023,30,57,9,4
2023,30,57,10,42
2023,31,52,1,4
2023,31,52,2,1
2023,31,52,6,12
2023,31,52,8,2
2023,31,52,10,2
2023,31,53,7,2
2023,31,55,7,6
2023,31,56,3,1
2023,31,57,0,3
2023,31,57,1,74
2023,31,57,3,5
2023,31,57,4,4
2023,31,57,6,34
2023,31,57,8,7
2023,31,57,9,7
2023,31,57,10,32
2023,31,58,7,1
2023,32,51,8,1
2023,32,52,0,2
2023,32,52,1,18
2023,32,52,2,12
2023,32,52,3,3
2023,32,52,4,11
2023,32,52,5,1
2023,32,52,6,37
2023,32,52,8,9
2023,32,52,9,4
2023,32,52,10,4
2023,32,53,7,45
2023,32,55,7,62
2023,32,56,1,2
2023,32,56,2,1
2023,32,56,4,1
2023,32,56,6,2
2023,32,56,8,1
2023,32,57,0,6
2023,32,57,1,296
2023,32,57,2,38
2023,32,57,3,15
2023,32,57,4,32
2023,32,57,5,10
2023,32,57,6,174
2023,32,57,8,76
2023,32,57,9,21
2023,32,57,10,152
2023,33,52,6,1
2023,33,57,0,2
2023,33,57,1,6
2023,33,57,2,1
2023,33,57,4,1
2023,33,57,6,4
2023,33,57,9,2
2023,35,52,0,2
2023,35,52,1,22
2023,35,52,2,12
2023,35,52,3,2
2023,35,52,4,9
2023,35,52,5,1
2023,35,52,6,21
2023,35,52,8,9
2023,35,52,9,1
2023,35,52,10,3
2023,35,53,7,23
2023,35,55,7,28
2023,35,56,4,1
2023,35,56,8,1
2023,35,57,0,10
2023,35,57,1,174
2023,35,57,2,25
2023,35,57,3,15
2023,35,57,4,30
2023,35,57,5,12
2023,35,57,6,129
2023,35,57,8,46
2023,35,57,9,14
2023,35,57,10,125
2023,35,58,7,2
2023,36,51,8,1
2023,36,52,0,1
2023,36,52,1,9
2023,36,52,2,4
2023,36,52,3,7
2023,36,52,4,18
2023,36,52,6,26
2023,36,52,8,6
2023,36,52,9,6
2023,36,52,10,2
2023,36,53,7,4
2023,36,55,7,75
2023,36,56,1,1
2023,36,56,5,1
2023,36,56,10,1
2023,36,57,0,14
2023,36,57,1,245
2023,36,57,2,29
2023,36,57,3,31
2023,36,57,4,52
2023,36,57,5,12
2023,36,57,6,247
2023,36,57,8,54
2023,36,57,9,21
2023,36,57,10,192
2023,37,51,8,3
2023,37,52,0,2
2023,37,52,1,10
2023,37,52,2,6
2023,37,52,3,1
2023,37,52,4,20
2023,37,52,5,1
2023,37,52,6,23
2023,37,52,8,4
2023,37,52,9,3
2023,37,52,10,2
2023,37,53,7,18
2023,37,55,7,38
2023,37,56,0,2
2023,37,56,1,3
2023,37,56,4,2
2023,37,56,5,1
2023,37,56,6,3
2023,37,57,0,6
2023,37,57,1,251
2023,37,57,2,19
2023,37,57,3,7
2023,37,57,4,54
2023,37,57,5,4
2023,37,57,6,166
2023,37,57,8,47
2023,37,57,9,14
2023,37,57,10,69
2023,37,58,7,3
2023,38,52,6,2
2023,38,53,7,3
2023,38,55,7,1
2023,38,57,1,1
2023,38,57,4,1
2023,38,57,8,2
2023,39,52,2,2
2023,39,52,3,1
2023,39,52,4,2
2023,39,52,6,2
2023,39,52,8,1
2023,39,52,9,1
2023,39,53,7,5
2023,39,56,0,1
2023,39,57,0,3
2023,39,57,1,43
2023,39,57,2,1
2023,39,57,3,1
2023,39,57,4,4
2023,39,57,5,1
2023,39,57,6,24
2023,39,57,8,7
2023,39,57,9,3
2023,39,57,10,13
2023,40,52,1,6
2023,40,52,2,1
2023,40,52,3,1
2023,40,52,4,2
2023,40,52,5,1
2023,40,52,6,8
2023,40,52,8,5
2023,40,52,9,2
2023,40,53,7,12
2023,40,55,7,9
2023,40,56,1,1
2023,40,57,1,47
2023,40,57,2,7
2023,40,57,3,6
2023,40,57,4,12
2023,40,57,5,2
2023,40,57,6,31
2023,40,57,8,8
2023,40,57,9,4
2023,40,57,10,36
2023,41,52,2,2
2023,41,52,6,2
2023,41,57,1,4
2023,41,57,2,1
2023,41,57,3,1
2023,41,57,6,5
2023,41,57,8,1
2023,41,57,10,3
2023,42,51,8,2
2023,42,52,1,3
2023,42,52,2,10
2023,42,52,3,3
2023,42,52,4,2
2023,42,52,5,16
2023,42,52,6,31
2023,42,52,8,8
2023,42,52,9,1
2023,42,53,7,18
2023,42,55,7,23
2023,42,57,0,2
2023,42,57,1,127
2023,42,57,2,12
2023,42,57,3,15
2023,42,57,4,15
2023,42,57,5,24
2023,42,57,6,97
2023,42,57,8,59
2023,42,57,9,9
2023,42,57,10,81
2023,43,51,8,1
2023,43,52,0,1
2023,43,52,1,9
2023,43,52,2,5
2023,43,52,3,1
2023,43,52,4,1
2023,43,52,6,7
2023,43,52,8,1
2023,43,52,10,2
2023,43,53,7,8
2023,43,55,7,27
2023,43,56,4,1
2023,43,57,0,5
2023,43,57,1,117
2023,43,57,2,19
2023,43,57,3,6
2023,43,57,4,26
2023,43,57,5,7
2023,43,57,6,112
2023,43,57,8,16
2023,43,57,9,14
2023,43,57,10,80
2023,43,58,7,4
2023,44,51,8,3
2023,44,52,0,9
2023,44,52,1,26
2023,44,52,2,46
2023,44,52,3,28
2023,44,52,4,37
2023,44,52,5,15
2023,44,52,6,85
2023,44,52,8,56
2023,44,52,9,24
2023,44,52,10,6
2023,44,53,7,4
2023,44,55,7,92
2023,44,56,0,1
2023,44,56,1,1
2023,44,56,3,1
2023,44,56,4,1
2023,44,57,0,36
2023,44,57,1,517
2023,44,57,2,94
2023,44,57,3,64
2023,44,57,4,100
2023,44,57,5,53
2023,44,57,6,394
2023,44,57,8,185
2023,44,57,9,53
2023,44,57,10,415
2023,44,58,7,17
2023,45,51,9,2
2023,45,52,1,25
2023,45,52,2,11
2023,45,52,3,6
2023,45,52,4,17
2023,45,52,5,5
2023,45,52,6,37
2023,45,52,8,5
2023,45,52,9,3
2023,45,52,10,1
2023,45,53,7,43
2023,45,55,7,29
2023,45,56,6,1
2023,45,56,8,1
2023,45,57,0,10
2023,45,57,1,205
2023,45,57,2,17
2023,45,57,3,9
2023,45,57,4,32
2023,45,57,5,14
2023,45,57,6,116
2023,45,57,8,43
2023,45,57,9,14
2023,45,57,10,112
2023,45,58,7,2
2023,46,51,8,1
2023,46,52,1,11
2023,46,52,2,8
2023,46,52,3,2
2023,46,52,4,8
2023,46,52,5,4
2023,46,52,6,22
2023,46,52,8,6
2023,46,52,9,2
2023,46,52,10,3
2023,46,53,7,7
2023,46,55,7,40
2023,46,57,0,5
2023,46,57,1,135
2023,46,57,2,18
2023,46,57,3,10
2023,46,57,4,23
2023,46,57,5,11
2023,46,57,6,123
2023,46,57,8,42
2023,46,57,9,11
2023,46,57,10,120
2023,46,58,7,1
2023,47,51,8,2
2023,47,52,0,2
2023,47,52,1,12
2023,47,52,2,5
2023,47,52,3,3
2023,47,52,4,3
2023,47,52,6,26
2023,47,52,8,5
2023,47,52,9,1
2023,47,53,7,21
2023,47,55,7,28
2023,47,56,2,1
2023,47,57,0,2
2023,47,57,1,182
2023,47,57,2,12
2023,47,57,3,9
2023,47,57,4,4
2023,47,57,5,4
2023,47,57,6,103
2023,47,57,8,72
2023,47,57,9,7
2023,47,57,10,38
2023,48,52,1,9
2023,48,52,2,1
2023,48,52,4,6
2023,48,52,6,8
2023,48,52,8,4
2023,48,53,7,8
2023,48,55,7,10
2023,48,56,4,1
2023,48,57,0,2
2023,48,57,1,76
2023,48,57,2,6
2023,48,57,3,7
2023,48,57,4,14
2023,48,57,5,2
2023,48,57,6,40
2023,48,57,8,15
2023,48,57,9,4
2023,48,57,10,27
2023,48,58,7,1
2023,49,52,1,1
2023,49,52,2,1
2023,49,52,3,1
2023,49,52,6,4
2023,49,53,7,8
2023,49,55,7,3
2023,49,56,1,3
2023,49,57,0,4
2023,49,57,1,49
2023,49,57,2,3
2023,49,57,3,4
2023,49,57,4,6
2023,49,57,6,33
2023,49,57,8,7
2023,49,57,9,1
2023,49,57,10,13
2023,50,52,1,9
2023,50,52,2,15
2023,50,52,3,2
2023,50,52,4,8
2023,50,52,5,2
2023,50,52,6,18
2023,50,52,8,5
2023,50,52,9,3
2023,50,52,10,1
2023,50,53,7,16
2023,50,55,7,22
2023,50,56,5,1
2023,50,56,6,1
2023,50,56,9,1
2023,50,57,0,10
2023,50,57,1,120
2023,50,57,2,14
2023,50,57,3,9
2023,50,57,4,22
2023,50,57,5,8
2023,50,57,6,107
2023,50,57,8,25
2023,50,57,9,8
2023,50,57,10,92
2023,51,51,8,1
2023,51,52,0,1
2023,51,52,1,8
2023,51,52,2,8
2023,51,52,3,4
2023,51,52,4,4
2023,51,52,5,3
2023,51,52,6,14
2023,51,52,8,7
2023,51,52,9,4
2023,51,52,10,5
2023,51,53,7,4
2023,51,55,7,17
2023,51,57,0,3
2023,51,57,1,76
2023,51,57,2,9
2023,51,57,3,7
2023,51,57,4,23
2023,51,57,5,6
2023,51,57,6,64
2023,51,57,8,28
2023,51,57,9,10
2023,51,57,10,58
2023,51,58,7,1
2023,52,51,8,1
2023,52,52,1,2
2023,52,52,2,3
2023,52,52,3,1
2023,52,52,6,6
2023,52,53,7,10
2023,52,57,1,42
2023,52,57,2,2
2023,52,57,3,4
2023,52,57,4,8
2023,52,57,6,31
2023,52,57,8,5
2023,52,57,9,4
2023,52,57,10,14
2023,52,58,7,1
2023,53,52,1,11
2023,53,52,2,6
2023,53,52,3,2
2023,53,52,4,7
2023,53,52,6,19
2023,53,52,8,5
2023,53,52,9,2
2023,53,52,10,3
2023,53,53,7,29
2023,53,55,7,34
2023,53,56,1,1
2023,53,56,2,1
2023,53,56,6,1
2023,53,57,0,2
2023,53,57,1,140
2023,53,57,2,26
2023,53,57,3,12
2023,53,57,4,32
2023,53,57,5,2
2023,53,57,6,103
2023,53,57,8,48
2023,53,57,9,25
2023,53,57,10,92
2023,54,52,0,1
2023,54,52,4,1
2023,54,52,6,1
2023,54,52,8,1
2023,54,53,7,4
2023,54,55,7,1
2023,54,56,6,2
2023,54,56,8,1
2023,54,56,9,1
2023,54,57,0,2
2023,54,57,1,12
2023,54,57,4,1
2023,54,57,6,5
2023,54,57,8,3
2023,54,57,9,3
2023,54,57,10,13
2023,55,52,1,2
2023,55,52,4,1
2023,55,52,6,3
2023,55,53,7,2
2023,55,55,7,1
2023,55,57,0,2
2023,55,57,1,12
2023,55,57,3,1
2023,55,57,4,1
2023,55,57,5,1
2023,55,57,6,5
2023,55,57,8,1
2023,55,57,10,8
2023,56,52,0,1
2023,56,52,1,4
2023,56,52,3,1
2023,56,52,6,6
2023,56,52,8,2
2023,56,52,9,2
2023,56,53,7,6
2023,56,57,0,2
2023,56,57,1,19
2023,56,57,2,2
2023,56,57,3,1
2023,56,57,4,1
2023,56,57,5,1
2023,56,57,6,3
2023,56,57,8,10
2023,56,57,9,2
2023,56,57,10,4
2023,57,52,2,2
2023,57,52,6,2
2023,57,52,8,2
2023,57,52,10,1
2023,57,53,7,5
2023,57,55,7,5
2023,57,57,1,31
2023,57,57,2,3
2023,57,57,4,5
2023,57,57,5,2
2023,57,57,6,16
2023,57,57,8,14
2023,57,57,9,2
2023,57,57,10,28
2023,57,58,7,42
2023,58,52,1,2
2023,58,52,4,1
2023,58,52,6,3
2023,58,52,9,1
2023,58,53,7,3
2023,58,55,7,2
2023,58,57,1,38
2023,58,57,2,3
2023,58,57,3,2
2023,58,57,4,2
2023,58,57,6,11
2023,58,57,8,4
2023,58,57,9,3
2023,58,57,10,7
2023,59,51,8,1
2023,59,52,0,3
2023,59,52,1,16
2023,59,52,2,18
2023,59,52,3,11
2023,59,52,4,13
2023,59,52,5,7
2023,59,52,6,30
2023,59,52,8,23
2023,59,52,9,12
2023,59,52,10,7
2023,59,53,7,6
2023,59,55,7,55
2023,59,56,0,1
2023,59,57,0,6
2023,59,57,1,149
2023,59,57,2,33
2023,59,57,3,19
2023,59,57,4,24
2023,59,57,5,26
2023,59,57,6,136
2023,59,57,8,59
2023,59,57,9,15
2023,59,57,10,98
2023,60,53,7,3
2023,60,57,1,1
2023,60,57,2,1
2023,61,57,6,1
2023,62,52,1,2
2023,62,52,3,1
2023,62,52,4,1
2023,62,52,6,3
2023,62,53,7,1
2023,62,55,7,1
2023,62,57,0,2
2023,62,57,1,47
2023,62,57,2,1
2023,62,57,3,1
2023,62,57,4,8
2023,62,57,6,21
2023,62,57,8,10
2023,62,57,9,1
2023,62,57,10,11
2023,63,52,1,3
2023,63,52,2,1
2023,63,52,3,1
2023,63,52,4,2
2023,63,52,6,9
2023,63,53,7,1
2023,63,55,7,2
2023,63,57,0,1
2023,63,57,1,25
2023,63,57,2,2
2023,63,57,3,4
2023,63,57,4,3
2023,63,57,6,16
2023,63,57,8,6
2023,63,57,9,1
2023,63,57,10,12
2023,64,51,8,3
2023,64,52,0,1
2023,64,52,1,9
2023,64,52,2,12
2023,64,52,3,2
2023,64,52,4,14
2023,64,52,5,9
2023,64,52,6,24
2023,64,52,8,4
2023,64,52,9,5
2023,64,52,10,6
2023,64,53,7,3
2023,64,55,7,38
2023,64,56,2,1
2023,64,57,0,5
2023,64,57,1,103
2023,64,57,2,28
2023,64,57,3,13
2023,64,57,4,24
2023,64,57,5,21
2023,64,57,6,114
2023,64,57,8,39
2023,64,57,9,11
2023,64,57,10,103
2023,65,53,7,2
2023,65,57,1,3
2023,65,57,6,1
2023,65,57,8,1
2023,65,57,10,1
2023,66,53,7,2
2023,66,55,7,3
2023,66,57,1,19
2023,66,57,2,2
2023,66,57,3,1
2023,66,57,4,1
2023,66,57,5,1
2023,66,57,6,6
2023,66,57,9,2
2023,66,57,10,1
2023,67,52,1,1
2023,67,52,2,3
2023,67,52,3,1
2023,67,52,4,4
2023,67,52,6,7
2023,67,52,8,2
2023,67,52,9,1
2023,67,53,7,3
2023,67,56,0,2
2023,67,56,1,3
2023,67,56,8,2
2023,67,57,1,43
2023,67,57,2,2
2023,67,57,3,1
2023,67,57,4,3
2023,67,57,5,1
2023,67,57,6,28
2023,67,57,8,9
2023,67,57,9,2
2023,67,57,10,10
2023,68,52,1,1
2023,68,57,1,2
2023,70,52,1,2
2023,70,52,2,2
2023,70,52,3,2
2023,70,52,4,2
2023,70,52,5,1
2023,70,52,6,6
2023,70,53,7,1
2023,70,55,7,15
2023,70,57,0,4
2023,70,57,1,67
2023,70,57,2,5
2023,70,57,3,6
2023,70,57,4,6
2023,70,57,5,2
2023,70,57,6,42
2023,70,57,8,6
2023,70,57,9,2
2023,70,57,10,34
2023,71,51,8,2
2023,71,52,1,2
2023,71,52,2,2
2023,71,52,3,5
2023,71,52,4,3
2023,71,52,6,15
2023,71,53,7,2
2023,71,55,7,9
2023,71,56,0,2
2023,71,56,1,4
2023,71,57,1,79
2023,71,57,2,4
2023,71,57,3,6
2023,71,57,4,17
2023,71,57,5,2
2023,71,57,6,39
2023,71,57,8,12
2023,71,57,9,4
2023,71,57,10,27
2023,72,51,8,2
2023,72,52,1,12
2023,72,52,2,1
2023,72,52,4,7
2023,72,52,5,1
2023,72,52,6,16
2023,72,52,8,2
2023,72,53,7,15
2023,72,55,7,5
2023,72,56,0,1
2023,72,57,0,1
2023,72,57,1,67
