TID,LGAID,Postcode,Suburb/Town Name
2767,68,3709,Mount Alfred
2768,68,3709,Pine Mountain
2769,68,3709,Walwa
2770,70,3675,Boweya
2771,70,3675,Glenrowan
2772,70,3675,Greta
2773,70,3675,Greta South
2774,70,3675,Greta West
2775,70,3675,Hansonville
2776,70,3677,Wangaratta
2777,70,3678,Bobinawarrah
2778,70,3678,Boorhaman
2779,70,3678,Boorhaman East
2780,70,3678,Bowser
2781,70,3678,Byawatha
2782,70,3678,Carboor
2783,70,3678,Cheshunt
2784,70,3678,Cheshunt South
2785,70,3678,Docker
2786,70,3678,Dockers Plains
2787,70,3678,East Wangaratta
2788,70,3678,Edi
2789,70,3678,Edi Upper
2790,70,3678,Everton
2791,70,3678,Everton Upper
2792,70,3678,Killawarra
2793,70,3678,King Valley
2794,70,3678,Laceby
2795,70,3678,Londrigan
2796,70,3678,Markwood
2797,70,3678,Meadow Creek
2798,70,3678,Milawa
2799,70,3678,North Wangaratta
2800,70,3678,Oxley
2801,70,3678,Oxley Flats
2802,70,3678,Peechelba
2803,70,3678,Peechelba East
2804,70,3678,Rose River
2805,70,3678,Tarrawingee
2806,70,3678,Wabonga
2807,70,3678,Waldara
2808,70,3678,Wangandary
2809,70,3678,Wangaratta South
2810,70,3678,Whitlands
2811,70,3682,Boralma
2812,70,3682,Springhurst
2813,70,3685,Boorhaman North
2814,70,3723,Archerton
2815,70,3723,Tolmie
2816,70,3732,Moyhu
2817,70,3732,Myrrhee
2818,70,3733,Whitfield
2819,70,3735,Bowmans Forest
2820,70,3735,Whorouly
2821,70,3735,Whorouly East
2822,70,3735,Whorouly South
2823,70,3746,Eldorado
2824,70,3747,Murmungee
2825,71,3277,Allansford
2826,71,3280,Dennington
2827,71,3280,Warrnambool
2828,71,3281,Bushfield
2829,71,3281,Woodford
2830,71,3282,Illowa
2831,71,3283,Yangery
2832,72,3844,Blackwarry
2833,72,3844,Callignee North
2834,72,3844,Callignee South
2835,72,3844,Carrajung
2836,72,3844,Carrajung Lower
2837,72,3844,Carrajung South
2838,72,3844,Flynn
2839,72,3847,Hiamdale
2840,72,3847,Nambrok
2841,72,3847,Rosedale
2842,72,3847,Willung
2843,72,3847,Willung South
2844,72,3850,Sale
2845,72,3850,Wurruk
2846,72,3851,Airly
2847,72,3851,Bundalaguah
2848,72,3851,Clydebank
2849,72,3851,Cobains
2850,72,3851,Darriman
2851,72,3851,Dutson
2852,72,3851,Dutson Downs
2853,72,3851,Flamingo Beach
2854,72,3851,Fulham
2855,72,3851,Giffard
2856,72,3851,Giffard West
2857,72,3851,Glomar Beach
2858,72,3851,Golden Beach
2859,72,3851,Kilmany
2860,72,3851,Loch Sport
2861,72,3851,Longford
2862,72,3851,Montgomery
2863,72,3851,Myrtlebank
2864,72,3851,Paradise Beach
2865,72,3851,Pearsondale
2866,72,3851,Seacombe
2867,72,3851,Seaspray
2868,72,3851,Stradbroke
2869,72,3851,The Heart
2870,72,3851,The Honeysuckles
2871,72,3852,East Sale
2872,72,3854,Glengarry
2873,72,3856,Toongabbie
2874,72,3857,Cowwarr
2875,72,3858,Buragwonduc
2876,72,3858,Dawson
2877,72,3858,Denison
2878,72,3858,Glenfalloch
2879,72,3858,Glenmaggie
2880,72,3858,Heyfield
2881,72,3858,Howitt Plains
2882,72,3858,Licola
2883,72,3858,Licola North
2884,72,3858,Seaton
2885,72,3858,Tamboritha
2886,72,3858,Winnindoo
2887,72,3859,Maffra West Upper
2888,72,3859,Newry
2889,72,3859,Tinamba
2890,72,3859,Tinamba West
2891,72,3860,Boisdale
2892,72,3860,Briagolong
2893,72,3860,Bushy Park
2894,72,3860,Coongulla
2895,72,3860,Koorool
2896,72,3860,Maffra
2897,72,3860,Monomak
2898,72,3860,Moroka
2899,72,3860,Riverslea
2900,72,3860,Valencia Creek
2901,72,3860,Woolenook
2902,72,3862,Cowa
2903,72,3862,Crooked River
2904,72,3862,Dargo
2905,72,3862,Hawkhurst
2906,72,3862,Hollands Landing
2907,72,3862,Llowalong
2908,72,3862,Meerlieu
2909,72,3862,Miowera
2910,72,3862,Moornapa
2911,72,3862,Munro
2912,72,3862,Perry Bridge
2913,72,3862,Stockdale
2914,72,3862,Stratford
2915,72,3862,Wongungarra
2916,72,3864,Fernbank
2917,72,3870,Grand Ridge
2918,72,3873,Gormandale
2919,72,3874,Carrajung South
2920,72,3874,McLoughlins Beach
2921,72,3874,Woodside
2922,72,3874,Woodside Beach
2923,72,3880,Ocean Grange
2924,72,3962,Wonyip
2925,72,3966,Binginwarri
2926,72,3967,Hedley
2927,72,3971,Alberton
2928,72,3971,Alberton West
2929,72,3971,Balook
2930,72,3971,Calrossie
2931,72,3971,Devon North
2932,72,3971,Gelliondale
2933,72,3971,Hiawatha
2934,72,3971,Hunterston
2935,72,3971,Jack River
2936,72,3971,Langsborough
2937,72,3971,Macks Creek
2938,72,3971,Madalya
2939,72,3971,Manns Beach
2940,72,3971,Port Albert
2941,72,3971,Robertsons Beach
2942,72,3971,Staceys Bridge
2943,72,3971,Tarra Valley
2944,72,3971,Tarraville
2945,72,3971,Won Wron
2946,72,3971,Yarram
2947,73,3312,Chetwynd
2948,73,3312,Dergholm
2949,73,3312,Dorodong
2950,73,3312,Poolaijelo
2951,73,3317,Harrow
2952,73,3318,Charam
2953,73,3318,Edenhope
2954,73,3318,Kadnook
2955,73,3318,Langkoop
2956,73,3318,Patyah
2957,73,3318,Ullswater
2958,73,3319,Apsley
2959,73,3319,Benayeo
2960,73,3319,Bringalbert
2961,73,3401,Gymbowen
2962,73,3401,Karnak
2963,73,3401,Nurcoung
2964,73,3409,Douglas
2965,73,3409,Miga Lake
2966,73,3409,Mitre
2967,73,3409,Wombelano
2968,73,3412,Goroke
2969,73,3413,Minimay
2970,73,3413,Neuarpurr
2971,73,3413,Ozenkadnook
2972,73,3413,Peronne
2973,73,3415,Miram
2974,73,3418,Lawloit
2975,73,3419,Kaniva
2976,73,3420,Lillimur
2977,73,3420,Serviceton
2978,73,3420,Telopea Downs
2979,73,3490,Big Desert
2980,74,3104,Balwyn North
2981,74,3125,Burwood
2982,74,3127,Mont Albert
2983,74,3127,Surrey Hills
2984,74,3128,Box Hill
2985,74,3128,Box Hill South
2986,74,3129,Box Hill North
2987,74,3129,Mont Albert North
2988,74,3130,Blackburn
2989,74,3130,Blackburn North
2990,74,3130,Blackburn South
2991,74,3131,Forest Hill
2992,74,3131,Nunawading
2993,74,3132,Mitcham
2994,74,3133,Vermont
2995,74,3133,Vermont South
2996,74,3151,Burwood East
2997,75,3064,Donnybrook
2998,75,3074,Thomastown
2999,75,3075,Lalor
3000,75,3076,Epping
3001,75,3082,Mill Park
3002,75,3083,Bundoora
3003,75,3750,Wollert
3004,75,3751,Woodstock
3005,75,3752,South Morang
3006,75,3753,Beveridge
3007,75,3754,Doreen
3008,75,3754,Mernda
3009,75,3755,Yan Yean
3010,75,3757,Eden Park
3011,75,3757,Humevale
3012,75,3757,Kinglake West
3013,75,3757,Whittlesea
3014,76,3690,West Wodonga
3015,76,3690,Wodonga
3016,76,3691,Bandiana
3017,76,3691,Baranduda
3018,76,3691,Barnawartha North
3019,76,3691,Bonegilla
3020,76,3691,Castle Creek
3021,76,3691,Ebden
3022,76,3691,Gateway Island
3023,76,3691,Huon Creek
3024,76,3691,Killara
3025,76,3691,Leneva
3026,76,3691,Staghorn Flat
3027,77,3024,Mambourin
3028,77,3024,Manor Lakes
3029,77,3024,Mount Cottrell
3030,77,3024,Wyndham Vale
3031,77,3026,Laverton North
3032,77,3027,Williams Landing
3033,77,3028,Laverton
3034,77,3029,Hoppers Crossing
3035,77,3029,Tarneit
3036,77,3029,Truganina
3037,77,3030,Cocoroc
3038,77,3030,Point Cook
3039,77,3030,Quandong
3040,77,3030,Werribee
3041,77,3030,Werribee South
3042,77,3211,Little River
3043,77,3338,Eynesbury
3044,78,3054,Carlton North
3045,78,3054,Princes Hill
3046,78,3065,Fitzroy
3047,78,3065,Fitzroy North
3048,78,3066,Clifton Hill
3049,78,3066,Collingwood
3050,78,3067,Abbotsford
3051,78,3067,Clifton Hill
3052,78,3068,Clifton Hill
3053,78,3068,Fitzroy North
3054,78,3078,Alphington
3055,78,3078,Fairfield
3056,78,3121,Burnley
3057,78,3121,Cremorne
3058,78,3121,Richmond
3059,79,3115,Wonga Park
3060,79,3116,Chirnside Park
3061,79,3137,Kilsyth
3062,79,3138,Mooroolbark
3063,79,3139,Beenak
3064,79,3139,Don Valley
3065,79,3139,Hoddles Creek
3066,79,3139,Launching Place
3067,79,3139,Seville
3068,79,3139,Seville East
3069,79,3139,Wandin East
3070,79,3139,Wandin North
3071,79,3139,Woori Yallock
3072,79,3139,Yellingbo
3073,79,3140,Lilydale
3074,79,3154,Sassafras
3075,79,3156,Lysterfield
3076,79,3156,Upper Ferntree Gully
3077,79,3158,Upwey
3078,79,3159,Menzies Creek
3079,79,3159,Selby
3080,79,3160,Belgrave
3081,79,3160,Belgrave Heights
3082,79,3160,Belgrave South
3083,79,3160,Tecoma
3084,79,3723,Matlock
3085,79,3765,Montrose
3086,79,3766,Kalorama
3087,79,3767,Mount Dandenong
3088,79,3770,Coldstream
3089,79,3770,Gruyere
3090,79,3770,Yering
3091,79,3775,Dixons Creek
3092,79,3775,Steels Creek
3093,79,3775,Tarrawarra
3094,79,3775,Yarra Glen
3095,79,3777,Badger Creek
3096,79,3777,Chum Creek
3097,79,3777,Healesville
3098,79,3777,Mount Toolebewong
3099,79,3777,Toolangi
3100,79,3778,Fernshaw
3101,79,3779,Cambarville
3102,79,3782,Emerald
3103,79,3782,Macclesfield
3104,79,3785,Tremont
3105,79,3786,Ferny Creek
3106,79,3787,Sassafras
3107,79,3788,Olinda
3108,79,3789,Sherbrooke
3109,79,3791,Kallista
3110,79,3792,The Patch
3111,79,3793,Monbulk
3112,79,3795,Silvan
3113,79,3796,Mount Evelyn
3114,79,3797,Gilderoy
3115,79,3797,Gladysdale
3116,79,3797,Powelltown
3117,79,3797,Three Bridges
3118,79,3797,Yarra Junction
3119,79,3799,Big Pats Creek
3120,79,3799,East Warburton
3121,79,3799,McMahons Creek
3122,79,3799,Millgrove
3123,79,3799,Reefton
3124,79,3799,Warburton
3125,79,3799,Wesburn
3126,79,3804,Narre Warren East
3127,80,3385,Lubeck
3128,80,3388,Rupanyup
3129,80,3390,Kewell
3130,80,3390,Murtoa
3131,80,3391,Brim
3132,80,3392,Boolite
3133,80,3392,Minyip
3134,80,3392,Sheep Hills
3135,80,3393,Aubrey
3136,80,3393,Bangerang
3137,80,3393,Cannum
3138,80,3393,Crymelon
3139,80,3393,Kellalac
3140,80,3393,Lah
3141,80,3393,Warracknabeal
3142,80,3393,Watchem West
3143,80,3393,Willenabrina
3144,80,3395,Beulah
3145,80,3395,Rosebery
3146,80,3396,Hopetoun
3147,80,3401,Murra Warra
3148,80,3401,Wallup
3149,80,3424,Rainbow
3150,80,3424,Yaapeet
3151,80,3480,Areegra
3152,80,3485,Woomelang
3153,80,3487,Lascelles
3154,80,3488,Speed
3155,80,3488,Turriff
3156,80,3489,Tempy
3157,80,3491,Patchewollock
