Year,LGAID,LSID,Offence Count
2020,70,3,396
2020,71,0,2151
2020,71,1,223
2020,71,2,343
2020,71,3,618
2020,72,0,2855
2020,72,1,642
2020,72,2,401
2020,72,3,945
2020,73,0,77
2020,73,1,4
2020,73,2,34
2020,73,3,54
2020,74,0,3845
2020,74,1,581
2020,74,2,1077
2020,74,3,3843
2020,75,0,8287
2020,75,1,1715
2020,75,2,1869
2020,75,3,4921
2020,76,0,1972
2020,76,1,145
2020,76,2,538
2020,76,3,913
2020,77,0,9476
2020,77,1,958
2020,77,2,2211
2020,77,3,5618
2020,78,0,5966
2020,78,1,671
2020,78,2,1970
2020,78,3,5595
2020,79,0,4212
2020,79,1,683
2020,79,2,1267
2020,79,3,2597
2020,80,0,249
2020,80,1,50
2020,80,2,80
2020,80,3,126
2019,0,0,335
2019,0,1,40
2019,0,2,62
2019,0,3,133
2019,1,0,803
2019,1,1,94
2019,1,2,125
2019,1,3,240
2019,2,0,5568
2019,2,1,461
2019,2,2,568
2019,2,3,5145
2019,3,0,5270
2019,3,1,592
2019,3,2,456
2019,3,3,3196
2019,4,0,1326
2019,4,1,231
2019,4,2,201
2019,4,3,740
2019,5,0,2583
2019,5,1,289
2019,5,2,289
2019,5,3,1600
2019,6,0,1717
2019,6,1,335
2019,6,2,331
2019,6,3,2715
2019,7,0,764
2019,7,1,128
2019,7,2,114
2019,7,3,303
2019,8,0,3039
2019,8,1,358
2019,8,2,406
2019,8,3,4336
2019,9,0,10237
2019,9,1,1045
2019,9,2,994
2019,9,3,7515
2019,10,0,109
2019,10,1,15
2019,10,2,46
2019,10,3,130
2019,11,0,2233
2019,11,1,238
2019,11,2,238
2019,11,3,1253
2019,12,0,3119
2019,12,1,593
2019,12,2,472
2019,12,3,2454
2019,13,0,9867
2019,13,1,2441
2019,13,2,1521
2019,13,3,8703
2019,14,0,873
2019,14,1,117
2019,14,2,126
2019,14,3,295
2019,15,0,857
2019,15,1,118
2019,15,2,159
2019,15,3,515
2019,16,0,358
2019,16,1,48
2019,16,2,49
2019,16,3,191
2019,17,0,6210
2019,17,1,744
2019,17,2,653
2019,17,3,6916
2019,18,0,2745
2019,18,1,611
2019,18,2,367
2019,18,3,1172
2019,19,0,8433
2019,19,1,912
2019,19,2,1085
2019,19,3,4491
2019,20,0,479
2019,20,1,102
2019,20,2,83
2019,20,3,165
2019,21,0,2616
2019,21,1,502
2019,21,2,568
2019,21,3,3702
2019,22,0,1134
2019,22,1,102
2019,22,2,158
2019,22,3,280
2019,23,0,225
2019,23,1,54
2019,23,2,40
2019,23,3,331
2019,24,0,6450
2019,24,1,685
2019,24,2,878
2019,24,3,3440
2019,25,0,9202
2019,25,1,1480
2019,25,2,1284
2019,25,3,6950
2019,26,0,11352
2019,26,1,1117
2019,26,2,1275
2019,26,3,7961
2019,27,0,5070
2019,27,1,610
2019,27,2,476
2019,27,3,2680
2019,28,0,349
2019,28,1,76
2019,28,2,59
2019,28,3,386
2019,29,0,173
2019,29,1,28
2019,29,2,40
2019,29,3,89
2019,30,0,2859
2019,30,1,368
2019,30,2,585
2019,30,3,2413
2019,31,0,1349
2019,31,1,123
2019,31,2,198
2019,31,3,281
2019,32,0,10672
2019,32,1,1682
2019,32,2,1512
2019,32,3,7550
2019,33,0,274
2019,33,1,30
2019,33,2,47
2019,33,3,247
2019,35,0,5777
2019,35,1,905
2019,35,2,931
2019,35,3,4494
2019,36,0,5515
2019,36,1,916
2019,36,2,685
2019,36,3,4807
2019,37,0,8434
2019,37,1,1160
2019,37,2,736
2019,37,3,3674
2019,38,0,245
2019,38,1,19
2019,38,2,35
2019,38,3,177
2019,39,0,1261
2019,39,1,146
2019,39,2,155
2019,39,3,882
2019,40,0,2085
2019,40,1,340
2019,40,2,302
2019,40,3,2411
2019,41,0,262
2019,41,1,43
2019,41,2,39
2019,41,3,128
2019,42,0,4059
2019,42,1,338
2019,42,2,546
2019,42,3,3958
2019,43,0,4277
2019,43,1,613
2019,43,2,628
2019,43,3,2645
2019,44,0,17709
2019,44,1,1416
2019,44,2,4334
2019,44,3,12887
2019,45,0,6516
2019,45,1,695
2019,45,2,495
2019,45,3,4906
2019,46,0,6258
2019,46,1,1026
2019,46,2,768
2019,46,3,6316
2019,47,0,4281
2019,47,1,541
2019,47,2,712
2019,47,3,1891
2019,48,0,2955
2019,48,1,461
2019,48,2,268
2019,48,3,1135
2019,49,0,1469
2019,49,1,155
2019,49,2,137
2019,49,3,780
2019,50,0,4661
2019,50,1,733
2019,50,2,795
2019,50,3,5500
2019,51,0,3546
2019,51,1,571
2019,51,2,599
2019,51,3,3564
2019,52,0,1022
2019,52,1,129
2019,52,2,97
2019,52,3,879
2019,53,0,5169
2019,53,1,738
2019,53,2,1114
2019,53,3,4190
2019,54,0,657
2019,54,1,75
2019,54,2,106
2019,54,3,386
2019,55,0,385
2019,55,1,58
2019,55,2,71
2019,55,3,169
2019,56,0,353
2019,56,1,90
2019,56,2,108
2019,56,3,258
