Year,LGAID,LSID,Offence Count
2019,57,0,1027
2019,57,1,241
2019,57,2,131
2019,57,3,834
2019,58,0,647
2019,58,1,107
2019,58,2,96
2019,58,3,254
2019,59,0,5309
2019,59,1,680
2019,59,2,915
2019,59,3,5645
2019,60,0,343
2019,60,1,34
2019,60,2,82
2019,60,3,195
2019,61,0,30
2019,61,1,7
2019,61,2,8
2019,61,3,71
2019,62,0,982
2019,62,1,137
2019,62,2,90
2019,62,3,520
2019,63,0,710
2019,63,1,76
2019,63,2,128
2019,63,3,301
2019,64,0,4689
2019,64,1,644
2019,64,2,889
2019,64,3,5530
2019,65,0,309
2019,65,1,59
2019,65,2,50
2019,65,3,211
2019,66,0,504
2019,66,1,100
2019,66,2,101
2019,66,3,540
2019,67,0,1646
2019,67,1,174
2019,67,2,281
2019,67,3,524
2019,68,0,125
2019,68,1,7
2019,68,2,19
2019,68,3,63
2019,70,0,1533
2019,70,1,213
2019,70,2,225
2019,70,3,550
2019,71,0,2124
2019,71,1,248
2019,71,2,307
2019,71,3,773
2019,72,0,2637
2019,72,1,637
2019,72,2,321
2019,72,3,994
2019,73,0,106
2019,73,1,11
2019,73,2,8
2019,73,3,43
2019,74,0,3601
2019,74,1,512
2019,74,2,494
2019,74,3,4615
2019,75,0,7872
2019,75,1,1676
2019,75,2,885
2019,75,3,6039
2019,76,0,2128
2019,76,1,141
2019,76,2,251
2019,76,3,1225
2019,77,0,8220
2019,77,1,913
2019,77,2,1122
2019,77,3,6500
2019,78,0,5112
2019,78,1,655
2019,78,2,897
2019,78,3,6840
2019,79,0,4815
2019,79,1,663
2019,79,2,640
2019,79,3,3060
2019,80,0,309
2019,80,1,36
2019,80,2,37
2019,80,3,95
2018,0,0,393
2018,0,1,32
2018,0,2,46
2018,0,3,108
2018,1,0,905
2018,1,1,84
2018,1,2,142
2018,1,3,218
2018,2,0,5722
2018,2,1,508
2018,2,2,623
2018,2,3,4012
2018,3,0,5179
2018,3,1,453
2018,3,2,388
2018,3,3,3383
2018,4,0,1197
2018,4,1,176
2018,4,2,200
2018,4,3,638
2018,5,0,2622
2018,5,1,273
2018,5,2,295
2018,5,3,1301
2018,6,0,1670
2018,6,1,385
2018,6,2,349
2018,6,3,2282
2018,7,0,690
2018,7,1,113
2018,7,2,107
2018,7,3,281
2018,8,0,2313
2018,8,1,344
2018,8,2,403
2018,8,3,3882
2018,9,0,10197
2018,9,1,845
2018,9,2,832
2018,9,3,7177
2018,10,0,101
2018,10,1,15
2018,10,2,27
2018,10,3,93
2018,11,0,2026
2018,11,1,213
2018,11,2,215
2018,11,3,1353
2018,12,0,2895
2018,12,1,447
2018,12,2,485
2018,12,3,2221
2018,13,0,9424
2018,13,1,2143
2018,13,2,1475
2018,13,3,7979
2018,14,0,773
2018,14,1,138
2018,14,2,138
2018,14,3,245
2018,15,0,842
2018,15,1,133
2018,15,2,136
2018,15,3,485
2018,16,0,408
2018,16,1,36
2018,16,2,59
2018,16,3,212
2018,17,0,6914
2018,17,1,728
2018,17,2,645
2018,17,3,6949
2018,18,0,2785
2018,18,1,528
2018,18,2,376
2018,18,3,818
2018,19,0,8396
2018,19,1,794
2018,19,2,1193
2018,19,3,4488
2018,20,0,468
2018,20,1,69
2018,20,2,50
2018,20,3,163
2018,21,0,2380
2018,21,1,464
2018,21,2,587
2018,21,3,3039
2018,22,0,739
2018,22,1,111
2018,22,2,153
2018,22,3,340
2018,23,0,269
2018,23,1,41
2018,23,2,48
2018,23,3,326
2018,24,0,6423
2018,24,1,549
2018,24,2,861
2018,24,3,2716
2018,25,0,9060
2018,25,1,1301
2018,25,2,1328
2018,25,3,6602
2018,26,0,10395
2018,26,1,1051
2018,26,2,1247
2018,26,3,8073
2018,27,0,5220
2018,27,1,498
2018,27,2,551
2018,27,3,2475
2018,28,0,269
2018,28,1,50
2018,28,2,56
2018,28,3,365
2018,29,0,205
2018,29,1,40
2018,29,2,41
2018,29,3,65
2018,30,0,3355
2018,30,1,353
2018,30,2,338
2018,30,3,2190
2018,31,0,2235
2018,31,1,174
2018,31,2,237
2018,31,3,375
2018,32,0,10265
2018,32,1,1579
2018,32,2,1249
2018,32,3,7609
2018,33,0,217
2018,33,1,21
2018,33,2,47
2018,33,3,166
2018,35,0,4981
2018,35,1,835
2018,35,2,881
2018,35,3,4308
2018,36,0,5526
2018,36,1,792
2018,36,2,766
2018,36,3,3722
2018,37,0,9655
2018,37,1,1024
2018,37,2,773
2018,37,3,3151
2018,38,0,247
2018,38,1,36
2018,38,2,26
2018,38,3,181
2018,39,0,1228
2018,39,1,154
2018,39,2,161
2018,39,3,788
2018,40,0,1867
2018,40,1,287
2018,40,2,236
2018,40,3,1972
2018,41,0,267
2018,41,1,37
2018,41,2,35
2018,41,3,141
2018,42,0,3501
2018,42,1,359
2018,42,2,485
2018,42,3,4089
2018,43,0,4587
2018,43,1,596
2018,43,2,590
2018,43,3,2330
2018,44,0,18421
2018,44,1,1441
2018,44,2,4455
2018,44,3,11854
2018,45,0,5342
2018,45,1,682
2018,45,2,469
2018,45,3,4187
2018,46,0,5691
2018,46,1,1065
2018,46,2,783
2018,46,3,7017
2018,47,0,4323
2018,47,1,377
2018,47,2,733
2018,47,3,1895
2018,48,0,2484
2018,48,1,422
2018,48,2,325
2018,48,3,1083
2018,49,0,1278
2018,49,1,137
2018,49,2,120
2018,49,3,580
2018,50,0,3928
2018,50,1,675
2018,50,2,627
2018,50,3,5102
2018,51,0,3734
2018,51,1,557
2018,51,2,560
2018,51,3,3762
2018,52,0,1289
2018,52,1,147
2018,52,2,135
2018,52,3,869
2018,53,0,5421
2018,53,1,576
2018,53,2,1167
2018,53,3,3633
2018,54,0,489
2018,54,1,59
2018,54,2,68
2018,54,3,263
2018,55,0,261
2018,55,1,51
2018,55,2,53
2018,55,3,165
2018,56,0,319
2018,56,1,92
2018,56,2,89
2018,56,3,215
2018,57,0,856
2018,57,1,194
2018,57,2,155
2018,57,3,902
2018,58,0,528
2018,58,1,106
2018,58,2,129
2018,58,3,225
2018,59,0,5706
2018,59,1,680
2018,59,2,1029
2018,59,3,5682
2018,60,0,271
2018,60,1,32
2018,60,2,33
2018,60,3,165
2018,61,0,224
2018,61,1,6
2018,61,2,8
2018,61,3,65
2018,62,0,893
2018,62,1,106
2018,62,2,109
2018,62,3,337
2018,63,0,1028
2018,63,1,133
2018,63,2,165
2018,63,3,236
2018,64,0,4721
2018,64,1,476
2018,64,2,1027
2018,64,3,4558
2018,65,0,304
2018,65,1,59
2018,65,2,44
2018,65,3,197
2018,66,0,561
2018,66,1,93
2018,66,2,84
2018,66,3,447
2018,67,0,1663
2018,67,1,182
2018,67,2,203
2018,67,3,478
2018,68,0,87
2018,68,1,11
2018,68,2,19
2018,68,3,95
2018,70,0,1438
2018,70,1,178
2018,70,2,291
2018,70,3,481
2018,71,0,2588
2018,71,1,281
2018,71,2,359
2018,71,3,722
2018,72,0,2372
2018,72,1,437
2018,72,2,295
2018,72,3,900
2018,73,0,76
2018,73,1,12
2018,73,2,28
2018,73,3,50
2018,74,0,3740
2018,74,1,423
2018,74,2,492
2018,74,3,3538
2018,75,0,7371
2018,75,1,1503
2018,75,2,872
2018,75,3,5869
2018,76,0,1875
2018,76,1,112
2018,76,2,293
2018,76,3,927
2018,77,0,7345
2018,77,1,833
2018,77,2,922
2018,77,3,5362
2018,78,0,5080
2018,78,1,561
2018,78,2,842
2018,78,3,7200
2018,79,0,4061
2018,79,1,651
2018,79,2,612
2018,79,3,2334
2018,80,0,293
2018,80,1,52
2018,80,2,43
2018,80,3,115
2017,0,0,293
2017,0,1,30
2017,0,2,47
2017,0,3,84
2017,1,0,812
2017,1,1,91
2017,1,2,121
2017,1,3,231
2017,2,0,5554
2017,2,1,469
2017,2,2,619
2017,2,3,4941
2017,3,0,4966
2017,3,1,496
2017,3,2,406
2017,3,3,3787
2017,4,0,1461
2017,4,1,222
2017,4,2,219
2017,4,3,672
2017,5,0,2115
2017,5,1,294
2017,5,2,305
2017,5,3,1037
2017,6,0,1675
2017,6,1,369
2017,6,2,394
2017,6,3,2323
2017,7,0,731
2017,7,1,132
2017,7,2,111
2017,7,3,320
2017,8,0,2785
2017,8,1,320
2017,8,2,473
2017,8,3,3735
2017,9,0,8982
2017,9,1,695
2017,9,2,750
2017,9,3,6716
2017,10,0,103
2017,10,1,14
2017,10,2,19
2017,10,3,63
2017,11,0,1927
2017,11,1,137
2017,11,2,252
2017,11,3,1061
2017,12,0,2748
2017,12,1,437
2017,12,2,467
2017,12,3,2164
2017,13,0,10451
2017,13,1,1823
2017,13,2,1522
2017,13,3,7427
2017,14,0,986
2017,14,1,109
2017,14,2,112
2017,14,3,245
2017,15,0,851
2017,15,1,125
2017,15,2,137
2017,15,3,629
2017,16,0,630
2017,16,1,44
2017,16,2,99
2017,16,3,254
2017,17,0,6685
2017,17,1,644
2017,17,2,634
2017,17,3,6828
2017,18,0,2308
2017,18,1,477
2017,18,2,373
2017,18,3,806
2017,19,0,8280
2017,19,1,688
2017,19,2,1318
2017,19,3,3990
2017,20,0,328
2017,20,1,46
2017,20,2,41
2017,20,3,154
2017,21,0,2620
2017,21,1,447
2017,21,2,533
2017,21,3,3221
2017,22,0,966
2017,22,1,90
2017,22,2,141
2017,22,3,442
2017,23,0,354
2017,23,1,43
2017,23,2,38
2017,23,3,253
2017,24,0,5937
2017,24,1,444
2017,24,2,749
2017,24,3,2586
2017,25,0,9173
2017,25,1,1279
2017,25,2,1371
2017,25,3,6270
2017,26,0,11702
2017,26,1,936
2017,26,2,1154
2017,26,3,9154
2017,27,0,4658
2017,27,1,439
2017,27,2,651
2017,27,3,2298
2017,28,0,463
2017,28,1,50
2017,28,2,35
2017,28,3,338
2017,29,0,211
2017,29,1,40
2017,29,2,33
2017,29,3,101
2017,30,0,2912
2017,30,1,340
2017,30,2,335
2017,30,3,2483
2017,31,0,1639
2017,31,1,173
2017,31,2,204
2017,31,3,377
2017,32,0,9615
2017,32,1,1380
2017,32,2,1125
2017,32,3,8096
2017,33,0,251
2017,33,1,28
2017,33,2,48
2017,33,3,164
2017,35,0,5491
2017,35,1,707
2017,35,2,779
2017,35,3,3732
2017,36,0,5792
2017,36,1,746
2017,36,2,562
2017,36,3,4178
2017,37,0,8763
2017,37,1,1000
2017,37,2,950
2017,37,3,2623
2017,38,0,161
2017,38,1,27
2017,38,2,25
2017,38,3,134
2017,39,0,1139
2017,39,1,122
2017,39,2,150
2017,39,3,717
2017,40,0,2150
2017,40,1,295
2017,40,2,279
2017,40,3,2179
2017,41,0,335
2017,41,1,36
2017,41,2,53
2017,41,3,240
2017,42,0,3480
2017,42,1,290
2017,42,2,470
2017,42,3,3782
2017,43,0,4460
2017,43,1,572
2017,43,2,535
2017,43,3,2721
2017,44,0,18748
2017,44,1,1330
2017,44,2,4083
2017,44,3,12321
2017,45,0,5351
2017,45,1,551
2017,45,2,394
2017,45,3,4335
2017,46,0,4765
2017,46,1,940
2017,46,2,618
2017,46,3,6421
2017,47,0,3787
2017,47,1,350
2017,47,2,782
2017,47,3,1577
2017,48,0,2575
2017,48,1,370
2017,48,2,317
2017,48,3,1139
2017,49,0,1175
2017,49,1,145
2017,49,2,163
2017,49,3,441
2017,50,0,4985
2017,50,1,558
2017,50,2,569
2017,50,3,5003
2017,51,0,3792
2017,51,1,550
2017,51,2,550
2017,51,3,3713
2017,52,0,1077
2017,52,1,157
2017,52,2,127
2017,52,3,785
2017,53,0,5125
2017,53,1,634
2017,53,2,1427
2017,53,3,3729
2017,54,0,568
2017,54,1,58
2017,54,2,97
2017,54,3,284
2017,55,0,302
2017,55,1,64
2017,55,2,62
2017,55,3,194
2017,56,0,337
2017,56,1,60
2017,56,2,89
2017,56,3,231
2017,57,0,959
2017,57,1,174
2017,57,2,140
2017,57,3,1052
2017,58,0,585
2017,58,1,79
2017,58,2,168
2017,58,3,222
2017,59,0,5396
2017,59,1,568
2017,59,2,988
2017,59,3,5557
2017,60,0,257
2017,60,1,48
2017,60,2,37
2017,60,3,185
2017,61,0,38
2017,61,1,8
2017,61,2,7
2017,61,3,80
2017,62,0,890
2017,62,1,100
2017,62,2,118
2017,62,3,334
2017,63,0,797
2017,63,1,87
2017,63,2,135
2017,63,3,260
2017,64,0,4175
2017,64,1,419
2017,64,2,951
2017,64,3,4335
2017,65,0,290
2017,65,1,52
2017,65,2,46
2017,65,3,179
2017,66,0,377
2017,66,1,81
2017,66,2,111
2017,66,3,597
2017,67,0,1662
2017,67,1,165
2017,67,2,207
2017,67,3,380
2017,68,0,108
2017,68,1,16
2017,68,2,22
2017,68,3,71
2017,70,0,1370
2017,70,1,160
2017,70,2,278
2017,70,3,538
2017,71,0,2134
2017,71,1,237
2017,71,2,368
2017,71,3,743
2017,72,0,1943
2017,72,1,453
2017,72,2,282
2017,72,3,988
2017,73,0,109
2017,73,1,9
2017,73,2,17
2017,73,3,53
2017,74,0,3504
2017,74,1,419
2017,74,2,493
2017,74,3,3884
2017,75,0,7790
2017,75,1,1147
2017,75,2,734
2017,75,3,5909
2017,76,0,2013
2017,76,1,131
2017,76,2,281
2017,76,3,871
2017,77,0,7378
2017,77,1,602
2017,77,2,728
2017,77,3,5521
2017,78,0,5676
2017,78,1,535
2017,78,2,875
2017,78,3,6195
2017,79,0,4799
2017,79,1,570
2017,79,2,467
2017,79,3,2373
2017,80,0,257
2017,80,1,30
2017,80,2,32
2017,80,3,159
2016,0,0,230
2016,0,1,30
2016,0,2,47
2016,0,3,80
2016,1,0,735
2016,1,1,96
2016,1,2,117
2016,1,3,231
2016,2,0,5410
2016,2,1,489
2016,2,2,839
2016,2,3,5351
2016,3,0,4760
2016,3,1,519
2016,3,2,509
2016,3,3,4285
2016,4,0,1556
2016,4,1,297
2016,4,2,256
2016,4,3,839
2016,5,0,2434
2016,5,1,240
2016,5,2,327
2016,5,3,1142
2016,6,0,1861
2016,6,1,365
2016,6,2,433
2016,6,3,2736
2016,7,0,920
2016,7,1,141
2016,7,2,209
2016,7,3,334
2016,8,0,2671
2016,8,1,392
2016,8,2,469
2016,8,3,4865
2016,9,0,9342
2016,9,1,668
2016,9,2,844
2016,9,3,8289
2016,10,0,125
2016,10,1,17
2016,10,2,23
2016,10,3,65
2016,11,0,2191
2016,11,1,192
2016,11,2,272
2016,11,3,1195
2016,12,0,3216
2016,12,1,596
2016,12,2,523
2016,12,3,2894
2016,13,0,9905
2016,13,1,2103
2016,13,2,1684
2016,13,3,10384
2016,14,0,936
2016,14,1,129
2016,14,2,92
2016,14,3,350
2016,15,0,1157
2016,15,1,123
2016,15,2,194
2016,15,3,522
2016,16,0,520
2016,16,1,53
2016,16,2,51
2016,16,3,335
2016,17,0,7171
2016,17,1,760
2016,17,2,713
2016,17,3,8209
2016,18,0,2224
2016,18,1,497
2016,18,2,380
2016,18,3,1057
2016,19,0,9566
2016,19,1,738
2016,19,2,1347
2016,19,3,5257
2016,20,0,321
2016,20,1,50
2016,20,2,70
2016,20,3,171
2016,21,0,2871
2016,21,1,531
2016,21,2,561
2016,21,3,3558
2016,22,0,860
2016,22,1,130
2016,22,2,112
2016,22,3,571
2016,23,0,329
2016,23,1,60
2016,23,2,59
2016,23,3,417
2016,24,0,6213
2016,24,1,595
2016,24,2,710
2016,24,3,3335
2016,25,0,9976
2016,25,1,1442
2016,25,2,1341
2016,25,3,7876
2016,26,0,9806
2016,26,1,1136
2016,26,2,1172
2016,26,3,10848
2016,27,0,4781
2016,27,1,451
2016,27,2,663
2016,27,3,2504
2016,28,0,329
2016,28,1,40
2016,28,2,49
2016,28,3,499
2016,29,0,236
2016,29,1,32
2016,29,2,42
2016,29,3,60
2016,30,0,3152
2016,30,1,401
2016,30,2,380
2016,30,3,2764
2016,31,0,1834
2016,31,1,182
2016,31,2,244
2016,31,3,564
2016,32,0,10962
2016,32,1,1396
2016,32,2,1163
2016,32,3,10123
2016,33,0,193
2016,33,1,25
2016,33,2,45
2016,33,3,133
2016,35,0,5408
2016,35,1,766
2016,35,2,923
2016,35,3,4471
2016,36,0,5701
2016,36,1,626
2016,36,2,670
2016,36,3,5135
2016,37,0,8720
2016,37,1,1155
2016,37,2,989
2016,37,3,3616
2016,38,0,218
2016,38,1,60
2016,38,2,42
2016,38,3,158
2016,39,0,1499
2016,39,1,117
2016,39,2,167
2016,39,3,673
2016,40,0,1937
2016,40,1,284
2016,40,2,269
2016,40,3,2524
2016,41,0,334
2016,41,1,42
2016,41,2,57
2016,41,3,185
2016,42,0,4331
2016,42,1,326
2016,42,2,482
2016,42,3,4000
2016,43,0,5124
2016,43,1,507
2016,43,2,505
2016,43,3,3063
2016,44,0,18703
2016,44,1,1466
2016,44,2,4158
2016,44,3,13559
2016,45,0,5870
2016,45,1,517
2016,45,2,461
2016,45,3,5205
2016,46,0,5408
2016,46,1,881
2016,46,2,554
2016,46,3,8023
2016,47,0,3373
2016,47,1,384
2016,47,2,780
2016,47,3,1981
2016,48,0,2618
2016,48,1,454
2016,48,2,314
2016,48,3,1324
2016,49,0,1195
2016,49,1,98
2016,49,2,177
2016,49,3,474
2016,50,0,5671
2016,50,1,595
2016,50,2,598
2016,50,3,5671
2016,51,0,3725
2016,51,1,643
2016,51,2,524
2016,51,3,4726
2016,52,0,1217
2016,52,1,145
2016,52,2,153
2016,52,3,1019
2016,53,0,5614
2016,53,1,708
2016,53,2,1439
2016,53,3,4245
2016,54,0,622
2016,54,1,87
2016,54,2,101
2016,54,3,444
2016,55,0,313
2016,55,1,63
2016,55,2,54
2016,55,3,216
2016,56,0,312
2016,56,1,58
2016,56,2,91
2016,56,3,254
2016,57,0,1450
2016,57,1,188
2016,57,2,131
2016,57,3,1405
2016,58,0,820
2016,58,1,120
2016,58,2,141
2016,58,3,265
2016,59,0,5357
2016,59,1,619
2016,59,2,985
2016,59,3,6640
2016,60,0,250
2016,60,1,42
2016,60,2,44
2016,60,3,225
2016,61,0,47
2016,61,1,6
2016,61,2,6
2016,61,3,84
2016,62,0,833
2016,62,1,131
2016,62,2,106
2016,62,3,433
2016,63,0,860
2016,63,1,108
2016,63,2,103
2016,63,3,279
2016,64,0,4585
2016,64,1,477
2016,64,2,884
2016,64,3,5644
2016,65,0,383
2016,65,1,48
2016,65,2,36
2016,65,3,211
2016,66,0,544
2016,66,1,71
2016,66,2,90
2016,66,3,647
2016,67,0,1327
2016,67,1,172
2016,67,2,271
2016,67,3,454
2016,68,0,135
2016,68,1,18
2016,68,2,32
2016,68,3,58
2016,70,0,1604
2016,70,1,192
2016,70,2,256
2016,70,3,542
2016,71,0,1909
2016,71,1,251
2016,71,2,276
2016,71,3,803
2016,72,0,2757
2016,72,1,446
2016,72,2,347
2016,72,3,1197
2016,73,0,112
2016,73,1,14
2016,73,2,23
2016,73,3,38
2016,74,0,3197
2016,74,1,399
2016,74,2,493
2016,74,3,3899
2016,75,0,6788
2016,75,1,1156
2016,75,2,709
2016,75,3,8013
2016,76,0,1963
2016,76,1,120
2016,76,2,288
2016,76,3,939
2016,77,0,6898
2016,77,1,659
2016,77,2,727
2016,77,3,7096
2016,78,0,5652
2016,78,1,562
2016,78,2,778
2016,78,3,7012
2016,79,0,4886
2016,79,1,594
2016,79,2,527
2016,79,3,2910
2016,80,0,242
2016,80,1,50
2016,80,2,35
2016,80,3,113
2015,0,0,271
2015,0,1,40
2015,0,2,59
2015,0,3,119
2015,1,0,725
2015,1,1,83
2015,1,2,146
2015,1,3,303
2015,2,0,5128
2015,2,1,451
2015,2,2,1000
2015,2,3,4728
2015,3,0,4551
2015,3,1,471
2015,3,2,880
2015,3,3,3324
2015,4,0,1559
2015,4,1,258
2015,4,2,296
2015,4,3,673
2015,5,0,2308
2015,5,1,279
2015,5,2,291
2015,5,3,893
2015,6,0,1523
2015,6,1,281
2015,6,2,415
2015,6,3,2286
2015,7,0,620
2015,7,1,145
2015,7,2,116
2015,7,3,269
2015,8,0,2537
2015,8,1,357
2015,8,2,433
2015,8,3,4130
2015,9,0,9602
2015,9,1,739
2015,9,2,827
2015,9,3,8060
2015,10,0,99
2015,10,1,14
2015,10,2,11
2015,10,3,98
2015,11,0,1651
2015,11,1,161
2015,11,2,235
2015,11,3,1021
2015,12,0,3896
2015,12,1,586
2015,12,2,553
2015,12,3,2281
2015,13,0,10074
2015,13,1,1659
2015,13,2,1371
2015,13,3,7925
2015,14,0,826
2015,14,1,91
2015,14,2,89
2015,14,3,258
2015,15,0,953
2015,15,1,113
2015,15,2,157
2015,15,3,454
2015,16,0,332
2015,16,1,63
2015,16,2,49
2015,16,3,237
2015,17,0,6844
2015,17,1,709
2015,17,2,728
2015,17,3,7058
2015,18,0,2147
2015,18,1,500
2015,18,2,389
2015,18,3,1157
2015,19,0,8235
2015,19,1,738
2015,19,2,1290
2015,19,3,4558
2015,20,0,328
2015,20,1,37
2015,20,2,57
2015,20,3,165
2015,21,0,2387
2015,21,1,411
2015,21,2,527
2015,21,3,3163
2015,22,0,851
2015,22,1,104
2015,22,2,139
2015,22,3,489
2015,23,0,221
2015,23,1,42
2015,23,2,43
2015,23,3,366
2015,24,0,4416
2015,24,1,521
2015,24,2,806
2015,24,3,2668
2015,25,0,10638
2015,25,1,1078
2015,25,2,1361
2015,25,3,6401
2015,26,0,9695
2015,26,1,968
2015,26,2,1478
2015,26,3,8707
2015,27,0,4297
2015,27,1,438
2015,27,2,562
2015,27,3,2353
2015,28,0,374
2015,28,1,41
2015,28,2,57
2015,28,3,353
2015,29,0,135
2015,29,1,17
2015,29,2,31
2015,29,3,36
2015,30,0,3170
2015,30,1,334
2015,30,2,426
2015,30,3,2967
2015,31,0,2030
2015,31,1,215
2015,31,2,259
2015,31,3,539
2015,32,0,9815
2015,32,1,1164
2015,32,2,1181
2015,32,3,8331
2015,33,0,242
2015,33,1,20
2015,33,2,45
2015,33,3,204
2015,35,0,5247
2015,35,1,727
2015,35,2,908
2015,35,3,4143
2015,36,0,5195
2015,36,1,638
2015,36,2,590
2015,36,3,3698
2015,37,0,8331
2015,37,1,1065
2015,37,2,1027
2015,37,3,2847
2015,38,0,225
2015,38,1,22
2015,38,2,36
2015,38,3,141
2015,39,0,1083
2015,39,1,137
2015,39,2,168
2015,39,3,738
2015,40,0,1741
2015,40,1,274
2015,40,2,313
2015,40,3,2054
2015,41,0,188
2015,41,1,24
2015,41,2,48
2015,41,3,154
2015,42,0,3960
2015,42,1,293
2015,42,2,550
2015,42,3,3875
2015,43,0,4179
2015,43,1,422
2015,43,2,522
2015,43,3,2656
2015,44,0,17406
2015,44,1,1278
2015,44,2,4401
2015,44,3,11331
2015,45,0,5063
2015,45,1,516
2015,45,2,454
2015,45,3,4978
2015,46,0,5332
2015,46,1,847
2015,46,2,625
2015,46,3,7235
2015,47,0,3145
2015,47,1,364
2015,47,2,696
2015,47,3,1961
2015,48,0,2313
2015,48,1,439
2015,48,2,313
2015,48,3,1053
2015,49,0,811
2015,49,1,98
2015,49,2,209
2015,49,3,419
2015,50,0,4242
2015,50,1,472
2015,50,2,606
2015,50,3,4777
2015,51,0,4235
2015,51,1,533
2015,51,2,622
2015,51,3,4231
2015,52,0,1086
2015,52,1,122
2015,52,2,171
2015,52,3,798
2015,53,0,5283
2015,53,1,752
2015,53,2,1222
2015,53,3,3790
2015,54,0,509
2015,54,1,91
2015,54,2,98
2015,54,3,265
2015,55,0,339
2015,55,1,41
2015,55,2,40
2015,55,3,166
2015,56,0,245
2015,56,1,75
2015,56,2,56
2015,56,3,271
2015,57,0,1549
2015,57,1,197
2015,57,2,153
2015,57,3,1123
2015,58,0,629
2015,58,1,133
2015,58,2,116
2015,58,3,272
2015,59,0,4753
2015,59,1,666
2015,59,2,1186
2015,59,3,5827
2015,60,0,204
2015,60,1,36
2015,60,2,33
2015,60,3,223
2015,61,0,45
2015,61,1,4
2015,61,2,15
2015,61,3,111
2015,62,0,838
2015,62,1,90
2015,62,2,96
2015,62,3,319
2015,63,0,703
2015,63,1,80
2015,63,2,119
2015,63,3,247
2015,64,0,4197
2015,64,1,422
2015,64,2,845
2015,64,3,4641
2015,65,0,254
2015,65,1,47
2015,65,2,30
2015,65,3,175
2015,66,0,590
2015,66,1,71
2015,66,2,126
2015,66,3,753
2015,67,0,1450
2015,67,1,154
2015,67,2,286
2015,67,3,378
2015,68,0,82
2015,68,1,12
2015,68,2,25
2015,68,3,75
2015,70,0,1388
2015,70,1,178
2015,70,2,369
2015,70,3,475
2015,71,0,1604
2015,71,1,172
2015,71,2,293
2015,71,3,729
2015,72,0,2414
2015,72,1,446
2015,72,2,342
2015,72,3,1194
2015,73,0,93
2015,73,1,13
2015,73,2,22
2015,73,3,29
2015,74,0,4148
2015,74,1,306
2015,74,2,448
2015,74,3,3459
2015,75,0,5978
2015,75,1,1115
2015,75,2,615
2015,75,3,6023
2015,76,0,2126
2015,76,1,165
2015,76,2,250
2015,76,3,1013
2015,77,0,6414
2015,77,1,591
2015,77,2,637
2015,77,3,6673
2015,78,0,5729
2015,78,1,526
2015,78,2,876
2015,78,3,5823
2015,79,0,4283
2015,79,1,596
2015,79,2,548
2015,79,3,2482
2015,80,0,251
2015,80,1,45
2015,80,2,43
2015,80,3,120
2014,0,0,307
2014,0,1,23
2014,0,2,56
2014,0,3,81
2014,1,0,520
2014,1,1,81
2014,1,2,168
2014,1,3,249
2014,2,0,4913
2014,2,1,559
2014,2,2,1088
2014,2,3,3661
2014,3,0,4416
2014,3,1,473
2014,3,2,617
2014,3,3,3426
2014,4,0,1238
2014,4,1,265
2014,4,2,321
2014,4,3,748
2014,5,0,2358
2014,5,1,239
2014,5,2,410
2014,5,3,803
2014,6,0,1604
2014,6,1,261
2014,6,2,442
2014,6,3,1953
2014,7,0,670
2014,7,1,93
2014,7,2,111
2014,7,3,290
2014,8,0,2145
2014,8,1,323
2014,8,2,452
2014,8,3,3869
2014,9,0,8212
2014,9,1,737
2014,9,2,799
2014,9,3,7618
2014,10,0,91
2014,10,1,14
2014,10,2,36
2014,10,3,75
2014,11,0,1269
2014,11,1,133
2014,11,2,373
2014,11,3,1173
2014,12,0,2706
2014,12,1,441
2014,12,2,624
2014,12,3,1824
2014,13,0,7696
2014,13,1,1584
2014,13,2,1609
2014,13,3,6722
2014,14,0,602
2014,14,1,109
2014,14,2,108
2014,14,3,278
2014,15,0,771
2014,15,1,170
2014,15,2,197
2014,15,3,396
2014,16,0,335
2014,16,1,73
2014,16,2,50
2014,16,3,213
2014,17,0,5950
2014,17,1,662
2014,17,2,857
2014,17,3,7011
2014,18,0,1886
2014,18,1,527
2014,18,2,437
2014,18,3,1063
2014,19,0,8468
2014,19,1,764
2014,19,2,1657
2014,19,3,4001
2014,20,0,291
2014,20,1,35
2014,20,2,83
2014,20,3,137
2014,21,0,1759
2014,21,1,336
2014,21,2,533
2014,21,3,2724
2014,22,0,819
2014,22,1,105
2014,22,2,186
2014,22,3,620
2014,23,0,170
2014,23,1,46
2014,23,2,33
2014,23,3,328
2014,24,0,4741
2014,24,1,480
2014,24,2,1053
2014,24,3,2354
2014,25,0,8051
2014,25,1,1112
2014,25,2,1512
2014,25,3,5285
2014,26,0,7239
2014,26,1,881
2014,26,2,1618
2014,26,3,8771
2014,27,0,3591
2014,27,1,399
2014,27,2,674
2014,27,3,2597
2014,28,0,254
2014,28,1,47
2014,28,2,55
2014,28,3,260
2014,29,0,129
2014,29,1,20
2014,29,2,31
2014,29,3,48
2014,30,0,3046
2014,30,1,427
2014,30,2,526
2014,30,3,3026
2014,31,0,1345
2014,31,1,228
2014,31,2,311
2014,31,3,495
2014,32,0,8474
2014,32,1,978
2014,32,2,1087
2014,32,3,7221
2014,33,0,213
2014,33,1,22
2014,33,2,55
2014,33,3,151
2014,35,0,4364
2014,35,1,640
2014,35,2,965
2014,35,3,3497
2014,36,0,4553
