Year,LGAID,OSGID,Offence Count,"PSA Rate per 100,000 population","LGA Rate per 100,000 population"
2021,27,13,11,18.0,22.1
2021,27,14,1,1.6,2.0
2021,27,15,10,16.4,20.1
2021,27,16,48,78.6,96.6
2021,27,17,16,26.2,32.2
2021,27,18,1,1.6,2.0
2021,27,19,9,14.7,18.1
2021,27,20,339,555.0,681.9
2021,27,21,8,13.1,16.1
2021,27,22,3,4.9,6.0
2021,27,23,14,22.9,28.2
2021,27,24,1,1.6,2.0
2021,27,26,95,155.5,191.1
2021,27,27,67,109.7,134.8
2021,27,28,1,1.6,2.0
2021,27,29,102,167.0,205.2
2021,27,30,118,193.2,237.4
2021,27,31,59,96.6,118.7
2021,27,32,17,27.8,34.2
2021,27,33,119,194.8,239.4
2021,27,35,222,363.5,446.6
2021,27,36,33,54.0,66.4
2021,27,38,105,171.9,211.2
2021,27,39,1,1.6,2.0
2021,27,42,1,1.6,2.0
2021,27,43,4,6.5,8.0
2021,27,45,35,57.3,70.4
2021,27,46,10,16.4,20.1
2021,27,48,7,11.5,14.1
2021,27,49,4,6.5,8.0
2021,27,50,134,219.4,269.6
2021,27,52,102,167.0,205.2
2021,27,53,58,95.0,116.7
2021,27,54,1,1.6,2.0
2021,27,55,9,14.7,18.1
2021,27,56,11,18.0,22.1
2021,27,57,11,18.0,22.1
2021,27,58,3,4.9,6.0
2021,27,59,11,18.0,22.1
2021,27,60,1,1.6,2.0
2021,27,65,24,39.3,48.3
2021,27,66,1,1.6,2.0
2021,27,74,105,171.9,211.2
2021,27,75,5,8.2,10.1
2021,27,76,12,19.6,24.1
2021,27,77,19,31.1,38.2
2021,27,78,642,1051.1,1291.4
2021,27,79,33,54.0,66.4
2021,27,80,86,140.8,173.0
2021,27,81,12,19.6,24.1
2021,27,89,1,1.6,2.0
2021,27,96,3,4.9,6.0
2021,27,100,6,9.8,12.1
2021,27,101,1,1.6,2.0
2021,27,102,73,119.5,146.8
2021,27,103,2,3.3,4.0
2021,27,105,1,1.6,2.0
2021,32,107,2,3.3,17.6
2021,32,0,22,36.0,193.5
2021,32,1,4,6.5,35.2
2021,32,2,8,13.1,70.4
2021,32,3,23,37.7,202.3
2021,32,4,11,18.0,96.8
2021,32,108,28,45.8,246.3
2021,32,110,1,1.6,8.8
2021,32,5,2,3.3,17.6
2021,32,112,1,1.6,8.8
2021,32,7,5,8.2,44.0
2021,32,8,2,3.3,17.6
2021,32,9,2,3.3,17.6
2021,32,10,3,4.9,26.4
2021,32,11,5,8.2,44.0
2021,32,12,7,11.5,61.6
2021,32,13,11,18.0,96.8
2021,32,15,1,1.6,8.8
2021,32,16,6,9.8,52.8
2021,32,17,4,6.5,35.2
2021,32,19,1,1.6,8.8
2021,32,20,38,62.2,334.3
2021,32,21,2,3.3,17.6
2021,32,22,1,1.6,8.8
2021,32,23,2,3.3,17.6
2021,32,26,15,24.6,131.9
2021,32,27,13,21.3,114.4
2021,32,29,15,24.6,131.9
2021,32,30,22,36.0,193.5
2021,32,31,8,13.1,70.4
2021,32,32,6,9.8,52.8
2021,32,33,10,16.4,88.0
2021,32,35,88,144.1,774.1
2021,32,38,16,26.2,140.7
2021,32,45,1,1.6,8.8
2021,32,46,4,6.5,35.2
2021,32,49,1,1.6,8.8
2021,32,50,18,29.5,158.3
2021,32,51,3,4.9,26.4
2021,32,52,6,9.8,52.8
2021,32,53,8,13.1,70.4
2021,32,57,2,3.3,17.6
2021,32,58,1,1.6,8.8
2021,32,59,2,3.3,17.6
2021,32,65,2,3.3,17.6
2021,32,74,14,22.9,123.2
2021,32,77,3,4.9,26.4
2021,32,78,160,262.0,1407.5
2021,32,79,3,4.9,26.4
2021,32,80,19,31.1,167.1
2021,32,81,1,1.6,8.8
2021,32,91,6,9.8,52.8
2021,32,96,1,1.6,8.8
2021,32,100,1,1.6,8.8
2021,32,102,8,13.1,70.4
2021,32,103,1,1.6,8.8
2021,29,107,2,1.0,1.0
2021,29,0,131,67.9,67.9
2021,29,1,125,64.8,64.8
2021,29,2,76,39.4,39.4
2021,29,3,438,227.1,227.1
2021,29,4,304,157.6,157.6
2021,29,108,315,163.3,163.3
2021,29,109,1,0.5,0.5
2021,29,110,15,7.8,7.8
2021,29,5,46,23.8,23.8
2021,29,6,7,3.6,3.6
2021,29,112,5,2.6,2.6
2021,29,113,1,0.5,0.5
2021,29,7,34,17.6,17.6
2021,29,8,21,10.9,10.9
2021,29,9,38,19.7,19.7
2021,29,10,18,9.3,9.3
2021,29,11,80,41.5,41.5
2021,29,12,52,27.0,27.0
2021,29,13,26,13.5,13.5
2021,29,14,1,0.5,0.5
2021,29,15,26,13.5,13.5
2021,29,16,66,34.2,34.2
2021,29,17,20,10.4,10.4
2021,29,20,696,360.8,360.8
2021,29,21,45,23.3,23.3
2021,29,22,9,4.7,4.7
2021,29,23,56,29.0,29.0
2021,29,24,2,1.0,1.0
2021,29,26,609,315.7,315.7
2021,29,27,262,135.8,135.8
2021,29,28,3,1.6,1.6
2021,29,29,413,214.1,214.1
2021,29,30,1736,900.0,900.0
2021,29,31,785,407.0,407.0
2021,29,32,171,88.7,88.7
2021,29,33,341,176.8,176.8
2021,29,35,872,452.1,452.1
2021,29,36,78,40.4,40.4
2021,29,38,734,380.5,380.5
2021,29,39,19,9.9,9.9
2021,29,41,2,1.0,1.0
2021,29,42,15,7.8,7.8
2021,29,45,90,46.7,46.7
2021,29,46,31,16.1,16.1
2021,29,48,22,11.4,11.4
2021,29,49,3,1.6,1.6
2021,29,50,575,298.1,298.1
2021,29,51,3,1.6,1.6
2021,29,52,125,64.8,64.8
2021,29,53,189,98.0,98.0
2021,29,54,4,2.1,2.1
2021,29,55,13,6.7,6.7
2021,29,56,41,21.3,21.3
2021,29,57,25,13.0,13.0
2021,29,58,4,2.1,2.1
2021,29,59,25,13.0,13.0
2021,29,60,4,2.1,2.1
2021,29,61,2,1.0,1.0
2021,29,62,7,3.6,3.6
2021,29,65,47,24.4,24.4
2021,29,66,1,0.5,0.5
2021,29,70,2,1.0,1.0
2021,29,74,181,93.8,93.8
2021,29,75,9,4.7,4.7
2021,29,77,37,19.2,19.2
2021,29,78,1015,526.2,526.2
2021,29,79,74,38.4,38.4
2021,29,80,96,49.8,49.8
2021,29,81,3,1.6,1.6
2021,29,89,4,2.1,2.1
2021,29,95,2,1.0,1.0
2021,29,99,6,3.1,3.1
2021,29,101,2,1.0,1.0
2021,29,102,140,72.6,72.6
2021,29,103,2,1.0,1.0
2021,29,104,1,0.5,0.5
2021,9,107,4,3.3,3.3
2021,9,0,88,71.6,71.6
2021,9,1,100,81.3,81.3
2021,9,2,32,26.0,26.0
2021,9,3,195,158.6,158.6
2021,9,4,192,156.2,156.2
2021,9,108,160,130.1,130.1
2021,9,109,2,1.6,1.6
2021,9,110,7,5.7,5.7
2021,9,5,53,43.1,43.1
2021,9,6,10,8.1,8.1
2021,9,112,2,1.6,1.6
2021,9,113,3,2.4,2.4
2021,9,7,25,20.3,20.3
2021,9,8,33,26.8,26.8
2021,9,9,27,22.0,22.0
2021,9,10,19,15.5,15.5
2021,9,11,63,51.2,51.2
2021,9,12,51,41.5,41.5
2021,9,13,20,16.3,16.3
2021,9,14,2,1.6,1.6
2021,9,15,11,8.9,8.9
2021,9,16,47,38.2,38.2
2021,9,17,21,17.1,17.1
2021,9,20,519,422.1,422.1
2021,9,21,55,44.7,44.7
2021,9,22,17,13.8,13.8
2021,9,23,45,36.6,36.6
2021,9,24,2,1.6,1.6
2021,9,26,210,170.8,170.8
2021,9,27,135,109.8,109.8
2021,9,28,2,1.6,1.6
2021,9,29,303,246.4,246.4
2021,9,30,1345,1093.9,1093.9
2021,9,31,479,389.6,389.6
2021,9,32,183,148.8,148.8
2021,9,33,264,214.7,214.7
2021,9,35,779,633.6,633.6
2021,9,36,42,34.2,34.2
2021,9,38,406,330.2,330.2
2021,9,39,10,8.1,8.1
2021,9,41,3,2.4,2.4
2021,9,42,26,21.1,21.1
2021,9,45,54,43.9,43.9
2021,9,46,7,5.7,5.7
2021,9,48,15,12.2,12.2
2021,9,50,354,287.9,287.9
2021,9,52,58,47.2,47.2
2021,9,53,134,109.0,109.0
2021,9,54,1,0.8,0.8
2021,9,55,27,22.0,22.0
2021,9,56,30,24.4,24.4
2021,9,57,15,12.2,12.2
2021,9,58,1,0.8,0.8
2021,9,59,13,10.6,10.6
2021,9,60,4,3.3,3.3
2021,9,62,3,2.4,2.4
2021,9,63,1,0.8,0.8
2021,9,65,82,66.7,66.7
2021,9,72,1,0.8,0.8
2021,9,74,83,67.5,67.5
2021,9,75,5,4.1,4.1
2021,9,77,22,17.9,17.9
2021,9,78,656,533.6,533.6
2021,9,79,56,45.5,45.5
2021,9,80,73,59.4,59.4
2021,9,81,9,7.3,7.3
2021,9,89,4,3.3,3.3
2021,9,93,1,0.8,0.8
2021,9,94,1,0.8,0.8
2021,9,96,2,1.6,1.6
2021,9,99,4,3.3,3.3
2021,9,100,1,0.8,0.8
2021,9,102,176,143.1,143.1
2021,9,103,3,2.4,2.4
2021,58,107,2,2.5,8.0
2021,58,0,12,15.1,48.2
2021,58,1,7,8.8,28.1
2021,58,2,1,1.3,4.0
2021,58,3,19,24.0,76.3
2021,58,4,7,8.8,28.1
2021,58,108,27,34.1,108.5
2021,58,110,2,2.5,8.0
2021,58,112,1,1.3,4.0
2021,58,9,1,1.3,4.0
2021,58,11,7,8.8,28.1
2021,58,12,3,3.8,12.1
2021,58,13,2,2.5,8.0
2021,58,15,1,1.3,4.0
2021,58,16,12,15.1,48.2
2021,58,17,10,12.6,40.2
2021,58,19,4,5.0,16.1
2021,58,20,49,61.8,196.9
2021,58,23,3,3.8,12.1
2021,58,26,38,47.9,152.7
2021,58,27,30,37.8,120.5
2021,58,29,28,35.3,112.5
2021,58,30,56,70.6,225.0
2021,58,31,2,2.5,8.0
2021,58,32,2,2.5,8.0
2021,58,33,3,3.8,12.1
2021,58,35,92,116.0,369.6
2021,58,38,10,12.6,40.2
2021,58,46,7,8.8,28.1
2021,58,49,2,2.5,8.0
2021,58,50,10,12.6,40.2
2021,58,52,21,26.5,84.4
2021,58,53,3,3.8,12.1
2021,58,54,1,1.3,4.0
2021,58,57,1,1.3,4.0
2021,58,60,1,1.3,4.0
2021,58,65,5,6.3,20.1
2021,58,74,7,8.8,28.1
2021,58,77,2,2.5,8.0
2021,58,78,108,136.2,433.9
2021,58,79,1,1.3,4.0
2021,58,100,1,1.3,4.0
2021,58,102,2,2.5,8.0
2021,58,105,1,1.3,4.0
2021,61,0,8,10.1,48.5
2021,61,1,14,17.7,84.9
2021,61,2,3,3.8,18.2
2021,61,3,21,26.5,127.4
2021,61,4,10,12.6,60.7
2021,61,108,11,13.9,66.7
2021,61,110,2,2.5,12.1
2021,61,5,1,1.3,6.1
2021,61,112,1,1.3,6.1
2021,61,7,1,1.3,6.1
2021,61,9,2,2.5,12.1
2021,61,10,1,1.3,6.1
2021,61,11,4,5.0,24.3
2021,61,12,8,10.1,48.5
2021,61,13,5,6.3,30.3
2021,61,15,1,1.3,6.1
2021,61,16,3,3.8,18.2
2021,61,17,7,8.8,42.5
2021,61,19,6,7.6,36.4
2021,61,20,52,65.6,315.4
2021,61,21,9,11.4,54.6
2021,61,23,5,6.3,30.3
2021,61,26,34,42.9,206.2
2021,61,27,22,27.7,133.5
2021,61,29,31,39.1,188.0
2021,61,30,50,63.1,303.3
2021,61,31,19,24.0,115.3
2021,61,32,4,5.0,24.3
2021,61,33,12,15.1,72.8
2021,61,35,59,74.4,357.9
2021,61,36,4,5.0,24.3
2021,61,38,9,11.4,54.6
2021,61,45,3,3.8,18.2
2021,61,46,2,2.5,12.1
2021,61,50,9,11.4,54.6
2021,61,52,17,21.4,103.1
2021,61,53,4,5.0,24.3
2021,61,55,5,6.3,30.3
2021,61,56,3,3.8,18.2
2021,61,57,5,6.3,30.3
2021,61,58,4,5.0,24.3
2021,61,59,1,1.3,6.1
2021,61,62,1,1.3,6.1
2021,61,65,5,6.3,30.3
2021,61,74,12,15.1,72.8
2021,61,75,1,1.3,6.1
2021,61,77,1,1.3,6.1
2021,61,78,46,58.0,279.0
2021,61,79,3,3.8,18.2
2021,61,80,7,8.8,42.5
2021,61,81,1,1.3,6.1
2021,61,102,6,7.6,36.4
2021,67,107,2,2.5,5.3
2021,67,0,44,55.5,116.1
2021,67,1,32,40.4,84.4
2021,67,2,6,7.6,15.8
2021,67,3,59,74.4,155.6
2021,67,4,26,32.8,68.6
2021,67,108,92,116.0,242.7
2021,67,110,2,2.5,5.3
2021,67,5,9,11.4,23.7
2021,67,6,3,3.8,7.9
2021,67,112,1,1.3,2.6
2021,67,113,1,1.3,2.6
2021,67,7,10,12.6,26.4
2021,67,8,2,2.5,5.3
2021,67,9,8,10.1,21.1
2021,67,10,3,3.8,7.9
2021,67,11,26,32.8,68.6
2021,67,12,4,5.0,10.6
2021,67,13,9,11.4,23.7
2021,67,15,14,17.7,36.9
2021,67,16,19,24.0,50.1
2021,67,17,17,21.4,44.8
2021,67,19,2,2.5,5.3
2021,67,20,181,228.3,477.4
2021,67,21,5,6.3,13.2
2021,67,22,1,1.3,2.6
2021,67,23,17,21.4,44.8
2021,67,26,98,123.6,258.5
2021,67,27,43,54.2,113.4
2021,67,29,86,108.5,226.9
2021,67,30,188,237.1,495.9
2021,67,31,44,55.5,116.1
2021,67,32,15,18.9,39.6
2021,67,33,66,83.2,174.1
2021,67,35,223,281.3,588.2
2021,67,36,13,16.4,34.3
2021,67,38,62,78.2,163.5
2021,67,39,4,5.0,10.6
2021,67,40,1,1.3,2.6
2021,67,44,1,1.3,2.6
2021,67,45,16,20.2,42.2
2021,67,46,8,10.1,21.1
2021,67,48,1,1.3,2.6
2021,67,49,1,1.3,2.6
2021,67,50,91,114.8,240.0
2021,67,52,33,41.6,87.0
2021,67,53,61,76.9,160.9
2021,67,54,1,1.3,2.6
2021,67,55,2,2.5,5.3
2021,67,56,6,7.6,15.8
2021,67,57,8,10.1,21.1
2021,67,58,1,1.3,2.6
2021,67,60,1,1.3,2.6
2021,67,61,1,1.3,2.6
2021,67,62,1,1.3,2.6
2021,67,65,8,10.1,21.1
2021,67,66,1,1.3,2.6
2021,67,69,1,1.3,2.6
2021,67,74,55,69.4,145.1
2021,67,75,2,2.5,5.3
2021,67,76,1,1.3,2.6
2021,67,77,5,6.3,13.2
2021,67,78,185,233.3,488.0
2021,67,79,6,7.6,15.8
2021,67,80,37,46.7,97.6
2021,67,81,4,5.0,10.6
2021,67,102,143,180.4,377.2
2021,67,103,1,1.3,2.6
2021,46,107,5,2.9,2.9
2021,46,0,130,76.3,76.3
2021,46,1,146,85.7,85.7
2021,46,2,54,31.7,31.7
2021,46,3,303,177.8,177.8
2021,46,4,198,116.2,116.2
2021,46,108,318,186.6,186.6
2021,46,109,1,0.6,0.6
2021,46,110,5,2.9,2.9
2021,46,5,23,13.5,13.5
2021,46,6,1,0.6,0.6
2021,46,112,4,2.3,2.3
2021,46,113,2,1.2,1.2
2021,46,7,44,25.8,25.8
2021,46,8,15,8.8,8.8
2021,46,9,52,30.5,30.5
2021,46,10,8,4.7,4.7
2021,46,11,71,41.7,41.7
2021,46,12,48,28.2,28.2
2021,46,13,11,6.5,6.5
2021,46,15,11,6.5,6.5
2021,46,16,65,38.1,38.1
2021,46,17,53,31.1,31.1
2021,46,19,1,0.6,0.6
2021,46,20,696,408.4,408.4
2021,46,21,79,46.4,46.4
2021,46,22,7,4.1,4.1
2021,46,23,75,44.0,44.0
2021,46,24,1,0.6,0.6
2021,46,26,518,303.9,303.9
2021,46,27,172,100.9,100.9
2021,46,28,4,2.3,2.3
2021,46,29,188,110.3,110.3
2021,46,30,579,339.7,339.7
2021,46,31,240,140.8,140.8
2021,46,32,106,62.2,62.2
2021,46,33,173,101.5,101.5
2021,46,35,596,349.7,349.7
2021,46,36,43,25.2,25.2
2021,46,38,383,224.7,224.7
2021,46,39,12,7.0,7.0
2021,46,41,4,2.3,2.3
2021,46,42,2,1.2,1.2
2021,46,45,73,42.8,42.8
2021,46,46,39,22.9,22.9
2021,46,48,32,18.8,18.8
2021,46,49,6,3.5,3.5
2021,46,50,575,337.4,337.4
2021,46,51,1,0.6,0.6
2021,46,52,91,53.4,53.4
2021,46,53,213,125.0,125.0
2021,46,54,15,8.8,8.8
2021,46,55,58,34.0,34.0
2021,46,56,126,73.9,73.9
2021,46,57,46,27.0,27.0
2021,46,58,14,8.2,8.2
2021,46,59,10,5.9,5.9
2021,46,60,9,5.3,5.3
2021,46,61,1,0.6,0.6
2021,46,62,1,0.6,0.6
2021,46,65,58,34.0,34.0
2021,46,66,1,0.6,0.6
2021,46,69,2,1.2,1.2
2021,46,74,181,106.2,106.2
2021,46,75,8,4.7,4.7
2021,46,76,8,4.7,4.7
2021,46,77,20,11.7,11.7
2021,46,78,1373,805.6,805.6
2021,46,79,94,55.2,55.2
2021,46,80,182,106.8,106.8
2021,46,81,3,1.8,1.8
2021,46,83,1,0.6,0.6
2021,46,91,12,7.0,7.0
2021,46,94,1,0.6,0.6
2021,46,96,8,4.7,4.7
2021,46,100,1,0.6,0.6
2021,46,102,297,174.3,174.3
2021,46,103,4,2.3,2.3
2021,10,0,30,47.3,47.3
2021,10,1,30,47.3,47.3
2021,10,2,10,15.8,15.8
2021,10,3,63,99.3,99.3
2021,10,4,45,70.9,70.9
2021,10,108,63,99.3,99.3
2021,10,109,1,1.6,1.6
2021,10,110,3,4.7,4.7
2021,10,5,6,9.5,9.5
2021,10,113,1,1.6,1.6
2021,10,7,11,17.3,17.3
2021,10,8,8,12.6,12.6
2021,10,9,12,18.9,18.9
2021,10,10,6,9.5,9.5
2021,10,11,18,28.4,28.4
2021,10,12,15,23.6,23.6
2021,10,13,3,4.7,4.7
2021,10,15,4,6.3,6.3
2021,10,16,13,20.5,20.5
2021,10,17,6,9.5,9.5
2021,10,19,1,1.6,1.6
2021,10,20,146,230.1,230.1
2021,10,21,39,61.5,61.5
2021,10,22,1,1.6,1.6
2021,10,23,13,20.5,20.5
2021,10,26,61,96.1,96.1
2021,10,27,30,47.3,47.3
2021,10,29,45,70.9,70.9
2021,10,30,200,315.2,315.2
2021,10,31,72,113.5,113.5
2021,10,32,33,52.0,52.0
2021,10,33,99,156.0,156.0
2021,10,34,1,1.6,1.6
2021,10,35,278,438.1,438.1
2021,10,36,9,14.2,14.2
2021,10,38,235,370.4,370.4
2021,10,39,2,3.2,3.2
2021,10,40,1,1.6,1.6
2021,10,42,1,1.6,1.6
2021,10,45,5,7.9,7.9
2021,10,46,2,3.2,3.2
2021,10,48,1,1.6,1.6
2021,10,49,1,1.6,1.6
2021,10,50,99,156.0,156.0
2021,10,52,61,96.1,96.1
2021,10,53,17,26.8,26.8
2021,10,55,5,7.9,7.9
2021,10,56,2,3.2,3.2
2021,10,57,3,4.7,4.7
2021,10,58,1,1.6,1.6
2021,10,59,2,3.2,3.2
2021,10,60,2,3.2,3.2
2021,10,61,1,1.6,1.6
2021,10,65,19,29.9,29.9
2021,10,72,1,1.6,1.6
2021,10,74,30,47.3,47.3
2021,10,75,2,3.2,3.2
2021,10,77,2,3.2,3.2
2021,10,78,244,384.6,384.6
2021,10,79,29,45.7,45.7
2021,10,80,21,33.1,33.1
2021,10,81,1,1.6,1.6
2021,10,89,2,3.2,3.2
2021,10,93,1,1.6,1.6
2021,10,94,1,1.6,1.6
2021,10,101,4,6.3,6.3
2021,10,102,28,44.1,44.1
2021,49,0,27,89.3,228.3
2021,49,1,30,99.3,253.7
2021,49,2,8,26.5,67.6
2021,49,3,47,155.5,397.4
2021,49,4,46,152.2,388.9
2021,49,108,109,360.7,921.6
2021,49,110,1,3.3,8.5
2021,49,5,3,9.9,25.4
2021,49,7,4,13.2,33.8
2021,49,8,5,16.5,42.3
2021,49,9,9,29.8,76.1
2021,49,10,6,19.9,50.7
2021,49,11,8,26.5,67.6
2021,49,12,22,72.8,186.0
2021,49,13,6,19.9,50.7
2021,49,15,14,46.3,118.4
2021,49,16,14,46.3,118.4
2021,49,17,6,19.9,50.7
2021,49,19,2,6.6,16.9
2021,49,20,145,479.8,1226.0
2021,49,21,4,13.2,33.8
2021,49,22,2,6.6,16.9
2021,49,23,9,29.8,76.1
2021,49,26,35,115.8,295.9
2021,49,27,13,43.0,109.9
2021,49,29,22,72.8,186.0
2021,49,30,39,129.0,329.8
2021,49,31,26,86.0,219.8
2021,49,32,10,33.1,84.6
2021,49,33,28,92.6,236.7
2021,49,35,95,314.3,803.2
2021,49,36,7,23.2,59.2
2021,49,38,45,148.9,380.5
2021,49,39,2,6.6,16.9
2021,49,42,3,9.9,25.4
2021,49,45,8,26.5,67.6
2021,49,46,9,29.8,76.1
2021,49,49,9,29.8,76.1
2021,49,50,111,367.3,938.5
2021,49,52,42,139.0,355.1
2021,49,53,34,112.5,287.5
2021,49,54,1,3.3,8.5
2021,49,55,2,6.6,16.9
2021,49,56,6,19.9,50.7
2021,49,57,31,102.6,262.1
2021,49,58,10,33.1,84.6
2021,49,59,2,6.6,16.9
2021,49,65,4,13.2,33.8
2021,49,74,52,172.1,439.7
2021,49,75,4,13.2,33.8
2021,49,76,3,9.9,25.4
2021,49,77,126,416.9,1065.4
2021,49,78,131,433.4,1107.6
2021,49,79,28,92.6,236.7
2021,49,80,67,221.7,566.5
2021,49,81,42,139.0,355.1
2021,49,95,1,3.3,8.5
2021,49,96,3,9.9,25.4
2021,49,99,1,3.3,8.5
2021,49,102,12,39.7,101.5
2021,70,107,2,6.6,16.8
2021,70,0,14,46.3,117.8
2021,70,1,23,76.1,193.5
2021,70,2,10,33.1,84.1
2021,70,3,55,182.0,462.7
2021,70,4,42,139.0,353.4
2021,70,108,52,172.1,437.5
2021,70,110,2,6.6,16.8
2021,70,7,5,16.5,42.1
2021,70,8,4,13.2,33.7
2021,70,9,3,9.9,25.2
2021,70,10,2,6.6,16.8
2021,70,11,9,29.8,75.7
2021,70,12,11,36.4,92.5
2021,70,13,7,23.2,58.9
2021,70,15,4,13.2,33.7
2021,70,16,10,33.1,84.1
2021,70,17,5,16.5,42.1
2021,70,19,13,43.0,109.4
2021,70,20,82,271.3,689.9
2021,70,21,3,9.9,25.2
2021,70,22,1,3.3,8.4
2021,70,23,7,23.2,58.9
2021,70,26,35,115.8,294.5
2021,70,27,23,76.1,193.5
2021,70,29,15,49.6,126.2
2021,70,30,16,52.9,134.6
2021,70,31,14,46.3,117.8
2021,70,32,1,3.3,8.4
2021,70,33,20,66.2,168.3
2021,70,35,66,218.4,555.3
2021,70,36,2,6.6,16.8
2021,70,38,12,39.7,101.0
2021,70,39,3,9.9,25.2
2021,70,45,6,19.9,50.5
2021,70,46,4,13.2,33.7
2021,70,48,2,6.6,16.8
2021,70,49,5,16.5,42.1
2021,70,50,120,397.0,1009.6
2021,70,52,21,69.5,176.7
2021,70,53,37,122.4,311.3
2021,70,54,1,3.3,8.4
2021,70,55,1,3.3,8.4
2021,70,56,4,13.2,33.7
2021,70,57,20,66.2,168.3
2021,70,58,6,19.9,50.5
2021,70,59,1,3.3,8.4
2021,70,61,3,9.9,25.2
2021,70,65,10,33.1,84.1
2021,70,66,5,16.5,42.1
2021,70,74,33,109.2,277.6
2021,70,75,6,19.9,50.5
2021,70,76,1,3.3,8.4
2021,70,77,6,19.9,50.5
2021,70,78,144,476.5,1211.5
2021,70,79,4,13.2,33.7
2021,70,80,48,158.8,403.8
2021,70,81,1,3.3,8.4
2021,70,102,30,99.3,252.4
2021,70,103,2,6.6,16.8
2021,78,0,3,9.9,46.1
2021,78,1,8,26.5,122.9
2021,78,2,2,6.6,30.7
2021,78,3,17,56.2,261.1
2021,78,4,17,56.2,261.1
2021,78,108,19,62.9,291.9
2021,78,109,1,3.3,15.4
2021,78,112,1,3.3,15.4
2021,78,7,1,3.3,15.4
2021,78,8,5,16.5,76.8
2021,78,9,4,13.2,61.4
2021,78,10,4,13.2,61.4
2021,78,11,9,29.8,138.2
2021,78,12,2,6.6,30.7
2021,78,15,1,3.3,15.4
2021,78,16,4,13.2,61.4
2021,78,17,3,9.9,46.1
2021,78,19,2,6.6,30.7
2021,78,20,43,142.3,660.5
2021,78,21,4,13.2,61.4
2021,78,22,1,3.3,15.4
2021,78,26,19,62.9,291.9
2021,78,27,4,13.2,61.4
2021,78,29,5,16.5,76.8
2021,78,30,6,19.9,92.2
2021,78,31,4,13.2,61.4
2021,78,32,1,3.3,15.4
2021,78,33,6,19.9,92.2
2021,78,35,29,96.0,445.5
2021,78,36,1,3.3,15.4
2021,78,38,8,26.5,122.9
2021,78,45,3,9.9,46.1
2021,78,49,1,3.3,15.4
2021,78,50,12,39.7,184.3
2021,78,52,3,9.9,46.1
2021,78,53,8,26.5,122.9
2021,78,56,1,3.3,15.4
2021,78,57,13,43.0,199.7
2021,78,65,2,6.6,30.7
2021,78,74,3,9.9,46.1
2021,78,75,1,3.3,15.4
2021,78,77,5,16.5,76.8
2021,78,78,47,155.5,722.0
2021,78,79,10,33.1,153.6
2021,78,80,11,36.4,169.0
2021,78,81,1,3.3,15.4
2021,78,102,20,66.2,307.2
2021,47,107,2,1.9,1.9
2021,47,0,138,133.4,133.4
2021,47,1,237,229.1,229.1
2021,47,2,68,65.7,65.7
2021,47,3,263,254.3,254.3
2021,47,4,370,357.7,357.7
2021,47,108,279,269.7,269.7
2021,47,109,4,3.9,3.9
2021,47,110,17,16.4,16.4
2021,47,5,52,50.3,50.3
2021,47,6,10,9.7,9.7
2021,47,112,2,1.9,1.9
2021,47,113,1,1.0,1.0
2021,47,7,34,32.9,32.9
2021,47,8,26,25.1,25.1
2021,47,9,38,36.7,36.7
2021,47,10,19,18.4,18.4
2021,47,11,34,32.9,32.9
2021,47,12,80,77.3,77.3
2021,47,13,9,8.7,8.7
2021,47,15,32,30.9,30.9
2021,47,16,48,46.4,46.4
2021,47,17,30,29.0,29.0
2021,47,19,1,1.0,1.0
2021,47,20,701,677.7,677.7
2021,47,21,74,71.5,71.5
2021,47,22,20,19.3,19.3
2021,47,23,86,83.1,83.1
2021,47,24,4,3.9,3.9
2021,47,26,507,490.1,490.1
2021,47,27,318,307.4,307.4
2021,47,28,4,3.9,3.9
2021,47,29,501,484.3,484.3
2021,47,30,1828,1767.2,1767.2
2021,47,31,356,344.2,344.2
2021,47,32,594,574.3,574.3
2021,47,33,436,421.5,421.5
2021,47,35,1198,1158.2,1158.2
2021,47,36,51,49.3,49.3
2021,47,38,666,643.9,643.9
2021,47,39,33,31.9,31.9
2021,47,42,17,16.4,16.4
2021,47,44,1,1.0,1.0
2021,47,45,124,119.9,119.9
2021,47,46,5,4.8,4.8
2021,47,48,24,23.2,23.2
2021,47,49,7,6.8,6.8
2021,47,50,651,629.4,629.4
2021,47,51,3,2.9,2.9
2021,47,52,79,76.4,76.4
2021,47,53,188,181.8,181.8
2021,47,54,5,4.8,4.8
2021,47,55,42,40.6,40.6
2021,47,56,111,107.3,107.3
2021,47,57,71,68.6,68.6
2021,47,58,12,11.6,11.6
2021,47,59,60,58.0,58.0
2021,47,60,5,4.8,4.8
2021,47,61,3,2.9,2.9
2021,47,62,5,4.8,4.8
2021,47,63,1,1.0,1.0
2021,47,65,69,66.7,66.7
2021,47,66,1,1.0,1.0
2021,47,72,3,2.9,2.9
2021,47,74,141,136.3,136.3
2021,47,75,7,6.8,6.8
2021,47,76,9,8.7,8.7
2021,47,77,39,37.7,37.7
2021,47,78,749,724.1,724.1
2021,47,79,184,177.9,177.9
2021,47,80,198,191.4,191.4
2021,47,81,17,16.4,16.4
2021,47,88,3,2.9,2.9
2021,47,89,6,5.8,5.8
2021,47,91,32,30.9,30.9
2021,47,93,1,1.0,1.0
2021,47,96,7,6.8,6.8
2021,47,100,3,2.9,2.9
