Year,LGAID,OSGID,Offence Count,"PSA Rate per 100,000 population","LGA Rate per 100,000 population"
2023,50,107,2,1.6,1.7
2023,50,0,131,104.3,111.1
2023,50,1,147,117.0,124.6
2023,50,2,35,27.9,29.7
2023,50,3,258,205.3,218.7
2023,50,4,219,174.3,185.7
2023,50,108,398,316.8,337.4
2023,50,109,3,2.4,2.5
2023,50,110,12,9.6,10.2
2023,50,5,30,23.9,25.4
2023,50,6,4,3.2,3.4
2023,50,112,5,4.0,4.2
2023,50,113,1,0.8,0.8
2023,50,7,27,21.5,22.9
2023,50,8,10,8.0,8.5
2023,50,9,27,21.5,22.9
2023,50,10,7,5.6,5.9
2023,50,11,38,30.2,32.2
2023,50,12,31,24.7,26.3
2023,50,13,56,44.6,47.5
2023,50,15,20,15.9,17.0
2023,50,16,83,66.1,70.4
2023,50,17,93,74.0,78.8
2023,50,19,10,8.0,8.5
2023,50,20,839,667.7,711.3
2023,50,21,80,63.7,67.8
2023,50,22,5,4.0,4.2
2023,50,23,132,105.1,111.9
2023,50,25,1,0.8,0.8
2023,50,26,506,402.7,429.0
2023,50,27,319,253.9,270.4
2023,50,28,2,1.6,1.7
2023,50,29,587,467.2,497.6
2023,50,30,1533,1220.1,1299.6
2023,50,31,730,581.0,618.9
2023,50,32,100,79.6,84.8
2023,50,33,404,321.5,342.5
2023,50,35,1069,850.8,906.3
2023,50,36,89,70.8,75.5
2023,50,38,357,284.1,302.7
2023,50,39,15,11.9,12.7
2023,50,42,4,3.2,3.4
2023,50,44,2,1.6,1.7
2023,50,45,33,26.3,28.0
2023,50,46,16,12.7,13.6
2023,50,48,5,4.0,4.2
2023,50,49,2,1.6,1.7
2023,50,50,341,271.4,289.1
2023,50,52,132,105.1,111.9
2023,50,53,180,143.3,152.6
2023,50,54,3,2.4,2.5
2023,50,55,23,18.3,19.5
2023,50,56,69,54.9,58.5
2023,50,57,36,28.7,30.5
2023,50,58,7,5.6,5.9
2023,50,59,29,23.1,24.6
2023,50,60,17,13.5,14.4
2023,50,61,3,2.4,2.5
2023,50,62,1,0.8,0.8
2023,50,65,37,29.4,31.4
2023,50,69,1,0.8,0.8
2023,50,72,2,1.6,1.7
2023,50,74,275,218.9,233.1
2023,50,75,9,7.2,7.6
2023,50,76,10,8.0,8.5
2023,50,77,112,89.1,95.0
2023,50,78,1414,1125.4,1198.8
2023,50,79,70,55.7,59.3
2023,50,80,403,320.7,341.7
2023,50,81,47,37.4,39.8
2023,50,88,1,0.8,0.8
2023,50,93,1,0.8,0.8
2023,50,96,6,4.8,5.1
2023,50,100,2,1.6,1.7
2023,50,101,2,1.6,1.7
2023,50,103,2,1.6,1.7
2023,50,104,4,3.2,3.4
2023,71,0,4,3.2,52.0
2023,71,1,10,8.0,130.0
2023,71,2,2,1.6,26.0
2023,71,3,8,6.4,104.0
2023,71,4,8,6.4,104.0
2023,71,108,12,9.6,156.0
2023,71,112,1,0.8,13.0
2023,71,10,1,0.8,13.0
2023,71,12,4,3.2,52.0
2023,71,13,1,0.8,13.0
2023,71,15,1,0.8,13.0
2023,71,16,6,4.8,78.0
2023,71,17,7,5.6,91.0
2023,71,18,4,3.2,52.0
2023,71,19,10,8.0,130.0
2023,71,20,29,23.1,376.9
2023,71,23,1,0.8,13.0
2023,71,26,22,17.5,286.0
2023,71,27,8,6.4,104.0
2023,71,29,20,15.9,260.0
2023,71,30,22,17.5,286.0
2023,71,31,8,6.4,104.0
2023,71,32,1,0.8,13.0
2023,71,33,6,4.8,78.0
2023,71,35,62,49.3,805.9
2023,71,36,1,0.8,13.0
2023,71,38,10,8.0,130.0
2023,71,46,3,2.4,39.0
2023,71,50,2,1.6,26.0
2023,71,52,12,9.6,156.0
2023,71,53,9,7.2,117.0
2023,71,55,5,4.0,65.0
2023,71,57,2,1.6,26.0
2023,71,65,4,3.2,52.0
2023,71,74,5,4.0,65.0
2023,71,77,1,0.8,13.0
2023,71,78,52,41.4,675.9
2023,71,79,1,0.8,13.0
2023,71,102,2,1.6,26.0
2023,71,105,2,1.6,26.0
2023,0,107,2,1.6,1.6
2023,0,0,76,58.9,58.9
2023,0,1,106,82.2,82.2
2023,0,2,57,44.2,44.2
2023,0,3,148,114.7,114.7
2023,0,4,230,178.3,178.3
2023,0,108,138,107.0,107.0
2023,0,109,5,3.9,3.9
2023,0,110,5,3.9,3.9
2023,0,5,48,37.2,37.2
2023,0,6,10,7.8,7.8
2023,0,112,7,5.4,5.4
2023,0,113,4,3.1,3.1
2023,0,7,33,25.6,25.6
2023,0,8,17,13.2,13.2
2023,0,9,37,28.7,28.7
2023,0,10,15,11.6,11.6
2023,0,11,56,43.4,43.4
2023,0,12,48,37.2,37.2
2023,0,13,14,10.9,10.9
2023,0,15,21,16.3,16.3
2023,0,16,39,30.2,30.2
2023,0,17,30,23.3,23.3
2023,0,19,1,0.8,0.8
2023,0,20,549,425.5,425.5
2023,0,21,88,68.2,68.2
2023,0,22,6,4.7,4.7
2023,0,23,112,86.8,86.8
2023,0,24,4,3.1,3.1
2023,0,26,279,216.2,216.2
2023,0,27,176,136.4,136.4
2023,0,29,319,247.2,247.2
2023,0,30,820,635.6,635.6
2023,0,31,404,313.1,313.1
2023,0,32,46,35.7,35.7
2023,0,33,299,231.7,231.7
2023,0,35,664,514.6,514.6
2023,0,36,80,62.0,62.0
2023,0,38,266,206.2,206.2
2023,0,39,5,3.9,3.9
2023,0,42,16,12.4,12.4
2023,0,45,74,57.4,57.4
2023,0,46,14,10.9,10.9
2023,0,48,31,24.0,24.0
2023,0,49,6,4.7,4.7
2023,0,50,421,326.3,326.3
2023,0,51,60,46.5,46.5
2023,0,52,73,56.6,56.6
2023,0,53,162,125.6,125.6
2023,0,54,1,0.8,0.8
2023,0,55,18,14.0,14.0
2023,0,56,6,4.7,4.7
2023,0,57,26,20.2,20.2
2023,0,58,7,5.4,5.4
2023,0,59,33,25.6,25.6
2023,0,60,2,1.6,1.6
2023,0,61,6,4.7,4.7
2023,0,62,4,3.1,3.1
2023,0,65,62,48.1,48.1
2023,0,72,1,0.8,0.8
2023,0,73,1,0.8,0.8
2023,0,74,105,81.4,81.4
2023,0,75,8,6.2,6.2
2023,0,76,16,12.4,12.4
2023,0,77,37,28.7,28.7
2023,0,78,738,572.0,572.0
2023,0,79,55,42.6,42.6
2023,0,80,723,560.4,560.4
2023,0,81,85,65.9,65.9
2023,0,89,5,3.9,3.9
2023,0,92,2,1.6,1.6
2023,0,96,1,0.8,0.8
2023,0,100,2,1.6,1.6
2023,0,101,3,2.3,2.3
2023,0,102,1,0.8,0.8
2023,0,103,2,1.6,1.6
2023,0,105,1,0.8,0.8
2023,15,107,2,2.7,4.7
2023,15,0,73,99.1,170.9
2023,15,1,64,86.9,149.9
2023,15,2,18,24.4,42.1
2023,15,3,158,214.5,370.0
2023,15,4,76,103.2,178.0
2023,15,108,133,180.6,311.4
2023,15,5,6,8.1,14.0
2023,15,112,2,2.7,4.7
2023,15,7,18,24.4,42.1
2023,15,8,8,10.9,18.7
2023,15,9,19,25.8,44.5
2023,15,10,12,16.3,28.1
2023,15,11,33,44.8,77.3
2023,15,12,26,35.3,60.9
2023,15,13,8,10.9,18.7
2023,15,15,10,13.6,23.4
2023,15,16,34,46.2,79.6
2023,15,17,12,16.3,28.1
2023,15,19,2,2.7,4.7
2023,15,20,273,370.7,639.3
2023,15,21,19,25.8,44.5
2023,15,22,5,6.8,11.7
2023,15,23,19,25.8,44.5
2023,15,26,128,173.8,299.7
2023,15,27,82,111.3,192.0
2023,15,28,1,1.4,2.3
2023,15,29,91,123.6,213.1
2023,15,30,170,230.8,398.1
2023,15,31,120,162.9,281.0
2023,15,32,28,38.0,65.6
2023,15,33,30,40.7,70.2
2023,15,35,210,285.1,491.7
2023,15,36,5,6.8,11.7
2023,15,38,77,104.5,180.3
2023,15,39,2,2.7,4.7
2023,15,44,2,2.7,4.7
2023,15,45,10,13.6,23.4
2023,15,46,6,8.1,14.0
2023,15,48,5,6.8,11.7
2023,15,49,4,5.4,9.4
2023,15,50,94,127.6,220.1
2023,15,52,23,31.2,53.9
2023,15,53,42,57.0,98.3
2023,15,54,1,1.4,2.3
2023,15,55,12,16.3,28.1
2023,15,56,6,8.1,14.0
2023,15,57,25,33.9,58.5
2023,15,58,3,4.1,7.0
2023,15,59,2,2.7,4.7
2023,15,60,1,1.4,2.3
2023,15,65,48,65.2,112.4
2023,15,72,2,2.7,4.7
2023,15,74,47,63.8,110.1
2023,15,75,2,2.7,4.7
2023,15,76,3,4.1,7.0
2023,15,77,1,1.4,2.3
2023,15,78,504,684.3,1180.2
2023,15,79,32,43.4,74.9
2023,15,80,101,137.1,236.5
2023,15,81,3,4.1,7.0
2023,15,93,1,1.4,2.3
2023,15,96,1,1.4,2.3
2023,15,100,1,1.4,2.3
2023,15,104,1,1.4,2.3
2023,31,107,7,9.5,22.6
2023,31,0,54,73.3,174.5
2023,31,1,37,50.2,119.6
2023,31,2,2,2.7,6.5
2023,31,3,99,134.4,319.9
2023,31,4,39,53.0,126.0
2023,31,108,108,146.6,349.0
2023,31,5,3,4.1,9.7
2023,31,113,1,1.4,3.2
2023,31,7,12,16.3,38.8
2023,31,8,7,9.5,22.6
2023,31,9,10,13.6,32.3
2023,31,10,4,5.4,12.9
2023,31,11,24,32.6,77.6
2023,31,12,18,24.4,58.2
2023,31,13,2,2.7,6.5
2023,31,14,1,1.4,3.2
2023,31,15,6,8.1,19.4
2023,31,16,28,38.0,90.5
2023,31,17,7,9.5,22.6
2023,31,18,1,1.4,3.2
2023,31,19,4,5.4,12.9
2023,31,20,191,259.3,617.2
2023,31,21,4,5.4,12.9
2023,31,22,4,5.4,12.9
2023,31,23,1,1.4,3.2
2023,31,26,92,124.9,297.3
2023,31,27,103,139.8,332.8
2023,31,28,1,1.4,3.2
2023,31,29,74,100.5,239.1
2023,31,30,82,111.3,265.0
2023,31,31,36,48.9,116.3
2023,31,33,35,47.5,113.1
2023,31,35,161,218.6,520.2
2023,31,36,9,12.2,29.1
2023,31,38,83,112.7,268.2
2023,31,39,1,1.4,3.2
2023,31,45,7,9.5,22.6
2023,31,46,1,1.4,3.2
2023,31,48,1,1.4,3.2
2023,31,50,102,138.5,329.6
2023,31,52,20,27.2,64.6
2023,31,53,30,40.7,96.9
2023,31,54,1,1.4,3.2
2023,31,55,4,5.4,12.9
2023,31,56,5,6.8,16.2
2023,31,57,13,17.7,42.0
2023,31,58,1,1.4,3.2
2023,31,60,1,1.4,3.2
2023,31,65,9,12.2,29.1
2023,31,72,1,1.4,3.2
2023,31,74,26,35.3,84.0
2023,31,75,2,2.7,6.5
2023,31,76,1,1.4,3.2
2023,31,77,8,10.9,25.9
2023,31,78,389,528.2,1257.0
2023,31,79,25,33.9,80.8
2023,31,80,256,347.6,827.2
2023,31,81,3,4.1,9.7
2023,31,91,2,2.7,6.5
2023,31,93,1,1.4,3.2
2023,31,94,1,1.4,3.2
2023,31,100,1,1.4,3.2
2023,31,103,2,2.7,6.5
2023,16,107,2,3.3,3.3
2023,16,0,97,159.9,159.9
2023,16,1,82,135.2,135.2
2023,16,2,25,41.2,41.2
2023,16,3,180,296.7,296.7
2023,16,4,143,235.7,235.7
2023,16,108,187,308.3,308.3
2023,16,5,13,21.4,21.4
2023,16,6,3,4.9,4.9
2023,16,112,5,8.2,8.2
2023,16,7,19,31.3,31.3
2023,16,8,21,34.6,34.6
2023,16,9,23,37.9,37.9
2023,16,10,8,13.2,13.2
2023,16,11,49,80.8,80.8
2023,16,12,35,57.7,57.7
2023,16,13,13,21.4,21.4
2023,16,15,14,23.1,23.1
2023,16,16,39,64.3,64.3
2023,16,17,29,47.8,47.8
2023,16,19,3,4.9,4.9
2023,16,20,361,595.1,595.1
2023,16,21,28,46.2,46.2
2023,16,22,5,8.2,8.2
2023,16,23,39,64.3,64.3
2023,16,24,1,1.6,1.6
2023,16,26,125,206.1,206.1
2023,16,27,106,174.7,174.7
2023,16,29,135,222.6,222.6
2023,16,30,339,558.9,558.9
2023,16,31,178,293.4,293.4
2023,16,32,16,26.4,26.4
2023,16,33,85,140.1,140.1
2023,16,35,294,484.7,484.7
2023,16,36,21,34.6,34.6
2023,16,38,171,281.9,281.9
2023,16,39,6,9.9,9.9
2023,16,42,1,1.6,1.6
2023,16,45,29,47.8,47.8
2023,16,46,6,9.9,9.9
2023,16,48,20,33.0,33.0
2023,16,49,1,1.6,1.6
2023,16,50,185,305.0,305.0
2023,16,52,56,92.3,92.3
2023,16,53,74,122.0,122.0
2023,16,54,2,3.3,3.3
2023,16,55,32,52.8,52.8
2023,16,56,20,33.0,33.0
2023,16,57,25,41.2,41.2
2023,16,58,6,9.9,9.9
2023,16,59,3,4.9,4.9
2023,16,60,5,8.2,8.2
2023,16,65,45,74.2,74.2
2023,16,66,1,1.6,1.6
2023,16,72,1,1.6,1.6
2023,16,74,117,192.9,192.9
2023,16,75,9,14.8,14.8
2023,16,76,1,1.6,1.6
2023,16,77,7,11.5,11.5
2023,16,78,776,1279.3,1279.3
2023,16,79,53,87.4,87.4
2023,16,80,108,178.0,178.0
2023,16,81,1,1.6,1.6
2023,16,89,4,6.6,6.6
2023,16,92,1,1.6,1.6
2023,16,96,2,3.3,3.3
2023,16,101,1,1.6,1.6
2023,16,103,3,4.9,4.9
2023,17,0,39,96.2,269.1
2023,17,1,22,54.3,151.8
2023,17,2,9,22.2,62.1
2023,17,3,36,88.8,248.4
2023,17,4,34,83.9,234.6
2023,17,108,35,86.4,241.5
2023,17,109,1,2.5,6.9
2023,17,110,1,2.5,6.9
2023,17,5,4,9.9,27.6
2023,17,6,1,2.5,6.9
2023,17,112,2,4.9,13.8
2023,17,7,6,14.8,41.4
2023,17,8,2,4.9,13.8
2023,17,9,7,17.3,48.3
2023,17,10,4,9.9,27.6
2023,17,11,15,37.0,103.5
2023,17,12,8,19.7,55.2
2023,17,13,5,12.3,34.5
2023,17,15,2,4.9,13.8
2023,17,16,8,19.7,55.2
2023,17,17,8,19.7,55.2
2023,17,19,3,7.4,20.7
2023,17,20,108,266.5,745.2
2023,17,21,11,27.1,75.9
2023,17,22,1,2.5,6.9
2023,17,23,4,9.9,27.6
2023,17,26,58,143.1,400.2
2023,17,27,48,118.5,331.2
2023,17,29,20,49.4,138.0
2023,17,30,84,207.3,579.6
2023,17,31,27,66.6,186.3
2023,17,32,11,27.1,75.9
2023,17,33,33,81.4,227.7
2023,17,35,113,278.9,779.7
2023,17,36,8,19.7,55.2
2023,17,38,84,207.3,579.6
2023,17,39,4,9.9,27.6
2023,17,45,8,19.7,55.2
2023,17,46,4,9.9,27.6
2023,17,48,1,2.5,6.9
2023,17,50,98,241.9,676.2
2023,17,52,24,59.2,165.6
2023,17,53,23,56.8,158.7
2023,17,54,2,4.9,13.8
2023,17,55,5,12.3,34.5
2023,17,56,4,9.9,27.6
2023,17,57,3,7.4,20.7
2023,17,58,4,9.9,27.6
2023,17,59,5,12.3,34.5
2023,17,60,2,4.9,13.8
2023,17,61,2,4.9,13.8
2023,17,65,43,106.1,296.7
2023,17,72,1,2.5,6.9
2023,17,74,47,116.0,324.3
2023,17,75,3,7.4,20.7
2023,17,77,11,27.1,75.9
2023,17,78,267,658.9,1842.3
2023,17,79,6,14.8,41.4
2023,17,80,70,172.8,483.0
2023,17,81,7,17.3,48.3
2023,17,96,1,2.5,6.9
2023,17,100,2,4.9,13.8
2023,17,101,5,12.3,34.5
2023,17,105,1,2.5,6.9
2023,25,0,7,17.3,66.7
2023,25,1,11,27.1,104.8
2023,25,2,4,9.9,38.1
2023,25,3,22,54.3,209.6
2023,25,4,15,37.0,142.9
2023,25,108,19,46.9,181.0
2023,25,7,1,2.5,9.5
2023,25,8,10,24.7,95.3
2023,25,9,1,2.5,9.5
2023,25,10,2,4.9,19.1
2023,25,11,6,14.8,57.2
2023,25,12,1,2.5,9.5
2023,25,16,4,9.9,38.1
2023,25,17,4,9.9,38.1
2023,25,19,2,4.9,19.1
2023,25,20,64,157.9,609.8
2023,25,21,18,44.4,171.5
2023,25,22,2,4.9,19.1
2023,25,23,3,7.4,28.6
2023,25,26,15,37.0,142.9
2023,25,27,5,12.3,47.6
2023,25,29,20,49.4,190.6
2023,25,30,15,37.0,142.9
2023,25,31,3,7.4,28.6
2023,25,32,4,9.9,38.1
2023,25,33,3,7.4,28.6
2023,25,35,41,101.2,390.7
2023,25,38,102,251.7,971.9
2023,25,39,2,4.9,19.1
2023,25,45,4,9.9,38.1
2023,25,50,15,37.0,142.9
2023,25,52,18,44.4,171.5
2023,25,53,8,19.7,76.2
2023,25,55,3,7.4,28.6
2023,25,56,2,4.9,19.1
2023,25,57,5,12.3,47.6
2023,25,58,2,4.9,19.1
2023,25,61,2,4.9,19.1
2023,25,65,2,4.9,19.1
2023,25,66,1,2.5,9.5
2023,25,72,1,2.5,9.5
2023,25,74,8,19.7,76.2
2023,25,77,15,37.0,142.9
2023,25,78,61,150.5,581.2
2023,25,79,26,64.2,247.7
2023,25,80,8,19.7,76.2
2023,25,81,2,4.9,19.1
2023,25,82,1,2.5,9.5
2023,25,91,5,12.3,47.6
2023,25,100,1,2.5,9.5
2023,25,101,2,4.9,19.1
2023,25,103,1,2.5,9.5
2023,25,105,2,4.9,19.1
2023,30,0,11,27.1,70.8
2023,30,1,6,14.8,38.6
2023,30,2,5,12.3,32.2
2023,30,3,37,91.3,238.2
2023,30,4,28,69.1,180.3
2023,30,108,26,64.2,167.4
2023,30,110,1,2.5,6.4
2023,30,7,2,4.9,12.9
2023,30,8,3,7.4,19.3
2023,30,9,6,14.8,38.6
2023,30,10,2,4.9,12.9
2023,30,11,7,17.3,45.1
2023,30,12,8,19.7,51.5
2023,30,13,1,2.5,6.4
2023,30,15,4,9.9,25.8
2023,30,16,5,12.3,32.2
2023,30,17,2,4.9,12.9
2023,30,19,5,12.3,32.2
2023,30,20,84,207.3,540.8
2023,30,21,9,22.2,57.9
2023,30,22,2,4.9,12.9
2023,30,23,1,2.5,6.4
2023,30,24,1,2.5,6.4
2023,30,26,41,101.2,264.0
2023,30,27,35,86.4,225.3
2023,30,29,34,83.9,218.9
2023,30,30,44,108.6,283.3
2023,30,31,15,37.0,96.6
2023,30,32,1,2.5,6.4
2023,30,33,19,46.9,122.3
2023,30,35,85,209.8,547.2
2023,30,36,2,4.9,12.9
2023,30,38,50,123.4,321.9
2023,30,39,2,4.9,12.9
2023,30,45,16,39.5,103.0
2023,30,46,6,14.8,38.6
2023,30,50,45,111.1,289.7
2023,30,52,24,59.2,154.5
2023,30,53,17,42.0,109.4
2023,30,54,1,2.5,6.4
2023,30,56,1,2.5,6.4
2023,30,57,2,4.9,12.9
2023,30,58,1,2.5,6.4
2023,30,65,11,27.1,70.8
2023,30,74,5,12.3,32.2
2023,30,75,1,2.5,6.4
2023,30,77,3,7.4,19.3
2023,30,78,61,150.5,392.7
2023,30,79,17,42.0,109.4
2023,30,80,14,34.6,90.1
2023,30,81,1,2.5,6.4
2023,30,91,3,7.4,19.3
2023,30,101,9,22.2,57.9
2023,30,103,2,4.9,12.9
2023,59,107,2,1.6,1.6
2023,59,0,175,140.8,140.8
2023,59,1,182,146.4,146.4
2023,59,2,61,49.1,49.1
2023,59,3,317,255.0,255.0
2023,59,4,255,205.2,205.2
2023,59,108,558,448.9,448.9
2023,59,109,3,2.4,2.4
2023,59,110,3,2.4,2.4
2023,59,5,17,13.7,13.7
2023,59,6,2,1.6,1.6
2023,59,112,4,3.2,3.2
2023,59,7,12,9.7,9.7
2023,59,8,26,20.9,20.9
2023,59,9,31,24.9,24.9
2023,59,10,10,8.0,8.0
2023,59,11,78,62.8,62.8
2023,59,12,51,41.0,41.0
2023,59,13,113,90.9,90.9
2023,59,15,42,33.8,33.8
2023,59,16,81,65.2,65.2
2023,59,17,72,57.9,57.9
2023,59,18,6,4.8,4.8
2023,59,19,16,12.9,12.9
2023,59,20,835,671.8,671.8
2023,59,21,91,73.2,73.2
2023,59,22,8,6.4,6.4
2023,59,23,103,82.9,82.9
2023,59,24,7,5.6,5.6
2023,59,26,299,240.6,240.6
2023,59,27,193,155.3,155.3
2023,59,28,1,0.8,0.8
2023,59,29,366,294.5,294.5
2023,59,30,1111,893.8,893.8
2023,59,31,570,458.6,458.6
2023,59,32,56,45.1,45.1
2023,59,33,259,208.4,208.4
2023,59,35,859,691.1,691.1
2023,59,36,67,53.9,53.9
2023,59,38,363,292.0,292.0
2023,59,39,8,6.4,6.4
2023,59,41,1,0.8,0.8
2023,59,42,6,4.8,4.8
2023,59,44,3,2.4,2.4
2023,59,45,186,149.6,149.6
2023,59,46,12,9.7,9.7
2023,59,48,36,29.0,29.0
2023,59,49,2,1.6,1.6
2023,59,50,424,341.1,341.1
2023,59,52,109,87.7,87.7
2023,59,53,171,137.6,137.6
2023,59,54,5,4.0,4.0
2023,59,55,46,37.0,37.0
2023,59,56,131,105.4,105.4
2023,59,57,46,37.0,37.0
2023,59,58,7,5.6,5.6
2023,59,59,6,4.8,4.8
2023,59,61,4,3.2,3.2
2023,59,62,1,0.8,0.8
2023,59,63,1,0.8,0.8
2023,59,65,65,52.3,52.3
2023,59,66,2,1.6,1.6
2023,59,69,1,0.8,0.8
2023,59,72,2,1.6,1.6
2023,59,74,308,247.8,247.8
2023,59,75,13,10.5,10.5
2023,59,76,14,11.3,11.3
2023,59,77,103,82.9,82.9
2023,59,78,1607,1292.9,1292.9
2023,59,79,155,124.7,124.7
2023,59,80,414,333.1,333.1
2023,59,81,62,49.9,49.9
2023,59,88,2,1.6,1.6
2023,59,91,10,8.0,8.0
2023,59,93,2,1.6,1.6
2023,59,101,1,0.8,0.8
2023,59,103,4,3.2,3.2
2023,59,105,1,0.8,0.8
2023,18,0,60,34.4,34.4
2023,18,1,83,47.6,47.6
2023,18,2,22,12.6,12.6
2023,18,3,153,87.8,87.8
2023,18,4,178,102.2,102.2
2023,18,108,171,98.1,98.1
2023,18,109,3,1.7,1.7
2023,18,110,2,1.1,1.1
2023,18,5,46,26.4,26.4
2023,18,6,5,2.9,2.9
2023,18,112,12,6.9,6.9
2023,18,113,1,0.6,0.6
2023,18,7,19,10.9,10.9
2023,18,8,23,13.2,13.2
2023,18,9,22,12.6,12.6
2023,18,10,21,12.1,12.1
2023,18,11,26,14.9,14.9
2023,18,12,26,14.9,14.9
2023,18,13,6,3.4,3.4
2023,18,15,7,4.0,4.0
2023,18,16,23,13.2,13.2
2023,18,17,28,16.1,16.1
2023,18,18,1,0.6,0.6
2023,18,20,423,242.8,242.8
2023,18,21,93,53.4,53.4
2023,18,22,9,5.2,5.2
2023,18,23,316,181.4,181.4
2023,18,24,5,2.9,2.9
2023,18,26,541,310.5,310.5
2023,18,27,227,130.3,130.3
2023,18,29,450,258.3,258.3
2023,18,30,1424,817.3,817.3
2023,18,31,649,372.5,372.5
2023,18,32,126,72.3,72.3
2023,18,33,169,97.0,97.0
2023,18,35,706,405.2,405.2
2023,18,36,72,41.3,41.3
2023,18,38,454,260.6,260.6
2023,18,39,3,1.7,1.7
2023,18,41,1,0.6,0.6
2023,18,42,6,3.4,3.4
2023,18,45,51,29.3,29.3
2023,18,46,14,8.0,8.0
2023,18,48,12,6.9,6.9
2023,18,49,2,1.1,1.1
2023,18,50,227,130.3,130.3
2023,18,51,36,20.7,20.7
2023,18,52,35,20.1,20.1
2023,18,53,79,45.3,45.3
2023,18,55,25,14.3,14.3
2023,18,56,18,10.3,10.3
2023,18,57,30,17.2,17.2
2023,18,58,2,1.1,1.1
2023,18,59,26,14.9,14.9
2023,18,60,3,1.7,1.7
2023,18,61,1,0.6,0.6
2023,18,62,1,0.6,0.6
2023,18,63,1,0.6,0.6
2023,18,65,74,42.5,42.5
2023,18,69,2,1.1,1.1
2023,18,74,85,48.8,48.8
2023,18,75,8,4.6,4.6
2023,18,77,16,9.2,9.2
2023,18,78,350,200.9,200.9
2023,18,79,51,29.3,29.3
2023,18,80,87,49.9,49.9
2023,18,81,5,2.9,2.9
2023,18,89,9,5.2,5.2
2023,18,95,1,0.6,0.6
2023,18,99,1,0.6,0.6
2023,18,101,2,1.1,1.1
2023,18,103,2,1.1,1.1
2023,1,107,16,8.1,8.1
2023,1,0,214,108.8,108.8
2023,1,1,247,125.6,125.6
2023,1,2,76,38.6,38.6
2023,1,3,471,239.5,239.5
2023,1,4,409,208.0,208.0
2023,1,108,307,156.1,156.1
2023,1,109,7,3.6,3.6
2023,1,110,22,11.2,11.2
2023,1,5,154,78.3,78.3
2023,1,6,21,10.7,10.7
2023,1,112,16,8.1,8.1
2023,1,113,8,4.1,4.1
2023,1,7,31,15.8,15.8
2023,1,8,17,8.6,8.6
2023,1,9,57,29.0,29.0
2023,1,10,21,10.7,10.7
2023,1,11,151,76.8,76.8
2023,1,12,96,48.8,48.8
2023,1,13,46,23.4,23.4
2023,1,15,39,19.8,19.8
2023,1,16,72,36.6,36.6
2023,1,17,82,41.7,41.7
2023,1,19,6,3.1,3.1
2023,1,20,1040,528.8,528.8
2023,1,21,52,26.4,26.4
2023,1,22,7,3.6,3.6
2023,1,23,157,79.8,79.8
2023,1,24,7,3.6,3.6
2023,1,25,1,0.5,0.5
2023,1,26,499,253.7,253.7
2023,1,27,462,234.9,234.9
2023,1,28,2,1.0,1.0
2023,1,29,746,379.3,379.3
2023,1,30,2366,1203.1,1203.1
2023,1,31,772,392.5,392.5
2023,1,32,140,71.2,71.2
2023,1,33,647,329.0,329.0
2023,1,35,1555,790.7,790.7
2023,1,36,72,36.6,36.6
2023,1,38,853,433.7,433.7
2023,1,39,19,9.7,9.7
2023,1,41,4,2.0,2.0
2023,1,42,66,33.6,33.6
2023,1,45,162,82.4,82.4
2023,1,46,60,30.5,30.5
2023,1,48,28,14.2,14.2
2023,1,49,12,6.1,6.1
2023,1,50,907,461.2,461.2
2023,1,51,5,2.5,2.5
2023,1,52,212,107.8,107.8
2023,1,53,426,216.6,216.6
2023,1,54,11,5.6,5.6
2023,1,55,84,42.7,42.7
2023,1,56,47,23.9,23.9
2023,1,57,64,32.5,32.5
2023,1,58,3,1.5,1.5
2023,1,59,67,34.1,34.1
2023,1,60,5,2.5,2.5
2023,1,61,2,1.0,1.0
2023,1,62,8,4.1,4.1
2023,1,63,1,0.5,0.5
2023,1,65,74,37.6,37.6
2023,1,66,1,0.5,0.5
2023,1,74,259,131.7,131.7
2023,1,75,10,5.1,5.1
2023,1,76,9,4.6,4.6
2023,1,77,73,37.1,37.1
2023,1,78,1343,682.9,682.9
2023,1,79,104,52.9,52.9
2023,1,80,860,437.3,437.3
2023,1,81,122,62.0,62.0
2023,1,86,1,0.5,0.5
2023,1,88,1,0.5,0.5
2023,1,89,6,3.1,3.1
2023,1,93,2,1.0,1.0
2023,1,96,13,6.6,6.6
2023,1,100,4,2.0,2.0
2023,1,102,1,0.5,0.5
2023,1,103,2,1.0,1.0
2023,1,104,1,0.5,0.5
2023,1,105,1,0.5,0.5
2023,52,107,4,10.3,10.3
2023,52,0,33,85.4,85.4
2023,52,1,61,157.8,157.8
2023,52,2,8,20.7,20.7
2023,52,3,95,245.8,245.8
2023,52,4,80,207.0,207.0
2023,52,108,150,388.1,388.1
2023,52,110,4,10.3,10.3
2023,52,5,2,5.2,5.2
2023,52,112,2,5.2,5.2
2023,52,7,5,12.9,12.9
2023,52,8,11,28.5,28.5
2023,52,9,29,75.0,75.0
2023,52,10,5,12.9,12.9
2023,52,11,21,54.3,54.3
2023,52,12,9,23.3,23.3
2023,52,13,16,41.4,41.4
2023,52,15,5,12.9,12.9
2023,52,16,27,69.9,69.9
2023,52,17,13,33.6,33.6
2023,52,18,1,2.6,2.6
2023,52,19,9,23.3,23.3
2023,52,20,293,758.0,758.0
2023,52,21,18,46.6,46.6
2023,52,22,1,2.6,2.6
